PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2022-02-21,155.05, -194.56, -222.07, 1.81, 1.5, 7.31, suppf,
2022-02-22,154.24, -195.62, -226.25, 1.82, 1.51, 7.37, suppf,
2022-02-23,154.64, -194.51, -226.78, 1.8, 1.5, 7.29, suppf,
2022-02-24,154.33, -194.00, -232.07, 1.93, 1.54, 7.79, suppf,
2022-02-25,155.71, -194.88, -228.74, 1.93, 1.55, 7.84, suppf,
2022-02-26,155.77, -195.28, -232.06, 1.81, 1.5, 7.34, suppf,
2022-02-27,154.81, -194.41, -225.03, 1.8, 1.51, 7.35, suppf,
2022-02-28,155.10, -194.09, -227.25, 1.8, 1.5, 7.32, suppf,
2022-03-01,154.77, -193.97, -224.13, 1.81, 1.52, 7.4, suppf,
2022-03-02,154.91, -194.47, -229.07, 1.81, 1.5, 7.31, suppf,
2022-03-03,155.39, -194.33, -223.93, 1.81, 1.5, 7.34, suppf,
2022-03-04,155.55, -194.68, -224.24, 1.81, 1.5, 7.31, suppf,
2022-03-05,155.47, -196.34, -228.15, 1.83, 1.53, 7.47, suppf,
2022-03-06,154.76, -195.11, -226.20, 1.8, 1.5, 7.3, suppf,
2022-03-07,154.77, -194.54, -228.69, 1.82, 1.5, 7.35, suppf,
2022-03-08,156.28, -195.25, -227.79, 1.82, 1.5, 7.35, suppf,
2022-03-09,155.23, -195.00, -224.92, 1.82, 1.53, 7.46, suppf,
2022-03-10,156.24, -194.53, -226.67, 1.89, 1.51, 7.52, suppf,
2022-03-11,155.59, -195.04, -227.91, 1.9, 1.52, 7.56, suppf,
2022-03-12,155.71, -195.08, -228.80, 1.83, 1.51, 7.39, suppf,
2022-03-13,155.31, -195.85, -222.06, 1.83, 1.51, 7.43, suppf,
2022-03-14,156.82, -195.97, -232.81, 1.82, 1.51, 7.39, suppf,
2022-03-15,154.45, -195.13, -227.49, 1.81, 1.51, 7.34, suppf,
2022-03-16,155.53, -194.96, -227.16, 1.82, 1.51, 7.39, suppf,
2022-03-17,155.58, -195.50, -226.89, 1.84, 1.56, 7.55, suppf,
2022-03-18,155.50, -195.72, -224.09, 1.84, 1.56, 7.53, suppf,
2022-03-19,155.05, -196.09, -217.62, 1.84, 1.52, 7.47, suppf,
2022-03-20,154.72, -194.78, -220.25, 1.81, 1.51, 7.36, suppf,
2022-03-21,155.28, -194.05, -227.11, 1.81, 1.51, 7.35, suppf,
2022-03-22,155.55, -193.94, -228.10, 1.81, 1.5, 7.32, suppf,
2022-03-23,155.44, -194.78, -225.81, 1.83, 1.5, 7.37, suppf,
2022-03-24,155.47, -194.47, -225.62, 1.85, 1.55, 7.59, suppf,
2022-03-25,155.66, -195.07, -220.51, 1.87, 1.55, 7.6, suppf,
2022-03-26,155.13, -194.35, -219.99, 1.8, 1.5, 7.33, suppf,
2022-03-27,154.73, -194.60, -221.11, 1.83, 1.51, 7.44, suppf,
2022-03-28,156.74, -195.63, -224.66, 1.91, 1.58, 7.69, suppf,
2022-03-29,154.66, -195.19, -216.94, 1.81, 1.51, 7.37, suppf,
2022-03-30,156.00, -195.22, -219.07, 1.82, 1.51, 7.36, suppf,
2022-03-31,155.45, -196.47, -222.61, 1.8, 1.5, 7.3, suppf,
2022-04-01,156.08, -195.48, -220.00, 1.81, 1.51, 7.32, suppf,
2022-04-02,155.84, -195.07, -222.12, 1.82, 1.5, 7.32, suppf,
2022-04-03,156.90, -196.72, -223.74, 1.82, 1.53, 7.45, suppf,
2022-04-04,156.75, -195.50, -221.72, 1.81, 1.51, 7.36, suppf,
2022-04-05,156.49, -195.39, -220.53, 1.82, 1.5, 7.34, suppf,
2022-04-06,156.59, -195.83, -224.25, 1.8, 1.51, 7.32, suppf,
2022-04-07,155.40, -195.16, -223.26, 1.8, 1.5, 7.29, suppf,
2022-04-08,156.24, -195.21, -222.20, 1.87, 1.55, 7.55, suppf,
2022-04-09,156.88, -194.84, -218.72, 1.81, 1.51, 7.36, suppf,
2022-04-10,155.98, -196.04, -213.26, 1.82, 1.5, 7.36, suppf,
2022-04-11,155.39, -195.28, -214.58, 1.83, 1.56, 7.54, suppf,
2022-04-12,156.73, -195.65, -217.60, 1.82, 1.51, 7.41, suppf,
2022-04-13,155.74, -195.86, -222.36, 1.83, 1.51, 7.37, suppf,
2022-04-14,156.74, -195.90, -220.41, 1.83, 1.52, 7.45, suppf,
2022-04-15,155.04, -195.81, -220.54, 1.85, 1.55, 7.54, suppf,
2022-04-16,155.16, -195.95, -227.65, 1.85, 1.55, 7.55, suppf,
2022-04-17,156.52, -196.22, -230.10, 1.81, 1.5, 7.33, suppf,
2022-04-18,156.44, -195.82, -233.38, 1.83, 1.51, 7.4, suppf,
2022-04-19,155.69, -197.01, -227.79, 1.82, 1.51, 7.42, suppf,
2022-04-20,156.86, -196.46, -221.66, 1.82, 1.51, 7.37, suppf,
2022-04-21,155.19, -195.85, -227.01, 1.9, 1.54, 7.75, suppf,
2022-04-22,156.04, -196.29, -230.37, 1.88, 1.51, 7.56, suppf,
2022-04-23,156.61, -195.74, -233.46, 1.81, 1.5, 7.32, suppf,
2022-04-24,156.82, -195.53, -223.73, 1.84, 1.51, 7.44, suppf,
2022-04-25,156.75, -195.78, -225.57, 1.83, 1.51, 7.43, suppf,
2022-04-26,156.68, -196.16, -233.46, 1.83, 1.52, 7.45, suppf,
2022-04-27,155.47, -195.50, -232.48, 1.96, 1.57, 7.76, suppf,
2022-04-28,156.92, -195.82, -226.28, 1.94, 1.55, 7.64, suppf,
2022-04-29,155.71, -195.15, -223.29, 1.83, 1.51, 7.43, suppf,
2022-04-30,156.41, -195.65, -230.11, 1.82, 1.51, 7.36, suppf,
2022-05-01,157.05, -196.32, -228.24, 1.81, 1.5, 7.34, suppf,
2022-05-02,155.45, -197.26, -232.88, 1.88, 1.53, 7.5, suppf,
2022-05-03,157.17, -196.46, -230.66, 1.92, 1.6, 7.74, suppf,
2022-05-04,156.66, -196.59, -230.03, 1.93, 1.59, 7.72, suppf,
2022-05-05,156.42, -196.09, -228.28, 1.84, 1.51, 7.43, suppf,
2022-05-06,158.07, -195.09, -225.58, 1.82, 1.52, 7.41, suppf,
2022-05-07,157.15, -195.50, -227.99, 1.82, 1.51, 7.38, suppf,
2022-05-08,156.53, -196.07, -221.32, 1.81, 1.51, 7.36, suppf,
2022-05-09,156.22, -196.81, -226.30, 1.82, 1.51, 7.37, suppf,
2022-05-10,156.92, -195.55, -221.24, 1.82, 1.51, 7.38, suppf,
2022-05-11,156.85, -196.50, -230.00, 1.82, 1.51, 7.4, suppf,
2022-05-12,156.57, -195.59, -230.68, 1.81, 1.51, 7.37, suppf,
2022-05-13,157.29, -196.63, -229.01, 1.82, 1.5, 7.35, suppf,
2022-05-14,156.82, -196.29, -223.71, 1.81, 1.51, 7.33, suppf,
2022-05-15,156.83, -195.89, -228.31, 1.83, 1.52, 7.42, suppf,
2022-05-16,157.90, -195.62, -230.93, 1.84, 1.52, 7.45, suppf,
2022-05-17,157.71, -196.58, -223.26, 1.82, 1.52, 7.43, suppf,
2022-05-18,157.42, -196.36, -231.56, 1.81, 1.51, 7.37, suppf,
2022-05-19,156.24, -195.60, -221.30, 1.87, 1.57, 7.52, suppf,
2022-05-20,155.83, -196.34, -221.60, 1.86, 1.57, 7.5, suppf,
2022-05-21,156.76, -196.26, -226.27, 1.81, 1.5, 7.34, suppf,
2022-05-22,157.82, -194.81, -230.05, 1.82, 1.51, 7.37, suppf,
2022-05-23,157.84, -196.16, -223.91, 1.82, 1.52, 7.43, suppf,
2022-05-24,156.98, -196.41, -222.78, 1.81, 1.52, 7.38, suppf,
2022-05-25,157.48, -196.15, -222.58, 1.81, 1.52, 7.38, suppf,
2022-05-26,156.69, -197.04, -225.44, 1.84, 1.52, 7.38, suppf,
2022-05-27,156.30, -196.38, -224.48, 1.86, 1.53, 7.45, suppf,
2022-05-28,157.40, -196.79, -217.15, 1.77, 1.52, 7.35, suppf,
2022-05-29,157.20, -197.00, -221.54, 1.79, 1.51, 7.32, suppf,
2022-05-30,159.45, -197.72, -222.41, 1.8, 1.53, 7.45, suppf,
2022-05-31,156.42, -197.21, -229.77, 1.8, 1.53, 7.41, suppf,
2022-06-01,157.87, -196.83, -229.16, 1.77, 1.5, 7.27, suppf,
2022-06-02,158.41, -196.98, -232.32, 1.84, 1.54, 7.49, suppf,
2022-06-03,157.88, -196.95, -224.50, 1.82, 1.54, 7.46, suppf,
2022-06-04,158.08, -197.90, -228.54, 1.79, 1.51, 7.36, suppf,
2022-06-05,156.81, -197.68, -223.79, 1.78, 1.51, 7.36, suppf,
2022-06-06,157.64, -196.30, -226.88, 1.78, 1.52, 7.4, suppf,
2022-06-07,157.92, -197.55, -230.90, 1.81, 1.55, 7.56, suppf,
2022-06-08,157.11, -196.51, -223.57, 1.81, 1.54, 7.5, suppf,
2022-06-09,156.97, -197.30, -229.89, 1.78, 1.51, 7.33, suppf,
2022-06-10,157.88, -197.09, -227.79, 1.78, 1.51, 7.32, suppf,
2022-06-11,158.03, -196.59, -231.93, 1.78, 1.51, 7.34, suppf,
2022-06-12,156.13, -197.69, -238.16, 1.86, 1.61, 7.84, suppf,
2022-06-13,157.68, -196.87, -233.05, 1.85, 1.55, 7.67, suppf,
2022-06-14,157.99, -196.89, -229.76, 1.77, 1.5, 7.28, suppf,
2022-06-15,156.96, -196.80, -230.15, 1.77, 1.49, 7.26, suppf,
2022-06-16,157.65, -196.41, -229.33, 1.78, 1.5, 7.28, suppf,
2022-06-17,156.58, -196.94, -235.47, 1.82, 1.53, 7.52, suppf,
2022-06-18,157.33, -197.36, -229.79, 1.78, 1.5, 7.32, suppf,
2022-06-19,157.04, -197.43, -231.97, 1.8, 1.51, 7.37, suppf,
2022-06-20,157.37, -197.51, -231.74, 1.76, 1.5, 7.23, suppf,
2022-06-21,156.64, -196.56, -236.82, 1.78, 1.5, 7.3, suppf,
2022-06-22,159.18, -198.05, -230.85, 1.82, 1.54, 7.51, suppf,
2022-06-23,155.30, -196.93, -232.61, 1.81, 1.52, 7.45, suppf,
2022-06-24,157.83, -197.73, -233.79, 1.86, 1.55, 7.63, suppf,
2022-06-25,157.02, -197.39, -235.35, 1.79, 1.51, 7.33, suppf,
2022-06-26,157.61, -196.78, -238.75, 1.79, 1.52, 7.38, suppf,
2022-06-27,156.83, -196.68, -237.75, 1.78, 1.5, 7.29, suppf,
2022-06-28,157.73, -196.23, -238.41, 1.77, 1.51, 7.27, suppf,
2022-06-29,158.32, -197.95, -232.70, 1.77, 1.5, 7.28, suppf,
2022-06-30,156.94, -197.77, -232.54, 1.81, 1.53, 7.49, suppf,
2022-07-01,156.83, -198.47, -235.83, 1.79, 1.53, 7.46, suppf,
2022-07-02,156.95, -196.55, -233.39, 1.79, 1.52, 7.35, suppf,
2022-07-03,157.36, -198.71, -233.21, 1.78, 1.5, 7.31, suppf,
2022-07-04,156.90, -198.53, -228.75, 1.89, 1.57, 7.75, suppf,
2022-07-05,158.27, -197.01, -234.65, 1.88, 1.56, 7.71, suppf,
2022-07-06,157.67, -198.85, -232.81, 1.85, 1.51, 7.57, suppf,
2022-07-07,156.90, -198.98, -234.49, 1.81, 1.52, 7.43, suppf,
2022-07-08,158.10, -198.07, -233.56, 1.78, 1.51, 7.31, suppf,
2022-07-09,157.67, -197.76, -239.33, 1.78, 1.51, 7.34, suppf,
2022-07-10,157.53, -199.05, -239.52, 1.77, 1.5, 7.3, suppf,
2022-07-11,158.60, -199.89, -233.50, 1.78, 1.51, 7.35, suppf,
2022-07-12,157.38, -199.60, -233.39, 1.8, 1.52, 7.45, suppf,
2022-07-13,157.68, -198.93, -238.12, 1.8, 1.52, 7.45, suppf,
2022-07-14,156.86, -199.14, -235.47, 1.84, 1.51, 7.47, suppf,
2022-07-15,155.80, -198.34, -236.61, 1.83, 1.52, 7.47, suppf,
2022-07-16,157.38, -198.43, -234.50, 1.78, 1.5, 7.28, suppf,
2022-07-17,157.60, -198.61, -232.79, 1.79, 1.53, 7.44, suppf,
2022-07-18,156.49, -198.77, -242.63, 1.78, 1.5, 7.3, suppf,
2022-07-19,157.91, -198.89, -232.70, 1.77, 1.5, 7.26, suppf,
2022-07-20,157.71, -199.37, -234.12, 1.76, 1.5, 7.24, suppf,
2022-07-21,157.51, -200.09, -234.92, 1.78, 1.5, 7.3, suppf,
2022-07-22,157.46, -199.93, -227.94, 1.78, 1.52, 7.35, suppf,
2022-07-23,157.81, -199.21, -235.44, 1.78, 1.51, 7.34, suppf,
2022-07-24,158.22, -198.87, -229.72, 1.76, 1.5, 7.24, suppf,
2022-07-25,158.83, -199.30, -230.73, 1.79, 1.54, 7.46, suppf,
2022-07-26,157.69, -198.43, -233.85, 1.8, 1.51, 7.37, suppf,
2022-07-27,157.25, -198.40, -238.23, 1.78, 1.5, 7.3, suppf,
2022-07-28,157.68, -198.77, -235.52, 1.79, 1.51, 7.34, suppf,
2022-07-29,156.86, -198.06, -235.53, 1.82, 1.55, 7.46, suppf,
2022-07-30,158.00, -199.57, -233.83, 1.8, 1.51, 7.39, suppf,
2022-07-31,157.68, -197.98, -222.02, 1.8, 1.53, 7.44, suppf,
2022-08-01,158.34, -199.57, -231.40, 1.79, 1.5, 7.31, suppf,
2022-08-02,157.16, -198.65, -237.84, 1.81, 1.57, 7.63, suppf,
2022-08-03,158.10, -198.41, -235.52, 1.78, 1.54, 7.42, suppf,
2022-08-04,157.37, -199.35, -235.36, 1.79, 1.53, 7.42, suppf,
