PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-10-19,37.96, -45.40, -34.37, 2.04, 1.69, 7.6, repro,
2009-10-20,37.85, -43.15, -45.67, 2.02, 1.72, 7.62, repro,
2009-10-21,37.21, -43.61, -36.04, 1.99, 1.67, 7.44, repro,
2009-10-22,37.20, -43.31, -39.00, 2, 1.68, 7.46, repro,
2009-10-23,37.41, -43.96, -39.67, 2.02, 1.68, 7.54, repro,
2009-10-24,35.57, -43.51, -36.00, 2.04, 1.69, 7.6, repro,
2009-10-25,37.40, -44.68, -36.59, 2.06, 1.68, 7.58, repro,
2009-10-26,37.65, -43.30, -37.25, 2.01, 1.71, 7.57, repro,
2009-10-27,36.28, -45.01, -38.40, 1.99, 1.67, 7.5, repro,
2009-10-28,36.53, -43.92, -35.63, 2.04, 1.69, 7.61, repro,
2009-10-29,36.70, -43.86, -36.73, 2, 1.66, 7.53, repro,
2009-10-30,37.43, -43.12, -40.17, 2.05, 1.69, 7.64, repro,
2009-10-31,38.87, -43.28, -37.47, 2.04, 1.69, 7.64, repro,
2009-11-01,37.33, -43.70, -38.38, 2.01, 1.68, 7.52, repro,
2009-11-02,37.60, -43.94, -44.63, 2.02, 1.67, 7.51, repro,
2009-11-03,37.71, -44.29, -44.00, 2.01, 1.66, 7.56, repro,
2009-11-04,37.43, -43.52, -39.10, 2, 1.67, 7.55, repro,
2009-11-05,37.56, -44.52, -43.08, 2.13, 1.81, 7.95, repro,
2009-11-06,37.07, -44.01, -42.61, 2.14, 1.8, 7.94, repro,
2009-11-07,37.63, -44.35, -34.73, 2.01, 1.68, 7.56, repro,
2009-11-08,38.31, -44.82, -39.89, 2.01, 1.68, 7.54, repro,
2009-11-09,37.11, -43.54, -42.48, 2.03, 1.73, 7.72, repro,
2009-11-10,37.20, -44.07, -43.81, 2.07, 1.74, 7.82, repro,
2009-11-11,38.05, -43.87, -41.66, 2.02, 1.68, 7.57, repro,
2009-11-12,38.10, -45.08, -34.44, 2.09, 1.78, 7.91, repro,
2009-11-13,38.01, -45.38, -38.13, 2.07, 1.76, 7.91, repro,
2009-11-14,37.82, -45.23, -43.21, 2.05, 1.72, 7.63, repro,
2009-11-15,37.60, -44.01, -45.97, 2.05, 1.71, 7.63, repro,
2009-11-16,37.51, -44.14, -43.29, 2.02, 1.68, 7.59, repro,
2009-11-17,36.86, -43.85, -41.27, 2.1, 1.72, 7.91, repro,
2009-11-18,37.31, -45.03, -42.12, 2.08, 1.69, 7.76, repro,
2009-11-19,38.26, -43.99, -41.61, 2.05, 1.72, 7.72, repro,
2009-11-20,37.70, -44.91, -41.97, 2.01, 1.68, 7.56, repro,
2009-11-21,37.54, -43.93, -29.15, 2, 1.68, 7.53, repro,
2009-11-22,38.23, -44.60, -39.72, 1.99, 1.67, 7.52, repro,
2009-11-23,37.92, -44.82, -35.98, 1.98, 1.63, 7.4, repro,
2009-11-24,38.91, -45.38, -48.79, 2.01, 1.68, 7.55, repro,
2009-11-25,37.99, -44.38, -46.35, 2, 1.67, 7.51, repro,
2009-11-26,38.56, -44.43, -46.41, 2, 1.66, 7.49, repro,
2009-11-27,38.08, -45.41, -44.75, 2.01, 1.66, 7.44, repro,
2009-11-28,37.50, -45.85, -43.01, 2.01, 1.66, 7.44, repro,
2009-11-29,38.99, -45.99, -48.80, 2.01, 1.66, 7.47, repro,
2009-11-30,37.98, -44.45, -44.36, 1.97, 1.62, 7.32, repro,
2009-12-01,37.88, -44.48, -44.27, 1.97, 1.61, 7.31, repro,
2009-12-02,37.96, -44.15, -44.65, 1.96, 1.6, 7.26, repro,
2009-12-03,37.71, -44.24, -45.61, 2.01, 1.66, 7.44, repro,
2009-12-04,38.38, -44.57, -44.50, 1.98, 1.61, 7.31, repro,
2009-12-05,38.72, -43.93, -39.71, 1.96, 1.61, 7.3, repro,
2009-12-06,38.44, -43.63, -35.36, 1.98, 1.62, 7.4, repro,
2009-12-07,38.10, -44.53, -35.49, 1.98, 1.62, 7.4, repro,
2009-12-08,38.57, -44.82, -41.79, 2.01, 1.64, 7.53, repro,
2009-12-09,38.93, -45.07, -40.14, 1.99, 1.65, 7.47, repro,
2009-12-10,38.82, -44.31, -45.35, 1.98, 1.61, 7.38, repro,
2009-12-11,39.37, -44.74, -44.40, 2.02, 1.67, 7.55, repro,
2009-12-12,38.26, -43.77, -39.91, 2.02, 1.68, 7.6, repro,
2009-12-13,39.25, -44.36, -44.77, 1.98, 1.63, 7.42, repro,
2009-12-14,39.12, -44.39, -47.64, 1.98, 1.61, 7.38, repro,
2009-12-15,38.83, -44.43, -49.79, 1.98, 1.61, 7.36, repro,
2009-12-16,38.82, -43.95, -54.07, 1.98, 1.6, 7.32, repro,
2009-12-17,39.45, -44.74, -49.42, 1.99, 1.61, 7.34, repro,
2009-12-18,38.64, -45.46, -53.14, 1.97, 1.61, 7.34, repro,
2009-12-19,38.88, -44.17, -49.82, 1.98, 1.64, 7.47, repro,
2009-12-20,38.54, -44.35, -52.52, 1.98, 1.64, 7.42, repro,
2009-12-21,37.90, -44.82, -43.99, 2.01, 1.65, 7.51, repro,
2009-12-22,36.38, -43.91, -44.02, 2.02, 1.66, 7.56, repro,
2009-12-23,38.73, -45.18, -46.17, 1.98, 1.64, 7.45, repro,
2009-12-24,38.30, -44.53, -48.83, 1.96, 1.61, 7.38, repro,
2009-12-25,38.52, -44.44, -48.78, 1.94, 1.6, 7.31, repro,
2009-12-26,38.98, -44.96, -47.71, 1.96, 1.61, 7.33, repro,
2009-12-27,39.61, -44.70, -50.98, 1.96, 1.61, 7.33, repro,
2009-12-28,40.54, -44.43, -47.60, 1.97, 1.61, 7.34, repro,
2009-12-29,38.24, -44.84, -45.09, 1.97, 1.62, 7.4, repro,
2009-12-30,40.10, -44.41, -42.28, 1.96, 1.61, 7.39, repro,
2009-12-31,39.11, -44.96, -51.17, 1.96, 1.61, 7.34, repro,
2010-01-01,39.31, -44.18, -50.51, 1.96, 1.61, 7.36, repro,
2010-01-02,39.97, -44.45, -49.70, 1.97, 1.6, 7.33, repro,
2010-01-03,39.40, -45.17, -47.42, 1.96, 1.61, 7.38, repro,
2010-01-04,39.73, -44.22, -50.82, 1.96, 1.6, 7.38, repro,
2010-01-05,39.84, -43.87, -52.33, 1.95, 1.6, 7.36, repro,
2010-01-06,38.95, -45.26, -50.31, 1.96, 1.6, 7.36, repro,
2010-01-07,40.34, -45.37, -47.80, 1.97, 1.61, 7.38, repro,
2010-01-08,40.75, -45.03, -51.29, 1.98, 1.61, 7.45, repro,
2010-01-09,39.38, -44.96, -50.60, 1.95, 1.6, 7.32, repro,
2010-01-10,39.66, -44.78, -49.92, 1.96, 1.6, 7.3, repro,
2010-01-11,39.01, -44.73, -48.81, 1.96, 1.6, 7.33, repro,
2010-01-12,40.88, -44.75, -47.89, 1.96, 1.6, 7.31, repro,
2010-01-13,40.85, -44.58, -51.79, 2.02, 1.64, 7.48, repro,
2010-01-14,40.38, -46.38, -57.56, 2.03, 1.68, 7.68, repro,
2010-01-15,39.72, -46.13, -49.21, 2.05, 1.69, 7.7, repro,
2010-01-16,38.88, -44.76, -44.64, 1.95, 1.59, 7.3, repro,
2010-01-17,38.64, -45.43, -44.37, 1.94, 1.58, 7.25, repro,
2010-01-18,41.68, -47.68, -36.65, 2.02, 1.68, 7.62, repro,
2010-01-19,39.61, -46.25, -36.93, 2.02, 1.62, 7.45, repro,
2010-01-20,40.89, -45.84, -37.70, 2.04, 1.65, 7.55, repro,
2010-01-21,40.23, -45.65, -35.94, 2, 1.64, 7.48, repro,
2010-01-22,39.53, -46.74, -37.44, 1.96, 1.61, 7.34, repro,
2010-01-23,39.44, -46.60, -44.42, 1.96, 1.59, 7.26, repro,
2010-01-24,40.60, -45.62, -50.51, 1.99, 1.61, 7.4, repro,
2010-01-25,39.23, -45.72, -50.12, 1.96, 1.6, 7.3, repro,
2010-01-26,40.47, -46.61, -46.43, 2.04, 1.65, 7.49, repro,
2010-01-27,39.59, -46.34, -49.84, 2.03, 1.64, 7.47, repro,
2010-01-28,40.31, -46.83, -52.38, 1.97, 1.61, 7.35, repro,
2010-01-29,40.98, -45.54, -54.46, 1.96, 1.6, 7.28, repro,
2010-01-30,39.79, -45.71, -47.16, 1.97, 1.59, 7.28, repro,
2010-01-31,40.52, -46.18, -51.13, 1.97, 1.59, 7.28, repro,
2010-02-01,39.47, -45.70, -44.38, 1.97, 1.61, 7.35, repro,
2010-02-02,40.97, -46.46, -46.24, 2.04, 1.61, 7.59, repro,
2010-02-03,40.38, -46.94, -43.52, 1.99, 1.62, 7.45, repro,
2010-02-04,40.45, -47.05, -41.02, 2.05, 1.72, 7.82, repro,
2010-02-05,40.60, -46.37, -43.30, 1.99, 1.66, 7.52, repro,
2010-02-06,40.40, -46.45, -43.51, 2.02, 1.68, 7.66, repro,
2010-02-07,41.41, -47.64, -46.85, 2.05, 1.63, 7.67, repro,
2010-02-08,40.37, -47.55, -46.92, 2.06, 1.64, 7.68, repro,
2010-02-09,41.42, -45.81, -42.62, 2.04, 1.63, 7.58, repro,
2010-02-10,41.42, -46.15, -47.81, 2.08, 1.71, 7.83, repro,
2010-02-11,41.80, -46.32, -51.33, 2.01, 1.67, 7.62, repro,
2010-02-12,40.99, -46.03, -49.37, 1.98, 1.63, 7.52, repro,
2010-02-13,41.35, -45.95, -48.87, 1.96, 1.59, 7.33, repro,
2010-02-14,40.87, -46.71, -48.22, 2, 1.62, 7.49, repro,
2010-02-15,40.48, -46.27, -48.68, 1.99, 1.61, 7.44, repro,
2010-02-16,41.49, -46.05, -47.31, 2.05, 1.61, 7.54, repro,
2010-02-17,40.48, -47.61, -54.95, 2.11, 1.68, 7.85, repro,
2010-02-18,41.06, -46.57, -51.23, 2.1, 1.68, 7.85, repro,
2010-02-19,40.32, -47.20, -52.72, 2.13, 1.7, 7.96, repro,
2010-02-20,41.53, -46.09, -45.17, 2.03, 1.62, 7.57, repro,
2010-02-21,41.22, -46.89, -45.47, 1.95, 1.58, 7.24, repro,
2010-02-22,40.96, -46.77, -53.27, 2.03, 1.64, 7.47, repro,
2010-02-23,41.81, -47.40, -58.70, 2.04, 1.64, 7.53, repro,
2010-02-24,42.82, -47.91, -54.49, 2.03, 1.62, 7.5, repro,
2010-02-25,40.97, -46.32, -52.51, 1.99, 1.59, 7.39, repro,
2010-02-26,40.92, -48.26, -55.18, 2.03, 1.66, 7.61, repro,
2010-02-27,42.05, -46.62, -43.73, 2.03, 1.69, 7.61, repro,
2010-02-28,41.73, -47.40, -50.47, 1.95, 1.57, 7.25, repro,
2010-03-01,42.55, -47.52, -49.45, 2.02, 1.69, 7.75, repro,
2010-03-02,42.59, -47.61, -56.21, 1.99, 1.6, 7.47, repro,
2010-03-03,41.45, -47.33, -49.27, 2.06, 1.7, 7.81, repro,
2010-03-04,40.84, -48.00, -53.62, 2.03, 1.67, 7.64, repro,
2010-03-05,41.98, -47.19, -55.01, 1.96, 1.58, 7.28, repro,
2010-03-06,42.04, -47.27, -52.90, 1.98, 1.58, 7.33, repro,
2010-03-07,41.88, -47.68, -50.79, 1.97, 1.58, 7.3, repro,
2010-03-08,41.68, -47.67, -47.00, 1.99, 1.58, 7.36, repro,
2010-03-09,41.66, -47.10, -48.86, 2.03, 1.63, 7.47, repro,
2010-03-10,41.82, -47.67, -50.31, 1.97, 1.58, 7.32, repro,
2010-03-11,41.44, -47.24, -51.51, 1.98, 1.58, 7.37, repro,
2010-03-12,41.56, -47.45, -51.68, 1.98, 1.59, 7.37, repro,
2010-03-13,41.77, -47.42, -52.02, 1.99, 1.58, 7.37, repro,
2010-03-14,41.45, -47.78, -49.80, 1.98, 1.57, 7.32, repro,
2010-03-15,41.80, -46.91, -54.61, 1.96, 1.57, 7.29, repro,
2010-03-16,42.24, -46.68, -54.27, 1.96, 1.58, 7.32, repro,
2010-03-17,43.37, -47.20, -53.42, 1.97, 1.58, 7.33, repro,
2010-03-18,42.62, -47.01, -49.10, 1.99, 1.59, 7.42, repro,
2010-03-19,42.96, -47.04, -50.27, 1.99, 1.58, 7.36, repro,
2010-03-20,42.53, -47.08, -54.67, 1.98, 1.58, 7.34, repro,
2010-03-21,42.14, -47.04, -52.32, 1.96, 1.57, 7.29, repro,
2010-03-22,42.34, -48.15, -51.80, 1.97, 1.57, 7.32, repro,
2010-03-23,43.25, -47.42, -53.78, 1.97, 1.57, 7.33, repro,
2010-03-24,41.80, -47.59, -53.30, 2.02, 1.6, 7.46, repro,
2010-03-25,43.68, -46.97, -52.49, 2.01, 1.6, 7.42, repro,
2010-03-26,42.38, -47.24, -49.05, 2.01, 1.59, 7.41, repro,
2010-03-27,43.57, -47.71, -51.12, 2.01, 1.6, 7.44, repro,
2010-03-28,42.29, -47.70, -53.83, 2.02, 1.6, 7.43, repro,
2010-03-29,42.09, -47.53, -53.19, 2.08, 1.64, 7.61, repro,
2010-03-30,41.24, -49.71, -44.41, 2.2, 1.67, 7.87, repro,
2010-03-31,41.84, -48.93, -43.23, 2.04, 1.61, 7.44, repro,
2010-04-01,40.95, -47.08, -52.67, 2.07, 1.62, 7.5, repro,
2010-04-02,42.40, -48.19, -55.72, 2.07, 1.66, 7.63, repro,
2010-04-03,42.71, -48.12, -44.68, 2.09, 1.67, 7.71, repro,
2010-04-04,42.58, -48.25, -48.15, 2.08, 1.67, 7.67, repro,
2010-04-05,42.14, -48.70, -46.27, 2.04, 1.6, 7.46, repro,
2010-04-06,42.20, -47.43, -54.80, 2.05, 1.61, 7.45, repro,
2010-04-07,42.53, -48.06, -56.10, 2.14, 1.7, 8.07, repro,
2010-04-08,42.81, -47.98, -55.16, 2.05, 1.6, 7.46, repro,
2010-04-09,42.13, -48.04, -48.11, 2.15, 1.65, 7.78, repro,
2010-04-10,42.75, -48.57, -48.20, 2.12, 1.64, 7.78, repro,
2010-04-11,41.54, -48.15, -50.77, 2.05, 1.6, 7.49, repro,
2010-04-12,40.80, -49.30, -40.02, 2.32, 1.74, 8.41, repro,
2010-04-13,42.09, -49.32, -51.69, 2.08, 1.62, 7.53, repro,
2010-04-14,42.42, -48.18, -54.68, 2.2, 1.66, 7.95, repro,
2010-04-15,42.56, -48.59, -53.99, 2.17, 1.65, 7.98, repro,
2010-04-16,41.70, -48.92, -55.08, 2.02, 1.58, 7.41, repro,
2010-04-17,41.91, -47.83, -50.58, 2.08, 1.6, 7.52, repro,
2010-04-18,41.91, -49.07, -47.48, 2.01, 1.58, 7.35, repro,
2010-04-19,42.54, -48.44, -52.66, 2.1, 1.63, 7.61, repro,
2010-04-20,40.82, -50.30, -52.50, 2.14, 1.64, 7.85, repro,
2010-04-21,41.85, -48.53, -42.74, 2.15, 1.66, 7.74, repro,
2010-04-22,41.18, -49.00, -42.48, 2.15, 1.68, 7.79, repro,
2010-04-23,42.31, -47.56, -48.24, 2.12, 1.64, 7.66, repro,
2010-04-24,42.27, -49.06, -52.70, 2.02, 1.57, 7.37, repro,
2010-04-25,42.11, -48.42, -53.66, 2.01, 1.59, 7.42, repro,
2010-04-26,42.97, -49.05, -56.58, 2.01, 1.59, 7.45, repro,
2010-04-27,42.07, -47.79, -53.73, 2.14, 1.65, 7.85, repro,
2010-04-28,43.13, -47.84, -47.80, 2.06, 1.6, 7.48, repro,
2010-04-29,42.97, -49.27, -47.87, 2.04, 1.62, 7.5, repro,
2010-04-30,42.46, -48.77, -46.68, 2.02, 1.57, 7.37, repro,
2010-05-01,43.01, -49.55, -47.50, 2.01, 1.6, 7.47, repro,
2010-05-02,42.75, -48.75, -48.34, 2.06, 1.61, 7.52, repro,
2010-05-03,42.46, -47.02, -48.18, 2.06, 1.64, 7.64, repro,
2010-05-04,43.36, -48.54, -54.83, 2.06, 1.6, 7.44, repro,
2010-05-05,42.97, -48.32, -50.24, 2, 1.56, 7.25, repro,
2010-05-06,42.04, -49.18, -50.67, 2.01, 1.58, 7.36, repro,
2010-05-07,42.05, -48.43, -49.53, 2.03, 1.61, 7.44, repro,
2010-05-08,42.61, -48.07, -49.82, 2.02, 1.58, 7.42, repro,
2010-05-09,42.10, -48.44, -50.48, 2.02, 1.58, 7.38, repro,
2010-05-10,42.48, -49.22, -51.86, 2, 1.56, 7.23, repro,
2010-05-11,42.18, -50.18, -53.18, 2.02, 1.58, 7.39, repro,
2010-05-12,41.80, -49.19, -49.64, 2.05, 1.6, 7.51, repro,
2010-05-13,41.58, -47.87, -47.49, 2.01, 1.58, 7.37, repro,
2010-05-14,42.76, -47.98, -52.11, 2.1, 1.65, 7.55, repro,
2010-05-15,42.84, -48.43, -51.27, 2.08, 1.62, 7.46, repro,
2010-05-16,41.96, -48.90, -49.72, 2.01, 1.57, 7.27, repro,
2010-05-17,41.69, -48.79, -48.61, 1.99, 1.59, 7.28, repro,
2010-05-18,42.55, -49.62, -48.39, 2.01, 1.59, 7.31, repro,
2010-05-19,44.02, -49.12, -51.38, 2.13, 1.66, 7.73, repro,
2010-05-20,40.96, -48.99, -43.74, 2.15, 1.67, 7.76, repro,
2010-05-21,43.14, -49.68, -46.68, 2.03, 1.59, 7.29, repro,
2010-05-22,43.37, -49.36, -45.78, 2.01, 1.6, 7.3, repro,
2010-05-23,42.02, -49.85, -45.84, 2.02, 1.6, 7.31, repro,
2010-05-24,42.83, -48.88, -50.88, 2.01, 1.6, 7.29, repro,
2010-05-25,42.68, -48.73, -56.57, 2.02, 1.59, 7.29, repro,
2010-05-26,42.48, -49.58, -54.49, 2.03, 1.6, 7.31, repro,
2010-05-27,43.68, -49.27, -43.37, 2.02, 1.6, 7.31, repro,
2010-05-28,42.77, -50.24, -53.05, 2.01, 1.61, 7.3, repro,
2010-05-29,43.23, -49.47, -52.50, 2.02, 1.6, 7.28, repro,
2010-05-30,42.66, -49.33, -55.79, 2.04, 1.65, 7.39, repro,
2010-05-31,41.80, -48.88, -49.42, 2.05, 1.63, 7.42, repro,
2010-06-01,42.44, -49.56, -44.54, 2.01, 1.58, 7.21, repro,
2010-06-02,44.71, -49.23, -44.01, 2, 1.58, 7.24, repro,
2010-06-03,43.65, -49.28, -43.45, 2.01, 1.59, 7.26, repro,
2010-06-04,43.49, -49.11, -48.18, 2.01, 1.58, 7.24, repro,
2010-06-05,43.21, -49.33, -50.56, 2.06, 1.63, 7.48, repro,
2010-06-06,42.48, -49.25, -52.55, 2.01, 1.58, 7.23, repro,
2010-06-07,44.17, -50.51, -50.43, 2.01, 1.59, 7.25, repro,
2010-06-08,45.22, -47.69, -51.92, 2.04, 1.65, 7.44, repro,
2010-06-09,44.03, -49.74, -44.13, 2.02, 1.59, 7.26, repro,
2010-06-10,42.83, -48.47, -50.40, 2.05, 1.61, 7.32, repro,
2010-06-11,43.74, -50.00, -48.51, 2.05, 1.63, 7.42, repro,
2010-06-12,43.68, -48.49, -45.88, 2.02, 1.6, 7.31, repro,
2010-06-13,44.70, -49.78, -53.77, 2.02, 1.61, 7.33, repro,
2010-06-14,43.41, -49.00, -43.23, 2.04, 1.6, 7.32, repro,
2010-06-15,43.07, -48.79, -42.32, 2.02, 1.59, 7.25, repro,
2010-06-16,42.41, -50.00, -42.99, 2.03, 1.61, 7.33, repro,
2010-06-17,42.58, -49.43, -49.22, 2.04, 1.62, 7.34, repro,
2010-06-18,43.70, -49.67, -47.31, 2.04, 1.63, 7.38, repro,
2010-06-19,44.07, -48.57, -48.36, 2.01, 1.6, 7.27, repro,
2010-06-20,43.84, -49.00, -48.12, 2.01, 1.6, 7.26, repro,
2010-06-21,43.33, -49.66, -49.02, 2, 1.59, 7.22, repro,
2010-06-22,42.68, -49.78, -47.05, 2.01, 1.59, 7.28, repro,
2010-06-23,43.98, -49.73, -49.81, 2, 1.61, 7.3, repro,
2010-06-24,43.08, -49.86, -50.43, 2.04, 1.67, 7.48, repro,
2010-06-25,43.01, -49.02, -46.25, 2.05, 1.66, 7.45, repro,
2010-06-26,42.71, -50.11, -46.47, 2, 1.6, 7.26, repro,
2010-06-27,42.41, -50.69, -42.85, 1.99, 1.59, 7.19, repro,
2010-06-28,43.60, -51.07, -46.87, 2.01, 1.62, 7.34, repro,
2010-06-29,42.76, -48.51, -42.70, 2.02, 1.62, 7.37, repro,
2010-06-30,42.54, -50.24, -47.23, 2, 1.6, 7.24, repro,
2010-07-01,43.16, -50.39, -51.33, 2, 1.6, 7.26, repro,
2010-07-02,43.19, -50.31, -49.93, 2, 1.6, 7.22, repro,
2010-07-03,45.66, -51.31, -40.61, 2.01, 1.6, 7.31, repro,
2010-07-04,45.50, -50.37, -45.89, 1.99, 1.61, 7.3, repro,
2010-07-05,44.74, -50.37, -42.50, 1.98, 1.6, 7.24, repro,
2010-07-06,44.84, -51.93, -45.47, 2, 1.61, 7.27, repro,
2010-07-07,44.50, -51.86, -45.07, 1.98, 1.6, 7.2, repro,
2010-07-08,43.29, -51.27, -46.68, 2, 1.6, 7.25, repro,
2010-07-09,44.00, -51.67, -47.34, 2.01, 1.61, 7.3, repro,
2010-07-10,44.06, -51.30, -38.07, 2.02, 1.65, 7.49, repro,
2010-07-11,44.91, -53.70, -43.66, 2.01, 1.62, 7.32, repro,
2010-07-12,45.03, -51.93, -50.06, 1.99, 1.6, 7.24, repro,
2010-07-13,45.11, -51.13, -42.33, 1.98, 1.59, 7.15, repro,
2010-07-14,44.22, -51.45, -50.91, 1.97, 1.59, 7.11, repro,
2010-07-15,43.55, -51.03, -50.03, 1.94, 1.59, 7.1, repro,
2010-07-16,42.93, -51.60, -54.53, 1.96, 1.61, 7.19, repro,
2010-07-17,43.62, -52.40, -52.83, 1.96, 1.6, 7.12, repro,
2010-07-18,43.35, -52.23, -53.18, 1.97, 1.6, 7.13, repro,
2010-07-19,44.28, -51.37, -52.89, 1.97, 1.6, 7.16, repro,
2010-07-20,45.44, -51.44, -46.37, 1.95, 1.59, 7.1, repro,
2010-07-21,44.87, -50.89, -54.18, 1.95, 1.6, 7.11, repro,
2010-07-22,44.52, -51.08, -52.28, 1.95, 1.6, 7.11, repro,
2010-07-23,44.37, -52.65, -47.77, 1.94, 1.59, 7.09, repro,
2010-07-24,45.07, -53.16, -48.28, 1.95, 1.58, 7.06, repro,
2010-07-25,43.56, -52.95, -52.83, 1.98, 1.64, 7.21, repro,
2010-07-26,44.69, -52.30, -46.21, 1.94, 1.59, 7.06, repro,
2010-07-27,45.68, -51.74, -52.80, 1.97, 1.6, 7.13, repro,
2010-07-28,43.72, -51.94, -51.99, 1.95, 1.59, 7.08, repro,
2010-07-29,44.76, -52.17, -51.91, 1.98, 1.63, 7.21, repro,
2010-07-30,45.39, -51.55, -52.25, 1.98, 1.62, 7.18, repro,
2010-07-31,46.79, -52.01, -55.71, 1.94, 1.58, 7.02, repro,
2010-08-01,46.89, -53.39, -47.62, 1.96, 1.6, 7.11, repro,
2010-08-02,46.23, -52.23, -48.14, 1.96, 1.6, 7.11, repro,
2010-08-03,46.02, -53.08, -51.55, 1.98, 1.62, 7.16, repro,
2010-08-04,43.87, -52.40, -52.05, 1.97, 1.62, 7.15, repro,
2010-08-05,45.77, -52.56, -48.31, 1.95, 1.59, 7.07, repro,
2010-08-06,44.57, -52.79, -50.79, 1.94, 1.6, 7.08, repro,
2010-08-07,45.01, -52.78, -39.67, 1.97, 1.6, 7.15, repro,
2010-08-08,44.57, -51.88, -45.07, 1.97, 1.59, 7.14, repro,
2010-08-09,44.39, -52.41, -50.10, 1.95, 1.59, 7.07, repro,
2010-08-10,44.45, -52.99, -45.87, 1.94, 1.6, 7.07, repro,
2010-08-11,44.61, -51.89, -46.52, 1.95, 1.6, 7.09, repro,
2010-08-12,45.41, -52.99, -51.47, 1.96, 1.6, 7.13, repro,
2010-08-13,43.75, -53.57, -48.44, 1.95, 1.59, 7.08, repro,
2010-08-14,46.88, -52.62, -52.70, 1.94, 1.59, 7.05, repro,
2010-08-15,45.85, -53.21, -49.50, 1.93, 1.59, 7.02, repro,
2010-08-16,44.24, -52.89, -49.63, 1.94, 1.6, 7.07, repro,
2010-08-17,45.09, -52.09, -50.51, 1.95, 1.6, 7.08, repro,
2010-08-18,45.58, -52.97, -47.31, 1.99, 1.63, 7.25, repro,
2010-08-19,44.23, -51.15, -49.20, 1.97, 1.62, 7.17, repro,
2010-08-20,45.80, -52.73, -47.13, 1.94, 1.59, 7.08, repro,
2010-08-21,44.54, -52.37, -46.37, 1.94, 1.58, 7.04, repro,
2010-08-22,45.17, -54.32, -47.02, 1.95, 1.6, 7.11, repro,
2010-08-23,43.72, -53.44, -48.32, 1.94, 1.59, 7.08, repro,
2010-08-24,43.85, -53.34, -56.41, 2.01, 1.6, 7.18, repro,
2010-08-25,43.64, -54.57, -49.07, 1.94, 1.59, 7.05, repro,
2010-08-26,46.11, -52.44, -51.38, 1.96, 1.62, 7.2, repro,
2010-08-27,45.11, -53.49, -47.14, 2, 1.67, 7.37, repro,
2010-08-28,44.39, -53.00, -43.40, 1.92, 1.58, 7.05, repro,
2010-08-29,45.04, -54.07, -44.69, 1.91, 1.57, 6.96, repro,
2010-08-30,45.55, -53.26, -48.34, 1.95, 1.59, 7.11, repro,
2010-08-31,46.31, -54.04, -42.31, 1.94, 1.59, 7.08, repro,
2010-09-01,44.67, -53.72, -48.42, 1.91, 1.57, 7.02, repro,
2010-09-02,44.69, -53.31, -46.91, 1.92, 1.57, 7.03, repro,
2010-09-03,45.62, -53.27, -50.58, 1.9, 1.57, 6.94, repro,
2010-09-04,44.13, -53.39, -46.53, 1.92, 1.56, 6.96, repro,
2010-09-05,45.51, -53.22, -44.15, 1.92, 1.57, 7, repro,
2010-09-06,45.32, -52.88, -42.46, 1.92, 1.57, 7.01, repro,
2010-09-07,44.22, -53.85, -42.71, 1.92, 1.58, 7.01, repro,
2010-09-08,45.35, -53.69, -43.88, 1.92, 1.57, 6.99, repro,
2010-09-09,44.47, -54.54, -47.81, 1.9, 1.57, 6.97, repro,
2010-09-10,45.62, -53.55, -48.52, 1.91, 1.57, 6.99, repro,
2010-09-11,45.62, -54.16, -47.13, 1.95, 1.62, 7.11, repro,
2010-09-12,46.75, -53.35, -51.09, 1.91, 1.57, 7.01, repro,
2010-09-13,45.25, -53.69, -50.83, 1.91, 1.57, 7, repro,
2010-09-14,45.12, -54.20, -49.91, 1.91, 1.57, 7, repro,
2010-09-15,44.49, -54.32, -44.57, 1.92, 1.57, 7.03, repro,
2010-09-16,45.82, -53.38, -51.20, 1.92, 1.56, 7.01, repro,
2010-09-17,45.16, -53.56, -47.56, 1.91, 1.57, 7, repro,
2010-09-18,45.08, -53.39, -46.91, 1.93, 1.57, 7.03, repro,
2010-09-19,44.96, -54.44, -46.63, 1.92, 1.57, 7, repro,
2010-09-20,44.35, -54.03, -43.92, 1.91, 1.57, 6.99, repro,
2010-09-21,44.33, -54.65, -43.50, 1.94, 1.61, 7.18, repro,
2010-09-22,45.23, -55.00, -40.91, 1.94, 1.61, 7.2, repro,
2010-09-23,45.26, -55.01, -45.32, 1.98, 1.57, 7.16, repro,
2010-09-24,45.49, -54.66, -53.28, 1.92, 1.56, 6.98, repro,
2010-09-25,45.91, -54.83, -54.70, 1.91, 1.56, 6.97, repro,
2010-09-26,45.05, -53.97, -52.75, 1.91, 1.56, 6.98, repro,
2010-09-27,45.14, -53.97, -49.14, 2.01, 1.67, 7.19, repro,
