pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
TrES-5 b,13.383546,0.168135,568.9157,Mass,0.02459,0.868,360.313,2011,Transit,TrES
KOI-13 b,16.948008,0.392315,2949.4624,Mass,0.03641,1.74,519.096,2011,Transit,Kepler
WASP-42 b,12.576498,0.437151,167.49641,Mass,0.0561,0.892,177.291,2012,Transit,SuperWASP
Kepler-766 b,3.39,0.93,11.4,M-R relationship,0.066,1.15,2297.62,2016,Transit,Kepler
Kepler-771 b,1.82,0.31,3.97,M-R relationship,0.0843,1.05,1393.85,2016,Transit,Kepler
HD 100546 b,77.3421,30.2643,2701.5414595,Mass,53.0,1.85288,109.677,2014,Imaging,Paranal Observatory
Kepler-432 c,13.3,,772.3269,Msini,,4.06,848.023,2015,Radial Velocity,Fred Lawrence Whipple Observatory
Kepler-76 b,15.24424,1.34508,638.8383,Mass,0.0274,1.32,822.96,2013,Orbital Brightness Modulation,Kepler
OGLE-2003-BLG-235L b,13.2,,830.0,Mass,4.3,,5800.0,2004,Microlensing,OGLE
Kepler-765 b,2.43,0.53,6.48,M-R relationship,0.1754,1.06,1076.28,2016,Transit,Kepler
Kepler-432 b,12.834305,0.403524,1719.4603,Mass,0.301,4.06,848.023,2015,Transit,Kepler
Kepler-5 b,15.984034,0.403524,670.93913,Mass,0.0538,1.793,899.777,2009,Transit,Kepler
Kepler-7 b,18.180998,0.145717,140.16303,Mass,0.06067,1.966,922.562,2009,Transit,Kepler
HIP 74890 b,13.3,,762.792,Msini,2.1,5.77,78.6562,2016,Radial Velocity,Multiple Observatories
K2-29 b,13.33871,0.22418,232.0159,Mass,0.04217,0.86,178.475,2016,Transit,K2
Kepler-767 b,6.64,0.86,35.7,M-R relationship,0.5874,0.94,2251.03,2016,Transit,Kepler
Kepler-773 b,1.43,0.09,2.63,M-R relationship,0.04682,1.01,547.026,2016,Transit,Kepler
Kepler-774 b,3.17,0.46,10.2,M-R relationship,0.1082,2.42,917.804,2016,Transit,Kepler
2MASS J02192210-3925225 b,16.14096,0.33627,4417.837,Mass,156.0,0.281,40.08964117,2015,Imaging,Cerro Tololo Inter-American Observatory
HD 7924 d,,,1568.16536014,Mass,0.1551,0.7821,16.9922,2015,Radial Velocity,W. M. Keck Observatory
WASP-41 c,13.1,,1010.6994,Msini,1.07,0.87,163.371,2015,Radial Velocity,La Silla Observatory
HAT-P-50 b,14.437192,0.717376,429.0705,Mass,0.0453,1.698,515.458,2015,Transit,HATNet
HD 133131 A b,13.6,,451.3186,Msini,1.44,0.955014,51.4736,2016,Radial Velocity,Las Campanas Observatory
HATS-17 b,8.709393,0.627704,425.25654,Mass,0.1308,1.091,400.331,2016,Transit,HATSouth
Kepler-772 b,1.82,0.37,3.97,M-R relationship,0.11153,1.11,1130.21,2016,Transit,Kepler
Kepler-769 b,2.92,1.3,8.85,M-R relationship,0.0778,1.28,1169.57,2016,Transit,Kepler
Kepler-449 c,2.764,0.086,8.07,M-R relationship,0.1979,1.467,241.949,2015,Transit,Kepler
HD 133131 A c,14.3,,133.4886,Msini,4.49,0.955014,51.4736,2016,Radial Velocity,Las Campanas Observatory
WASP-92 b,16.376349,0.863093,255.85315,Mass,0.0348,1.341,575.889,2016,Transit,SuperWASP
Kepler-762 b,12.68,2.64,,Msini,0.0493,1.08,1898.26,2016,Transit,Kepler
Kepler-781 b,2.89,0.49,8.7,M-R relationship,0.1019,0.78,1064.47,2016,Transit,Kepler
Kepler-92 d,2.067,0.056,11.8666806,Msini,0.28682,1.81719,477.992,2015,Transit,Kepler
Kepler-449 b,2.056,0.069,4.88,M-R relationship,0.1027,1.467,241.949,2015,Transit,Kepler
HD 175607 b,,,2456.1779293,Mass,,0.7,40.3303,2015,Radial Velocity,La Silla Observatory
HD 1461 c,2.23,,5.59,Msini,0.1117,1.152288,23.4534,2015,Radial Velocity,La Silla Observatory
WASP-93 b,17.900773,0.863093,467.2101,Mass,0.04211,1.524,370.284,2016,Transit,SuperWASP
HD 128311 c,13.0,,1204.25787,Mass,1.74,0.76,16.3292,2005,Radial Velocity,W. M. Keck Observatory
alf Tau b,12.7,,2056.3601,Msini,1.46,45.1,20.4332,2015,Radial Velocity,Multiple Observatories
Kepler-450 d,0.837,0.068,17.6,Mass,0.0827,1.64162,455.982,2015,Transit,Kepler
OGLE-2005-BLG-169L b,3.84,,14.1,Mass,3.5,,4100.0,2006,Microlensing,OGLE
WASP-46 b,13.159366,0.414733,607.0553,Mass,0.02335,0.858,375.31,2011,Transit,SuperWASP
HD 60532 b,13.8,,336.8998,Msini,0.77,2.57,25.9716,2008,Radial Velocity,La Silla Observatory
HD 60532 c,13.3,,797.7533,Msini,1.6,2.57,25.9716,2008,Radial Velocity,La Silla Observatory
OGLE-2013-BLG-0102L b,12.3,,4100.0,Mass,0.8,,3040.0,2014,Microlensing,OGLE
Kepler-41 b,14.46,0.22,177.98,Mass,0.03101,1.29,1093.08,2011,Transit,Kepler
HIP 107773 b,13.4,,629.3034,Msini,0.72,11.6,105.18,2015,Radial Velocity,Multiple Observatories
HATS-8 b,9.785457,1.378707,43.86054,Mass,0.04667,1.086,794.637,2015,Transit,HATSouth
LkCa 15 b,,,,Msini,14.7,1.60711,158.152,2015,Imaging,Large Binocular Telescope Observatory
LkCa 15 c,,,,Msini,18.6,1.60711,158.152,2015,Imaging,Large Binocular Telescope Observatory
Qatar-1 b,12.811887,0.291434,411.27202,Mass,0.02332,0.803,185.615,2010,Transit,Qatar
HAT-P-66 b,17.82231,1.79344,248.86089,Mass,0.04363,1.881,935.456,2016,Transit,HATNet
Kepler-75 b,11.77,0.34,3209.9,Mass,0.0818,0.89,835.356,2013,Transit,Kepler
Kepler-453 b,6.204,0.039,16.0,Mass,0.7903,0.833,442.846,2015,Transit,Kepler
WASP-89 b,11.65736,0.44836,1875.197,Mass,0.0427,0.88,290.946,2015,Transit,SuperWASP
KIC 3558849 b,6.9,1.0,38.1,M-R relationship,,1.01,1215.7,2015,Transit,Kepler
KIC 8540376 c,2.4,1.9,6.35,M-R relationship,,1.26,1072.3,2015,Transit,Kepler
OGLE-2007-BLG-349L AB c,10.7,,80.0,Mass,2.59,,2760.0,2016,Microlensing,OGLE
Kepler-56 d,12.8,,1784.0,Msini,2.16,4.21799,912.994,2016,Radial Velocity,Multiple Observatories
Kepler-444 b,0.403,0.016,0.0374,M-R relationship,0.04178,0.752,36.4396,2015,Transit,Kepler
K2-6 b,2.5,0.88,6.8,M-R relationship,0.1898,0.96,316.819,2015,Transit,K2
HD 42618 b,3.89,,14.4,Msini,0.554,0.999,24.3358,2016,Radial Velocity,Multiple Observatories
OGLE-2012-BLG-0950L b,6.56,,35.0,Mass,2.6,,2600.0,2016,Microlensing,OGLE
Kepler-444 e,0.546,0.017,0.1,Mass,0.0696,0.752,36.4396,2015,Transit,Kepler
K2-15 b,2.48,0.3,6.71,M-R relationship,0.091,0.68,493.992,2015,Transit,K2
K2-14 b,4.81,0.42,20.7,M-R relationship,0.0627,0.45,364.048,2015,Transit,K2
K2-17 b,2.23,0.2,5.6,M-R relationship,0.119,0.66,125.106,2015,Transit,K2
K2-9 b,2.25,0.53,5.69,M-R relationship,0.091,0.31,82.9631,2015,Transit,K2
WASP-36 b,14.874343,0.235389,750.39663,Mass,0.02677,0.985,386.346,2011,Transit,SuperWASP
Kepler-26 b,2.78,0.11,5.12,Mass,0.08551,0.512,335.307,2011,Transit,Kepler
HATS-13 b,13.585308,0.392315,172.58169,Mass,0.04057,0.887,421.855,2015,Transit,HATSouth
HATS-14 b,11.646151,0.358688,340.39593,Mass,0.03815,0.933,513.011,2015,Transit,HATSouth
WASP-90 b,18.27067,1.00881,200.2329,Mass,0.0562,1.98,466.433,2016,Transit,SuperWASP
HD 5583 b,12.8,,1837.0574,Msini,0.53,9.09,219.216,2016,Radial Velocity,Roque de los Muchachos Observatory
Kepler-26 c,2.72,0.12,6.2,Mass,0.10725,0.512,335.307,2011,Transit,Kepler
Kepler-447 b,18.49,6.61,435.41,Mass,0.0769,1.05,268.041,2015,Transit,Kepler
OGLE-2011-BLG-0265L b,13.9,,280.0,Mass,1.89,,4380.0,2015,Microlensing,OGLE
HD 130322 b,13.7,,365.49,Msini,0.0925,0.85,31.8766,1999,Radial Velocity,La Silla Observatory
OGLE-2012-BLG-0563L b,13.6,,120.0,Mass,0.74,,1300.0,2015,Microlensing,OGLE
Kepler-296 d,2.09,0.33,5.02,M-R relationship,0.118,0.48,167.0,2014,Transit,Kepler
Pr0211 c,12.6,,2475.8957,Msini,5.5,0.827,182.714,2016,Radial Velocity,Roque de los Muchachos Observatory
BD+15 2375 b,13.8,,337.21763,Msini,0.576,8.95,768.045,2016,Radial Velocity,Roque de los Muchachos Observatory
Kepler-60 d,1.99,0.16,4.16,Mass,0.10203,1.257,1025.1,2012,Transit,Kepler
HD 1666 b,12.7,,2040.0,Msini,0.94,1.93,117.908,2015,Radial Velocity,Multiple Observatories
HD 67087 b,13.1,,973.0,Msini,1.08,1.55,76.5217,2015,Radial Velocity,Multiple Observatories
Kepler-296 e,1.53,0.27,2.96,M-R relationship,0.169,0.48,167.0,2014,Transit,Kepler
Kepler-872 b,1.99,0.5,4.62,M-R relationship,0.0362,1.08,879.683,2016,Transit,Kepler
Kepler-871 b,3.74,1.08,13.5,M-R relationship,0.1572,1.14,1976.05,2016,Transit,Kepler
Kepler-603 c,6.5,1.48,34.5,M-R relationship,0.53439,1.01,1539.63,2016,Transit,Kepler
Kepler-908 b,1.22,0.1,1.98,M-R relationship,0.02526,1.12,290.843,2016,Transit,Kepler
Kepler-499 b,2.17,0.25,5.35,M-R relationship,0.0598,0.83,556.726,2016,Transit,Kepler
Kepler-801 b,2.0,0.08,4.66,M-R relationship,0.0795,0.63,440.426,2016,Transit,Kepler
Kepler-799 b,6.88,0.85,37.9,M-R relationship,0.5167,0.93,1509.084,2016,Transit,Kepler
Kepler-870 b,2.78,0.51,8.15,M-R relationship,0.1539,1.02,1259.46,2016,Transit,Kepler
Kepler-869 b,3.61,0.83,12.7,M-R relationship,0.2244,0.95,939.455,2016,Transit,Kepler
Kepler-907 b,1.2,0.06,1.87,M-R relationship,0.1225,1.38,352.0,2016,Transit,Kepler
Kepler-912 b,2.8,0.84,8.25,M-R relationship,0.0339,1.11,2004.72,2016,Transit,Kepler
Kepler-797 b,2.17,0.43,5.35,M-R relationship,0.181,0.95,1315.26,2016,Transit,Kepler
Kepler-867 b,4.64,0.41,19.4,M-R relationship,0.5375,0.91,1195.54,2016,Transit,Kepler
Kepler-868 b,2.05,0.2,4.86,M-R relationship,0.0575,0.89,1593.13,2016,Transit,Kepler
Kepler-866 b,1.63,0.08,3.29,M-R relationship,0.0331,0.71,646.667,2016,Transit,Kepler
Kepler-913 b,2.06,0.08,4.9,M-R relationship,0.1009,0.61,991.618,2016,Transit,Kepler
Kepler-910 b,0.82,0.04,0.477,M-R relationship,0.03752,1.5,400.289,2016,Transit,Kepler
Kepler-847 b,1.18,0.09,1.76,M-R relationship,0.0315,0.77,513.103,2016,Transit,Kepler
Kepler-846 b,2.48,0.32,6.71,M-R relationship,0.1399,0.91,1127.12,2016,Transit,Kepler
Kepler-795 b,1.68,0.18,3.46,M-R relationship,0.1803,0.96,492.122,2016,Transit,Kepler
Kepler-794 b,2.11,0.52,5.1,M-R relationship,0.10036,1.38,931.192,2016,Transit,Kepler
Kepler-865 b,2.49,0.49,6.76,M-R relationship,0.1057,0.92,586.137,2016,Transit,Kepler
Kepler-909 b,1.47,0.16,2.76,M-R relationship,0.11873,1.23,309.596,2016,Transit,Kepler
Kepler-916 b,1.76,0.14,3.75,M-R relationship,0.1885,0.81,830.712,2016,Transit,Kepler
Kepler-845 b,2.04,0.09,4.82,M-R relationship,0.01668,0.75,431.051,2016,Transit,Kepler
Kepler-844 b,1.68,0.07,3.46,M-R relationship,0.0298,0.57,431.776,2016,Transit,Kepler
Kepler-792 b,1.96,0.49,4.5,M-R relationship,0.0988,1.12,1425.47,2016,Transit,Kepler
Kepler-791 b,3.05,1.32,9.53,M-R relationship,0.1256,1.47,1266.34,2016,Transit,Kepler
Kepler-862 b,2.21,0.44,5.52,M-R relationship,0.039,0.84,1039.03,2016,Transit,Kepler
Kepler-861 b,2.28,0.12,5.82,M-R relationship,0.0463,0.78,850.327,2016,Transit,Kepler
Kepler-930 b,2.13,0.92,5.18,M-R relationship,0.34593,1.4,848.396,2016,Transit,Kepler
Kepler-842 b,1.6,0.08,3.19,M-R relationship,0.0204,0.73,532.726,2016,Transit,Kepler
Kepler-841 b,5.23,0.41,23.8,M-R relationship,0.479,0.81,998.961,2016,Transit,Kepler
Kepler-790 b,2.18,0.17,5.39,M-R relationship,0.101,0.8,703.168,2016,Transit,Kepler
Kepler-788 b,2.55,0.9,7.04,M-R relationship,0.0835,1.23,1775.8,2016,Transit,Kepler
Kepler-860 b,3.24,0.81,10.6,M-R relationship,0.058,1.06,1056.36,2016,Transit,Kepler
Kepler-924 b,3.07,1.11,9.64,M-R relationship,0.31318,1.23,1053.04,2016,Transit,Kepler
Kepler-923 b,1.38,0.29,2.48,M-R relationship,0.07592,1.26,1000.28,2016,Transit,Kepler
Kepler-838 b,2.73,0.51,7.9,M-R relationship,0.1266,0.96,1104.04,2016,Transit,Kepler
Kepler-837 b,2.56,0.22,7.08,M-R relationship,0.1144,0.81,901.907,2016,Transit,Kepler
Kepler-787 b,1.28,0.06,2.18,M-R relationship,0.0159,0.62,503.568,2016,Transit,Kepler
Kepler-465 b,2.95,0.25,9.01,M-R relationship,0.09195,1.29,553.077,2016,Transit,Kepler
Kepler-856 b,9.3,1.25,63.3,M-R relationship,0.0787,0.93,1351.17,2016,Transit,Kepler
Kepler-890 b,8.89,2.86,58.6,M-R relationship,0.2944,1.13,1712.12,2016,Transit,Kepler
Kepler-927 b,1.72,0.4,3.61,M-R relationship,0.0866,0.99,831.685,2016,Transit,Kepler
Kepler-926 b,2.31,0.57,5.95,M-R relationship,0.2739,1.01,921.361,2016,Transit,Kepler
Kepler-892 b,2.81,0.37,8.3,M-R relationship,0.1015,0.72,570.727,2016,Transit,Kepler
Kepler-933 b,2.46,0.23,6.62,M-R relationship,0.1041,0.84,1017.2,2016,Transit,Kepler
Kepler-826 b,1.25,0.2,2.1,M-R relationship,0.05202,1.15,779.596,2016,Transit,Kepler
Kepler-830 b,1.7,0.61,3.53,M-R relationship,0.1033,1.11,1122.0,2016,Transit,Kepler
Kepler-829 b,2.11,0.44,5.1,M-R relationship,0.0678,0.97,1073.76,2016,Transit,Kepler
Kepler-895 b,1.54,0.09,2.99,M-R relationship,0.0328,0.61,540.134,2016,Transit,Kepler
Kepler-743 b,1.21,0.03,1.92,M-R relationship,0.04166,0.85,278.987,2016,Transit,Kepler
Kepler-823 b,1.57,0.31,3.09,M-R relationship,0.0507,0.96,1389.27,2016,Transit,Kepler
Kepler-487 c,2.68,0.18,7.65,M-R relationship,0.21864,0.88,872.343,2016,Transit,Kepler
Kepler-898 b,1.49,0.3,2.83,M-R relationship,0.0545,0.62,484.891,2016,Transit,Kepler
Kepler-899 b,2.68,0.46,7.65,M-R relationship,0.1392,0.91,1246.43,2016,Transit,Kepler
Kepler-747 b,5.27,0.29,24.1,M-R relationship,0.1916,0.78,3347.16,2016,Transit,Kepler
Kepler-821 b,1.31,0.1,2.27,M-R relationship,0.029,0.8,614.571,2016,Transit,Kepler
Kepler-498 b,3.03,0.5,9.43,M-R relationship,0.0897,0.96,938.844,2016,Transit,Kepler
Kepler-887 b,1.84,0.27,4.04,M-R relationship,0.15431,1.29,886.588,2016,Transit,Kepler
Kepler-901 b,1.37,0.07,2.45,M-R relationship,0.0378,0.57,253.867,2016,Transit,Kepler
Kepler-900 b,2.08,0.12,4.98,M-R relationship,0.0679,0.73,487.525,2016,Transit,Kepler
Kepler-751 b,2.46,0.23,6.62,M-R relationship,0.1263,0.84,760.43,2016,Transit,Kepler
Kepler-755 b,1.76,0.06,3.75,M-R relationship,0.02156,0.77,399.034,2016,Transit,Kepler
Kepler-820 b,6.09,2.68,30.8,M-R relationship,0.56004,1.36,1387.2,2016,Transit,Kepler
Kepler-817 b,9.03,2.06,60.2,M-R relationship,0.0493,1.03,1484.46,2016,Transit,Kepler
Kepler-886 b,1.52,0.42,2.92,M-R relationship,0.06428,1.16,711.297,2016,Transit,Kepler
Kepler-885 b,2.5,0.4,6.8,M-R relationship,0.14403,1.35,651.318,2016,Transit,Kepler
Kepler-904 b,1.77,0.59,3.78,M-R relationship,0.0417,1.25,978.125,2016,Transit,Kepler
Kepler-905 b,1.41,0.05,2.57,M-R relationship,0.05689,0.86,529.268,2016,Transit,Kepler
Kepler-756 b,1.12,0.09,1.46,M-R relationship,0.0219,0.79,852.0,2016,Transit,Kepler
Kepler-757 b,1.36,0.46,2.42,M-R relationship,0.019,1.13,1068.68,2016,Transit,Kepler
Kepler-815 b,4.11,0.19,15.8,M-R relationship,0.09473,3.42,1259.28,2016,Transit,Kepler
Kepler-852 b,2.54,0.45,6.99,M-R relationship,0.27967,1.16,1619.03,2016,Transit,Kepler
Kepler-883 b,1.78,0.17,3.82,M-R relationship,0.10288,1.09,627.455,2016,Transit,Kepler
Kepler-509 b,2.49,0.06,6.76,M-R relationship,0.23702,1.2,332.443,2016,Transit,Kepler
Kepler-466 c,1.25,0.1,2.1,M-R relationship,0.04658,1.05,530.122,2016,Transit,Kepler
Kepler-502 b,4.77,1.46,20.4,M-R relationship,0.0535,1.22,1591.04,2016,Transit,Kepler
Kepler-758 b,2.48,0.55,6.71,M-R relationship,0.10754,1.42,1502.32,2016,Transit,Kepler
Kepler-813 b,2.14,0.42,5.22,M-R relationship,0.1439,0.93,840.0,2016,Transit,Kepler
Kepler-811 b,2.7,0.68,7.75,M-R relationship,0.15911,1.24,985.041,2016,Transit,Kepler
Kepler-882 b,1.23,0.15,2.04,M-R relationship,0.04741,0.87,504.605,2016,Transit,Kepler
Kepler-880 b,2.66,1.05,7.56,M-R relationship,0.0915,1.74,601.324,2016,Transit,Kepler
Kepler-474 b,3.06,0.48,9.59,M-R relationship,0.06092,1.08,841.496,2016,Transit,Kepler
Kepler-760 b,3.06,0.26,9.59,M-R relationship,0.08087,0.85,792.336,2016,Transit,Kepler
Kepler-810 b,1.93,0.41,4.38,M-R relationship,0.055,1.04,1458.59,2016,Transit,Kepler
Kepler-809 b,3.01,0.67,9.32,M-R relationship,0.2901,0.98,961.405,2016,Transit,Kepler
Kepler-877 b,2.12,0.14,5.14,M-R relationship,0.1301,0.81,602.176,2016,Transit,Kepler
Kepler-750 c,1.62,0.65,3.26,M-R relationship,0.05009,1.23,1296.02,2016,Transit,Kepler
Kepler-255 d,1.32,0.14,2.3,M-R relationship,0.0192,0.86,1052.53,2016,Transit,Kepler
Kepler-775 b,1.19,0.04,1.81,M-R relationship,0.01834,0.84,398.676,2016,Transit,Kepler
Kepler-500 b,2.58,0.25,7.18,M-R relationship,0.08361,1.03,807.48,2016,Transit,Kepler
Kepler-808 b,1.46,0.06,2.73,M-R relationship,0.01314,0.71,321.0,2016,Transit,Kepler
Kepler-875 b,2.9,1.02,8.75,M-R relationship,0.1771,1.11,1242.62,2016,Transit,Kepler
Kepler-732 c,1.27,0.07,2.15,M-R relationship,0.0143,0.46,174.826,2016,Transit,Kepler
Kepler-777 b,1.47,0.08,2.76,M-R relationship,0.0519,0.56,443.106,2016,Transit,Kepler
Kepler-779 b,0.92,0.07,0.721,M-R relationship,0.0533,0.44,283.155,2016,Transit,Kepler
Kepler-804 b,1.94,0.24,4.42,M-R relationship,0.11287,1.05,649.65,2016,Transit,Kepler
Kepler-803 b,3.79,0.55,13.8,M-R relationship,0.26721,1.12,639.771,2016,Transit,Kepler
Kepler-1049 b,0.95,0.1,0.809,M-R relationship,0.0349,0.49,162.006,2016,Transit,Kepler
Kepler-969 b,2.07,0.05,4.94,M-R relationship,0.19726,0.82,390.354,2016,Transit,Kepler
Kepler-1137 b,2.2,0.83,5.48,M-R relationship,0.1871,1.84,921.778,2016,Transit,Kepler
Kepler-975 b,1.48,0.06,2.79,M-R relationship,0.02898,0.75,426.088,2016,Transit,Kepler
Kepler-995 b,2.7,0.19,7.75,M-R relationship,0.1701,0.8,609.638,2016,Transit,Kepler
Kepler-1054 b,2.63,1.15,7.41,M-R relationship,0.05542,1.34,1090.51,2016,Transit,Kepler
Kepler-1033 b,2.51,0.41,6.85,M-R relationship,0.0761,0.92,1455.5,2016,Transit,Kepler
Kepler-1040 b,2.08,0.18,4.98,M-R relationship,0.67249,0.96,482.119,2016,Transit,Kepler
Kepler-1138 b,1.7,0.24,3.53,M-R relationship,0.0415,0.92,872.328,2016,Transit,Kepler
Kepler-1139 b,1.19,0.17,1.81,M-R relationship,0.01664,0.91,495.156,2016,Transit,Kepler
Kepler-1060 b,2.38,0.45,6.26,M-R relationship,0.2495,0.99,946.565,2016,Transit,Kepler
Kepler-1003 b,1.78,0.48,3.82,M-R relationship,0.04333,1.17,941.902,2016,Transit,Kepler
Kepler-1055 b,1.23,0.07,2.04,M-R relationship,0.0335,0.94,389.397,2016,Transit,Kepler
Kepler-998 b,2.32,0.61,5.99,M-R relationship,0.0626,1.18,986.364,2016,Transit,Kepler
Kepler-1017 b,1.99,0.29,4.62,M-R relationship,0.07196,0.87,552.058,2016,Transit,Kepler
Kepler-974 b,1.57,0.06,3.09,M-R relationship,0.0419,0.5,134.311,2016,Transit,Kepler
Kepler-1045 b,2.69,0.21,7.7,M-R relationship,0.1616,0.82,942.485,2016,Transit,Kepler
Kepler-980 b,2.67,0.23,7.61,M-R relationship,0.09993,1.06,961.468,2016,Transit,Kepler
Kepler-991 b,2.54,0.13,6.99,M-R relationship,0.3104,0.61,389.561,2016,Transit,Kepler
Kepler-1072 b,1.58,0.72,3.12,M-R relationship,0.02742,1.32,982.716,2016,Transit,Kepler
Kepler-490 b,11.65,3.29,,Msini,0.0453,1.12,1523.0,2016,Transit,Kepler
Kepler-1018 b,2.58,0.3,7.18,M-R relationship,0.253,0.88,1010.01,2016,Transit,Kepler
Kepler-1004 b,6.28,0.78,32.5,M-R relationship,0.06791,3.39,1152.68,2016,Transit,Kepler
Kepler-997 b,1.36,0.33,2.42,M-R relationship,0.04022,1.56,467.568,2016,Transit,Kepler
Kepler-1151 b,2.22,0.24,5.56,M-R relationship,0.3197,0.85,682.436,2016,Transit,Kepler
Kepler-1064 b,1.55,0.07,3.02,M-R relationship,0.1183,0.79,374.0,2016,Transit,Kepler
Kepler-971 b,2.13,0.22,5.18,M-R relationship,0.08679,0.85,338.522,2016,Transit,Kepler
Kepler-1051 b,3.4,1.23,11.5,M-R relationship,0.18395,1.73,829.343,2016,Transit,Kepler
Kepler-1007 b,1.44,0.07,2.67,M-R relationship,0.048,0.7,365.0,2016,Transit,Kepler
Kepler-968 b,2.0,0.08,4.66,M-R relationship,0.0389,0.7,290.324,2016,Transit,Kepler
Kepler-1145 b,1.4,0.11,2.54,M-R relationship,0.0443,0.75,691.961,2016,Transit,Kepler
Kepler-1147 b,2.61,0.8,7.32,M-R relationship,0.0961,1.14,1657.36,2016,Transit,Kepler
Kepler-1029 b,1.26,0.08,2.13,M-R relationship,0.047,0.77,366.656,2016,Transit,Kepler
Kepler-996 b,1.98,0.63,4.58,M-R relationship,0.0474,1.14,1216.58,2016,Transit,Kepler
Kepler-966 b,4.13,1.17,16.0,M-R relationship,0.3907,1.02,1027.8,2016,Transit,Kepler
Kepler-1047 b,2.09,0.26,5.02,M-R relationship,0.29871,1.13,817.647,2016,Transit,Kepler
Kepler-1149 b,1.44,0.26,2.67,M-R relationship,0.0473,1.01,1217.73,2016,Transit,Kepler
Kepler-1148 b,1.69,0.1,3.5,M-R relationship,0.0188,0.77,625.692,2016,Transit,Kepler
Kepler-1057 b,3.36,1.1,11.2,M-R relationship,0.1138,1.1,1201.82,2016,Transit,Kepler
Kepler-1059 b,1.73,0.12,3.64,M-R relationship,0.044,0.72,713.167,2016,Transit,Kepler
Kepler-965 b,3.38,0.55,11.4,M-R relationship,0.50998,1.15,582.828,2016,Transit,Kepler
Kepler-999 b,2.34,0.65,6.08,M-R relationship,0.06918,1.65,545.063,2016,Transit,Kepler
Kepler-1112 b,3.02,1.28,9.38,M-R relationship,0.1239,1.54,1671.28,2016,Transit,Kepler
Kepler-952 b,7.65,1.65,45.4,M-R relationship,0.5183,0.99,1304.25,2016,Transit,Kepler
Kepler-479 b,2.12,0.09,5.14,M-R relationship,0.09636,0.81,344.901,2016,Transit,Kepler
Kepler-934 b,2.09,0.15,5.02,M-R relationship,0.2658,0.77,608.738,2016,Transit,Kepler
Kepler-977 b,2.62,0.17,7.37,M-R relationship,0.162,0.83,568.751,2016,Transit,Kepler
Kepler-1021 b,2.33,0.25,6.04,M-R relationship,0.1034,0.86,810.082,2016,Transit,Kepler
Kepler-979 b,2.72,0.42,7.85,M-R relationship,0.0753,0.83,576.503,2016,Transit,Kepler
Kepler-982 b,2.25,0.47,5.69,M-R relationship,0.1277,1.29,801.479,2016,Transit,Kepler
Kepler-936 b,1.45,0.2,2.7,M-R relationship,0.0954,0.89,823.399,2016,Transit,Kepler
Kepler-938 b,2.22,0.25,5.56,M-R relationship,0.2689,0.89,1182.05,2016,Transit,Kepler
Kepler-1006 b,1.54,0.27,2.99,M-R relationship,0.1464,0.74,1081.738,2016,Transit,Kepler
Kepler-1009 b,2.17,0.27,5.35,M-R relationship,0.0796,0.57,355.019,2016,Transit,Kepler
Kepler-976 b,3.96,0.29,14.9,M-R relationship,0.4217,0.83,1012.41,2016,Transit,Kepler
Kepler-1052 b,2.93,0.54,8.91,M-R relationship,0.20988,1.03,943.444,2016,Transit,Kepler
Kepler-1120 b,1.38,0.09,2.48,M-R relationship,0.0369,0.74,615.231,2016,Transit,Kepler
Kepler-1123 b,1.67,0.25,3.43,M-R relationship,0.0497,0.9,704.323,2016,Transit,Kepler
Kepler-940 b,3.34,0.71,11.1,M-R relationship,0.3059,0.96,1260.78,2016,Transit,Kepler
Kepler-1035 b,1.17,0.28,1.71,M-R relationship,0.03883,0.97,562.116,2016,Transit,Kepler
Kepler-1027 b,0.89,0.04,0.64,M-R relationship,0.02911,0.82,405.104,2016,Transit,Kepler
Kepler-986 b,2.36,0.29,6.17,M-R relationship,0.29131,0.98,548.364,2016,Transit,Kepler
Kepler-1011 b,2.87,0.29,8.6,M-R relationship,0.0633,0.88,736.779,2016,Transit,Kepler
Kepler-1068 b,3.63,0.89,12.8,M-R relationship,0.13038,1.01,1473.61,2016,Transit,Kepler
Kepler-917 b,1.91,0.24,4.31,M-R relationship,0.0378,0.76,3460.51,2016,Transit,Kepler
Kepler-918 b,1.74,0.4,3.68,M-R relationship,0.0569,1.14,1025.03,2016,Transit,Kepler
Kepler-978 b,2.99,0.67,9.22,M-R relationship,0.2726,1.09,682.522,2016,Transit,Kepler
Kepler-1002 b,1.71,0.06,3.57,M-R relationship,0.0564,1.57,408.303,2016,Transit,Kepler
Kepler-493 b,15.13,5.0,,Msini,0.0439,1.54,1745.77,2016,Transit,Kepler
Kepler-1128 b,3.65,0.53,12.9,M-R relationship,0.302,0.91,1083.41,2016,Transit,Kepler
Kepler-920 b,2.42,0.22,6.44,M-R relationship,0.065,0.85,1001.68,2016,Transit,Kepler
Kepler-919 b,2.25,0.87,5.69,M-R relationship,0.0981,1.21,1119.87,2016,Transit,Kepler
Kepler-921 b,2.87,0.33,8.6,M-R relationship,0.2716,0.91,934.49,2016,Transit,Kepler
Kepler-1015 b,3.55,1.32,12.3,M-R relationship,0.1345,1.81,739.357,2016,Transit,Kepler
