pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
Kepler-1005 b,1.5,0.21,2.86,M-R relationship,0.06717,1.06,567.806,2016,Transit,Kepler
Kepler-972 b,4.65,1.52,19.5,M-R relationship,0.0734,1.22,1198.03,2016,Transit,Kepler
Kepler-1130 b,0.8,0.16,0.437,M-R relationship,0.05963,0.81,249.343,2016,Transit,Kepler
Kepler-1131 b,1.59,0.36,3.15,M-R relationship,0.0459,1.04,1030.7,2016,Transit,Kepler
Kepler-1025 b,1.98,0.41,4.58,M-R relationship,0.21607,1.13,803.776,2016,Transit,Kepler
Kepler-497 b,6.04,1.58,30.4,M-R relationship,0.0457,1.11,1291.98,2016,Transit,Kepler
Kepler-994 b,1.6,0.07,3.19,M-R relationship,0.0177,0.54,188.158,2016,Transit,Kepler
Kepler-1132 b,2.35,0.19,6.12,M-R relationship,0.2881,0.83,867.931,2016,Transit,Kepler
Kepler-1069 b,1.6,0.31,3.19,M-R relationship,0.16587,0.98,695.967,2016,Transit,Kepler
Kepler-1034 b,2.26,0.17,5.73,M-R relationship,0.0965,0.8,654.549,2016,Transit,Kepler
Kepler-944 b,2.63,0.27,7.41,M-R relationship,0.2288,0.83,1349.43,2016,Transit,Kepler
Kepler-942 b,2.13,0.23,5.18,M-R relationship,0.22737,0.75,216.354,2016,Transit,Kepler
Kepler-946 b,1.93,0.32,4.38,M-R relationship,0.1002,0.93,1137.29,2016,Transit,Kepler
Kepler-992 b,1.62,0.04,3.26,M-R relationship,0.13372,0.74,259.639,2016,Transit,Kepler
Kepler-1134 b,2.64,0.21,7.46,M-R relationship,0.1242,0.81,944.445,2016,Transit,Kepler
Kepler-1135 b,1.85,0.33,4.08,M-R relationship,0.3436,0.94,1314.64,2016,Transit,Kepler
Kepler-951 b,5.59,0.24,26.7,M-R relationship,0.3091,0.73,382.509,2016,Transit,Kepler
Kepler-967 b,2.35,0.08,6.12,M-R relationship,0.1027,0.8,568.546,2016,Transit,Kepler
Kepler-1013 b,2.15,0.36,5.27,M-R relationship,0.137,0.76,422.246,2016,Transit,Kepler
Kepler-1233 b,2.6,1.08,7.27,M-R relationship,0.263,1.25,1178.7,2016,Transit,Kepler
Kepler-1234 b,2.81,0.16,8.3,M-R relationship,0.096,0.76,916.749,2016,Transit,Kepler
Kepler-523 b,1.96,0.08,4.5,M-R relationship,0.06159,0.86,253.295,2016,Transit,Kepler
Kepler-1180 b,1.99,0.55,4.62,M-R relationship,0.1246,1.14,1596.8,2016,Transit,Kepler
Kepler-1181 b,1.57,0.65,3.09,M-R relationship,0.0621,1.3,938.417,2016,Transit,Kepler
Kepler-1189 b,1.77,0.52,3.78,M-R relationship,0.0467,1.16,782.852,2016,Transit,Kepler
Kepler-1236 b,2.14,0.18,5.22,M-R relationship,0.1803,0.82,999.64,2016,Transit,Kepler
Kepler-1235 b,0.79,0.12,0.418,M-R relationship,0.04836,0.9,540.604,2016,Transit,Kepler
Kepler-518 b,2.11,0.05,5.1,M-R relationship,0.07996,0.88,337.901,2016,Transit,Kepler
Kepler-1276 b,1.19,0.2,1.81,M-R relationship,0.10863,1.21,538.481,2016,Transit,Kepler
Kepler-1277 b,1.6,0.29,3.19,M-R relationship,0.21857,0.92,557.193,2016,Transit,Kepler
Kepler-1182 b,2.41,0.6,6.39,M-R relationship,0.0981,1.05,1545.39,2016,Transit,Kepler
Kepler-549 b,2.57,0.23,11.0,Mass,0.23236,0.84,635.145,2016,Transit,Kepler
Kepler-1237 b,2.86,0.39,8.55,M-R relationship,0.3778,0.9,1064.31,2016,Transit,Kepler
Kepler-1279 b,1.75,0.88,3.71,M-R relationship,0.1785,1.33,1494.22,2016,Transit,Kepler
Kepler-1280 b,1.87,0.83,4.16,M-R relationship,0.33982,1.32,1486.7,2016,Transit,Kepler
Kepler-1076 b,0.8,0.04,0.437,M-R relationship,0.0611,0.74,199.0,2016,Transit,Kepler
Kepler-1077 b,2.77,0.7,8.1,M-R relationship,0.2101,1.02,1101.42,2016,Transit,Kepler
Kepler-1193 b,1.32,0.21,2.3,M-R relationship,0.04004,1.21,802.116,2016,Transit,Kepler
Kepler-1194 b,1.51,0.12,2.89,M-R relationship,0.1212,0.92,757.382,2016,Transit,Kepler
Kepler-1238 b,1.93,0.85,4.38,M-R relationship,0.0541,1.48,1632.13,2016,Transit,Kepler
Kepler-1282 b,1.55,0.21,3.02,M-R relationship,0.0335,0.89,1103.29,2016,Transit,Kepler
Kepler-1078 b,1.9,0.3,4.27,M-R relationship,0.0388,0.92,2481.71,2016,Transit,Kepler
Kepler-1079 b,1.63,0.33,3.29,M-R relationship,0.1092,1.36,591.098,2016,Transit,Kepler
Kepler-1242 b,2.26,0.13,5.73,M-R relationship,0.1039,0.74,687.615,2016,Transit,Kepler
Kepler-1243 b,1.75,0.28,3.71,M-R relationship,0.1256,0.94,758.17,2016,Transit,Kepler
Kepler-1081 b,1.01,0.1,1.01,M-R relationship,0.04662,0.84,420.215,2016,Transit,Kepler
Kepler-1199 b,1.15,0.21,1.6,M-R relationship,0.11309,1.17,563.493,2016,Transit,Kepler
Kepler-1202 b,2.94,0.91,8.96,M-R relationship,0.179,1.04,1175.38,2016,Transit,Kepler
Kepler-519 b,2.1,0.06,5.06,M-R relationship,0.15932,0.8,246.61,2016,Transit,Kepler
Kepler-1284 b,1.21,0.1,1.92,M-R relationship,0.0143,0.79,882.324,2016,Transit,Kepler
Kepler-1083 b,3.36,0.16,11.2,M-R relationship,0.1899,0.77,902.633,2016,Transit,Kepler
Kepler-1203 b,1.06,0.06,1.2,M-R relationship,0.0114,0.61,317.022,2016,Transit,Kepler
Kepler-1204 b,3.05,0.87,9.53,M-R relationship,0.3877,1.03,1175.22,2016,Transit,Kepler
Kepler-1246 b,1.36,0.2,2.42,M-R relationship,0.0848,0.69,436.505,2016,Transit,Kepler
Kepler-1289 b,1.52,0.49,2.92,M-R relationship,0.0785,1.17,1053.57,2016,Transit,Kepler
Kepler-1087 b,0.61,0.17,0.165,M-R relationship,0.01554,0.94,362.623,2016,Transit,Kepler
Kepler-1086 b,2.44,0.35,6.53,M-R relationship,0.1198,0.66,466.084,2016,Transit,Kepler
Kepler-1088 b,1.42,0.11,2.6,M-R relationship,0.16163,1.08,280.629,2016,Transit,Kepler
Kepler-1206 b,1.64,0.09,3.33,M-R relationship,0.0201,0.75,762.019,2016,Transit,Kepler
Kepler-1205 b,1.41,0.1,2.57,M-R relationship,0.0196,0.81,698.485,2016,Transit,Kepler
Kepler-1249 b,2.38,0.97,6.26,M-R relationship,0.167,1.28,1904.54,2016,Transit,Kepler
Kepler-1250 b,1.92,0.45,4.35,M-R relationship,0.0393,0.98,2126.85,2016,Transit,Kepler
Kepler-1293 b,0.97,0.42,0.871,M-R relationship,0.06763,1.28,1028.16,2016,Transit,Kepler
Kepler-513 b,2.2,0.31,5.48,M-R relationship,0.1779,1.06,468.258,2016,Transit,Kepler
Kepler-1092 b,2.07,0.37,4.94,M-R relationship,0.2996,1.0,981.233,2016,Transit,Kepler
Kepler-1209 b,1.51,0.32,2.89,M-R relationship,0.17515,1.38,505.531,2016,Transit,Kepler
Kepler-1252 b,1.67,0.42,3.43,M-R relationship,0.1078,1.09,648.979,2016,Transit,Kepler
Kepler-1253 b,1.33,0.18,2.33,M-R relationship,0.31444,1.1,514.524,2016,Transit,Kepler
Kepler-1156 b,1.32,0.14,2.3,M-R relationship,0.09704,1.0,691.331,2016,Transit,Kepler
Kepler-1155 b,2.03,0.45,4.78,M-R relationship,0.2006,1.03,1128.72,2016,Transit,Kepler
Kepler-1093 b,1.95,0.62,4.46,M-R relationship,0.17543,1.2,1072.88,2016,Transit,Kepler
Kepler-1094 b,3.18,1.2,10.2,M-R relationship,0.3625,1.21,1291.01,2016,Transit,Kepler
Kepler-1213 b,1.19,0.13,1.81,M-R relationship,0.06026,1.21,807.812,2016,Transit,Kepler
Kepler-1255 b,2.32,0.64,5.99,M-R relationship,0.2226,1.12,1617.07,2016,Transit,Kepler
Kepler-1256 b,1.49,0.44,2.83,M-R relationship,0.10733,1.36,891.192,2016,Transit,Kepler
Kepler-1160 b,2.14,0.28,5.22,M-R relationship,0.0755,0.89,1077.63,2016,Transit,Kepler
Kepler-1158 b,2.34,0.46,6.08,M-R relationship,0.12643,1.95,1484.25,2016,Transit,Kepler
Kepler-1097 b,3.26,0.26,10.7,M-R relationship,0.5791,0.79,719.802,2016,Transit,Kepler
Kepler-1095 b,1.21,0.2,1.92,M-R relationship,0.0514,0.92,792.522,2016,Transit,Kepler
Kepler-1217 b,1.99,0.48,4.62,M-R relationship,0.0326,1.08,1347.71,2016,Transit,Kepler
Kepler-1216 b,1.39,0.22,2.51,M-R relationship,0.0519,0.98,1258.36,2016,Transit,Kepler
Kepler-1257 b,1.52,0.18,2.92,M-R relationship,0.0376,0.87,1105.95,2016,Transit,Kepler
Kepler-1260 b,1.77,0.51,3.78,M-R relationship,0.1444,1.08,1734.43,2016,Transit,Kepler
Kepler-1163 b,1.03,0.17,1.08,M-R relationship,0.06868,1.35,478.647,2016,Transit,Kepler
Kepler-1100 b,1.75,0.82,3.71,M-R relationship,0.06745,1.34,693.618,2016,Transit,Kepler
Kepler-1098 b,1.3,0.24,2.24,M-R relationship,0.0358,0.99,1049.19,2016,Transit,Kepler
Kepler-1261 b,2.26,0.14,5.73,M-R relationship,0.239,0.77,744.294,2016,Transit,Kepler
Kepler-1166 b,1.69,0.62,3.5,M-R relationship,0.1975,0.86,634.906,2016,Transit,Kepler
Kepler-1167 b,1.71,0.12,3.57,M-R relationship,0.0175,0.75,820.905,2016,Transit,Kepler
Kepler-1103 b,2.27,0.61,5.77,M-R relationship,0.15336,1.15,1331.92,2016,Transit,Kepler
Kepler-1221 b,1.88,0.3,4.19,M-R relationship,0.0906,0.82,913.65,2016,Transit,Kepler
Kepler-522 b,6.91,1.5,38.2,M-R relationship,0.25029,1.98,639.239,2016,Transit,Kepler
Kepler-1264 b,1.18,0.22,1.76,M-R relationship,0.01839,0.98,801.993,2016,Transit,Kepler
Kepler-1169 b,0.94,0.06,0.779,M-R relationship,0.06931,1.23,522.823,2016,Transit,Kepler
Kepler-1168 b,2.5,0.18,6.8,M-R relationship,0.2663,0.82,752.666,2016,Transit,Kepler
Kepler-1106 b,1.65,0.49,3.36,M-R relationship,0.0239,1.17,1090.7,2016,Transit,Kepler
Kepler-1226 b,1.45,0.26,2.7,M-R relationship,0.13945,1.02,1125.72,2016,Transit,Kepler
Kepler-1266 b,2.58,0.13,7.18,M-R relationship,0.16431,0.76,849.312,2016,Transit,Kepler
Kepler-1268 b,2.03,0.67,4.78,M-R relationship,0.2383,1.09,1840.77,2016,Transit,Kepler
Kepler-1171 b,2.56,0.68,7.08,M-R relationship,0.0284,1.95,573.0,2016,Transit,Kepler
Kepler-1172 b,3.2,0.4,10.3,M-R relationship,0.168,0.89,1306.53,2016,Transit,Kepler
Kepler-1109 b,2.19,0.44,5.43,M-R relationship,0.2466,1.06,685.087,2016,Transit,Kepler
Kepler-1110 b,2.66,0.38,7.56,M-R relationship,0.0754,0.7,726.828,2016,Transit,Kepler
Kepler-1229 b,1.4,0.11,2.54,M-R relationship,0.3006,0.51,265.482,2016,Transit,Kepler
Kepler-436 c,2.33,0.19,6.04,M-R relationship,0.11452,0.71,588.867,2016,Transit,Kepler
Kepler-1270 b,3.32,0.3,11.0,M-R relationship,0.07045,3.38,1095.05,2016,Transit,Kepler
Kepler-804 c,1.14,0.2,1.55,M-R relationship,0.08654,1.05,649.65,2016,Transit,Kepler
Kepler-1230 b,2.71,0.49,7.8,M-R relationship,0.0921,1.08,1364.22,2016,Transit,Kepler
Kepler-1271 b,1.48,0.23,2.79,M-R relationship,0.04233,1.23,831.991,2016,Transit,Kepler
Kepler-1273 b,2.49,0.33,6.76,M-R relationship,0.1857,0.91,1114.24,2016,Transit,Kepler
Kepler-1177 b,1.9,0.16,4.27,M-R relationship,0.4301,0.97,1299.97,2016,Transit,Kepler
Kepler-1179 b,1.32,0.09,2.3,M-R relationship,0.03497,0.81,415.205,2016,Transit,Kepler
Kepler-1152 b,0.87,0.05,0.59,M-R relationship,0.0223,0.53,215.233,2016,Transit,Kepler
Kepler-1186 b,2.23,0.36,5.6,M-R relationship,0.1281,0.93,1337.25,2016,Transit,Kepler
Kepler-535 b,2.36,0.33,6.17,M-R relationship,0.06011,1.27,685.599,2016,Transit,Kepler
Kepler-1411 b,2.82,0.43,8.35,M-R relationship,0.4001,0.92,1660.48,2016,Transit,Kepler
Kepler-1413 b,1.82,0.16,3.97,M-R relationship,0.1066,0.8,1167.49,2016,Transit,Kepler
Kepler-1317 b,1.56,0.09,3.05,M-R relationship,0.0128,0.79,728.303,2016,Transit,Kepler
Kepler-1318 b,3.11,0.17,9.85,M-R relationship,0.6085,0.7,475.248,2016,Transit,Kepler
Kepler-1362 b,2.6,0.12,7.27,M-R relationship,0.4626,0.74,731.298,2016,Transit,Kepler
Kepler-536 b,3.1,0.38,9.8,M-R relationship,0.02835,0.89,462.322,2016,Transit,Kepler
Kepler-1415 b,1.29,0.12,2.21,M-R relationship,0.01416,0.84,1043.56,2016,Transit,Kepler
Kepler-1320 b,1.7,0.07,3.53,M-R relationship,0.0163,0.74,647.424,2016,Transit,Kepler
Kepler-1321 b,4.92,0.6,21.5,M-R relationship,0.0781,0.53,769.146,2016,Transit,Kepler
Kepler-1366 b,1.43,0.1,2.63,M-R relationship,0.0273,0.6,465.826,2016,Transit,Kepler
Kepler-903 c,2.53,0.4,6.94,M-R relationship,0.30249,0.97,1369.24,2016,Transit,Kepler
Kepler-758 e,1.53,0.32,2.96,M-R relationship,0.0829,1.42,1502.32,2016,Transit,Kepler
Kepler-1417 b,1.0,0.2,0.972,M-R relationship,0.14062,1.02,991.845,2016,Transit,Kepler
Kepler-1322 b,1.61,0.2,3.22,M-R relationship,0.0183,0.87,1350.32,2016,Transit,Kepler
Kepler-525 b,2.63,0.38,7.41,M-R relationship,0.14386,1.15,992.852,2016,Transit,Kepler
Kepler-722 c,2.82,0.56,8.35,M-R relationship,0.4471,1.05,1239.5,2016,Transit,Kepler
Kepler-1422 b,2.02,0.41,4.74,M-R relationship,0.1499,1.23,2465.84,2016,Transit,Kepler
Kepler-1327 b,1.8,0.58,3.89,M-R relationship,0.11151,1.03,678.069,2016,Transit,Kepler
Kepler-1368 b,1.65,0.35,3.36,M-R relationship,0.0153,1.08,1635.82,2016,Transit,Kepler
Kepler-769 c,1.79,0.76,3.86,M-R relationship,0.1297,1.28,1169.57,2016,Transit,Kepler
Kepler-770 c,1.2,0.19,1.87,M-R relationship,0.0309,0.92,930.457,2016,Transit,Kepler
Kepler-1430 b,1.18,0.09,1.76,M-R relationship,0.0304,0.72,875.523,2016,Transit,Kepler
Kepler-1431 b,1.47,0.42,2.76,M-R relationship,0.0648,1.03,1623.24,2016,Transit,Kepler
Kepler-1328 b,0.98,0.2,0.904,M-R relationship,0.052,0.99,813.543,2016,Transit,Kepler
Kepler-1329 b,2.17,0.06,5.35,M-R relationship,0.0747,0.69,588.037,2016,Transit,Kepler
Kepler-527 b,2.84,1.35,8.45,M-R relationship,0.11646,1.45,750.04,2016,Transit,Kepler
Kepler-1371 b,0.73,0.08,0.315,M-R relationship,0.04214,0.83,515.334,2016,Transit,Kepler
Kepler-770 d,1.4,0.19,2.54,M-R relationship,0.0616,0.92,930.457,2016,Transit,Kepler
Kepler-896 b,2.53,0.18,6.94,M-R relationship,0.56378,0.81,2334.93,2016,Transit,Kepler
Kepler-1427 b,1.1,0.24,1.37,M-R relationship,0.0197,1.01,1220.0,2016,Transit,Kepler
Kepler-1332 b,1.37,0.09,2.45,M-R relationship,0.09915,0.9,528.685,2016,Transit,Kepler
Kepler-1330 b,1.65,0.4,3.36,M-R relationship,0.0889,0.94,1720.48,2016,Transit,Kepler
Kepler-1373 b,1.16,0.54,1.65,M-R relationship,0.02598,1.33,1699.46,2016,Transit,Kepler
Kepler-1374 b,2.29,0.2,5.86,M-R relationship,0.0918,0.81,1078.46,2016,Transit,Kepler
Kepler-1311 c,1.22,0.28,1.98,M-R relationship,0.03753,1.4,866.331,2016,Transit,Kepler
Kepler-1428 b,1.64,0.14,3.33,M-R relationship,0.11051,1.36,1530.32,2016,Transit,Kepler
Kepler-1429 b,1.29,0.35,2.21,M-R relationship,0.055,1.07,1214.09,2016,Transit,Kepler
Kepler-1335 b,1.45,0.1,2.7,M-R relationship,0.0615,0.74,621.853,2016,Transit,Kepler
Kepler-528 b,2.08,0.29,4.98,M-R relationship,0.14219,1.06,784.23,2016,Transit,Kepler
Kepler-1321 c,2.4,0.3,6.35,M-R relationship,0.0267,0.53,769.146,2016,Transit,Kepler
Kepler-1433 b,1.56,0.45,3.05,M-R relationship,0.0516,1.19,1328.0,2016,Transit,Kepler
Kepler-1337 b,2.41,0.1,6.39,M-R relationship,0.1441,0.67,601.629,2016,Transit,Kepler
Kepler-1339 b,0.71,0.06,0.285,M-R relationship,0.02356,0.93,371.049,2016,Transit,Kepler
Kepler-1377 b,1.25,0.09,2.1,M-R relationship,0.0153,0.82,1146.1,2016,Transit,Kepler
Kepler-1378 b,2.2,0.71,5.48,M-R relationship,0.0885,0.67,506.434,2016,Transit,Kepler
Kepler-1370 c,1.27,0.56,2.15,M-R relationship,0.08084,1.29,1004.1,2016,Transit,Kepler
Kepler-1295 b,1.55,0.2,3.02,M-R relationship,0.0464,0.89,1174.46,2016,Transit,Kepler
Kepler-1296 b,0.91,0.09,0.693,M-R relationship,0.0896,0.83,1551.54,2016,Transit,Kepler
Kepler-1341 b,2.99,0.42,9.22,M-R relationship,0.47267,0.72,476.957,2016,Transit,Kepler
Kepler-529 b,1.86,0.25,4.12,M-R relationship,0.0309,1.14,799.008,2016,Transit,Kepler
Kepler-1380 b,1.43,0.26,2.63,M-R relationship,0.0917,0.94,2462.94,2016,Transit,Kepler
Kepler-1391 b,1.68,0.26,3.46,M-R relationship,0.30045,1.1,1038.35,2016,Transit,Kepler
Kepler-1392 b,1.96,0.22,4.5,M-R relationship,0.1189,0.85,1117.0,2016,Transit,Kepler
Kepler-1297 b,0.97,0.16,0.871,M-R relationship,0.0283,0.99,1439.47,2016,Transit,Kepler
Kepler-1343 b,1.93,0.25,4.38,M-R relationship,0.0449,0.93,1756.71,2016,Transit,Kepler
Kepler-1344 b,1.84,0.5,4.04,M-R relationship,0.05501,1.13,853.959,2016,Transit,Kepler
Kepler-1383 b,1.41,0.63,2.57,M-R relationship,0.11397,1.44,1027.21,2016,Transit,Kepler
Kepler-1381 b,2.25,0.29,5.69,M-R relationship,0.1728,0.94,1197.04,2016,Transit,Kepler
Kepler-1393 b,0.8,0.04,0.437,M-R relationship,0.0337,0.92,544.456,2016,Transit,Kepler
Kepler-1300 b,1.37,0.3,2.45,M-R relationship,0.16005,1.79,777.025,2016,Transit,Kepler
Kepler-616 c,3.41,0.57,11.5,M-R relationship,0.4024,0.97,945.775,2016,Transit,Kepler
Kepler-1347 b,1.03,0.06,1.08,M-R relationship,0.104,0.79,321.0,2016,Transit,Kepler
Kepler-1345 b,2.36,1.06,6.17,M-R relationship,0.26412,1.55,1355.02,2016,Transit,Kepler
Kepler-1385 b,0.85,0.2,0.543,M-R relationship,0.04262,1.29,688.795,2016,Transit,Kepler
Kepler-1384 b,1.94,0.43,4.42,M-R relationship,0.1126,0.74,618.0,2016,Transit,Kepler
Kepler-1397 b,1.72,0.19,3.61,M-R relationship,0.25861,1.12,1198.25,2016,Transit,Kepler
Kepler-1398 b,0.9,0.28,0.666,M-R relationship,0.03909,1.18,852.204,2016,Transit,Kepler
Kepler-1396 b,2.07,0.79,4.94,M-R relationship,0.1406,1.27,1066.46,2016,Transit,Kepler
Kepler-1302 b,1.43,0.15,2.63,M-R relationship,0.0795,0.82,634.58,2016,Transit,Kepler
Kepler-1304 b,2.29,0.19,5.86,M-R relationship,0.1202,0.81,2176.08,2016,Transit,Kepler
Kepler-1350 b,2.52,0.16,6.9,M-R relationship,0.0413,0.53,340.691,2016,Transit,Kepler
Kepler-1348 b,1.94,0.43,4.42,M-R relationship,0.1834,1.04,1213.82,2016,Transit,Kepler
Kepler-1387 b,0.93,0.05,0.749,M-R relationship,0.031,0.77,455.358,2016,Transit,Kepler
Kepler-1398 c,1.03,0.37,1.08,M-R relationship,0.05087,1.18,852.204,2016,Transit,Kepler
Kepler-1400 b,1.62,0.11,3.26,M-R relationship,0.0771,0.78,752.237,2016,Transit,Kepler
Kepler-1307 b,2.47,0.66,6.66,M-R relationship,0.1369,1.08,1014.62,2016,Transit,Kepler
Kepler-1351 b,0.65,0.05,0.208,M-R relationship,0.0156,0.67,202.782,2016,Transit,Kepler
Kepler-521 b,3.18,0.31,10.2,M-R relationship,0.17116,1.46,830.638,2016,Transit,Kepler
Kepler-1390 b,1.18,0.25,1.76,M-R relationship,0.0662,0.98,723.431,2016,Transit,Kepler
Kepler-531 b,2.78,0.08,8.15,M-R relationship,0.17446,0.75,252.762,2016,Transit,Kepler
Kepler-1389 b,1.77,0.05,3.78,M-R relationship,0.38249,0.74,497.093,2016,Transit,Kepler
Kepler-1401 b,1.68,0.37,3.46,M-R relationship,0.0975,1.1,1425.43,2016,Transit,Kepler
Kepler-1402 b,0.76,0.08,0.363,M-R relationship,0.0322,0.87,1493.64,2016,Transit,Kepler
Kepler-1308 b,0.52,0.06,0.0933,M-R relationship,0.025,0.34,112.705,2016,Transit,Kepler
Kepler-1309 b,2.37,0.2,6.21,M-R relationship,0.1679,0.8,845.0,2016,Transit,Kepler
Kepler-1352 b,0.89,0.25,0.64,M-R relationship,0.02883,1.16,670.829,2016,Transit,Kepler
Kepler-1353 b,1.8,0.37,3.89,M-R relationship,0.153,0.72,593.384,2016,Transit,Kepler
Kepler-532 b,2.57,0.21,7.13,M-R relationship,0.10151,0.79,312.798,2016,Transit,Kepler
Kepler-1403 b,2.14,0.54,5.22,M-R relationship,0.064,1.15,2163.9,2016,Transit,Kepler
Kepler-1405 b,3.96,0.88,14.9,M-R relationship,0.1778,1.07,1530.3,2016,Transit,Kepler
Kepler-1310 b,1.44,0.16,2.67,M-R relationship,0.01452,0.88,569.185,2016,Transit,Kepler
Kepler-1312 b,2.1,0.08,5.06,M-R relationship,0.06053,0.92,299.104,2016,Transit,Kepler
Kepler-517 b,2.67,0.32,7.61,M-R relationship,0.28682,0.98,289.907,2016,Transit,Kepler
Kepler-1356 b,1.53,0.11,2.96,M-R relationship,0.0136,0.78,845.228,2016,Transit,Kepler
Kepler-1354 b,2.97,1.22,9.11,M-R relationship,0.3521,1.24,1119.45,2016,Transit,Kepler
Kepler-1050 c,1.48,0.35,2.79,M-R relationship,0.15264,1.13,490.488,2016,Transit,Kepler
Kepler-1407 b,2.25,0.53,5.69,M-R relationship,0.1502,1.15,1396.41,2016,Transit,Kepler
Kepler-1313 b,1.76,0.06,3.75,M-R relationship,0.04619,0.85,174.234,2016,Transit,Kepler
Kepler-1359 b,2.83,0.45,8.4,M-R relationship,0.26657,0.72,614.859,2016,Transit,Kepler
Kepler-1360 b,3.4,1.17,11.5,M-R relationship,0.2866,1.83,1516.27,2016,Transit,Kepler
Kepler-1611 b,0.81,0.16,0.457,M-R relationship,0.0586,0.93,908.444,2016,Transit,Kepler
Kepler-1463 b,1.86,0.33,4.12,M-R relationship,0.1694,0.95,1687.47,2016,Transit,Kepler
Kepler-1543 b,2.71,1.21,7.8,M-R relationship,0.0867,1.65,921.784,2016,Transit,Kepler
Kepler-1578 b,1.04,0.11,1.12,M-R relationship,0.0252,0.86,1064.05,2016,Transit,Kepler
Kepler-626 b,2.29,0.28,5.86,M-R relationship,0.10913,1.05,635.643,2016,Transit,Kepler
Kepler-1465 b,1.77,0.35,3.78,M-R relationship,0.1939,0.71,359.497,2016,Transit,Kepler
Kepler-1466 b,1.55,0.27,3.02,M-R relationship,0.17981,1.02,631.949,2016,Transit,Kepler
Kepler-1546 b,3.13,0.58,9.96,M-R relationship,0.1366,0.93,931.956,2016,Transit,Kepler
Kepler-1548 b,2.64,0.54,7.46,M-R relationship,0.4679,0.97,872.279,2016,Transit,Kepler
Kepler-1613 b,2.08,0.44,4.98,M-R relationship,0.02755,1.12,1508.33,2016,Transit,Kepler
Kepler-1468 c,1.15,0.25,1.6,M-R relationship,0.0466,1.05,1899.24,2016,Transit,Kepler
Kepler-1582 b,1.49,0.17,2.83,M-R relationship,0.0316,0.3,78.8906,2016,Transit,Kepler
Kepler-1469 b,2.8,0.37,8.25,M-R relationship,0.1466,0.89,1159.3,2016,Transit,Kepler
Kepler-633 b,1.63,0.31,3.29,M-R relationship,0.08185,1.15,680.54,2016,Transit,Kepler
Kepler-1550 b,3.02,0.71,9.38,M-R relationship,0.7681,1.11,1179.01,2016,Transit,Kepler
Kepler-1552 b,2.47,0.11,6.66,M-R relationship,0.6011,0.78,769.096,2016,Transit,Kepler
Kepler-1584 b,1.61,0.4,3.22,M-R relationship,0.1168,1.13,1416.31,2016,Transit,Kepler
Kepler-556 b,2.24,0.2,5.65,M-R relationship,0.09833,0.98,674.598,2016,Transit,Kepler
Kepler-629 b,1.38,0.06,2.48,M-R relationship,0.07107,0.84,372.05,2016,Transit,Kepler
Kepler-630 b,3.18,0.34,10.2,M-R relationship,0.56201,1.04,839.784,2016,Transit,Kepler
Kepler-1470 b,1.07,0.09,1.24,M-R relationship,0.116,0.76,590.601,2016,Transit,Kepler
Kepler-1475 b,2.92,0.99,8.85,M-R relationship,0.373,1.28,1568.38,2016,Transit,Kepler
Kepler-1476 b,1.67,0.37,3.43,M-R relationship,0.0932,0.96,1002.74,2016,Transit,Kepler
Kepler-154 f,1.5,0.34,2.86,M-R relationship,0.08832,0.98,915.212,2016,Transit,Kepler
Kepler-1165 b,1.55,0.5,3.02,M-R relationship,0.0914,1.18,1575.2,2016,Transit,Kepler
Kepler-1587 b,1.33,0.47,2.33,M-R relationship,0.08747,1.22,1026.48,2016,Transit,Kepler
Kepler-579 b,2.0,0.35,4.66,M-R relationship,0.0854,0.96,530.765,2016,Transit,Kepler
Kepler-1619 b,0.76,0.15,0.363,M-R relationship,0.15413,1.0,734.85,2016,Transit,Kepler
Kepler-132 e,1.18,0.16,1.76,M-R relationship,0.43927,1.1,349.549,2016,Transit,Kepler
Kepler-1471 b,1.41,0.2,2.57,M-R relationship,0.0453,0.93,978.678,2016,Transit,Kepler
Kepler-1554 b,2.9,0.23,8.75,M-R relationship,0.59527,0.81,946.847,2016,Transit,Kepler
Kepler-541 b,3.36,0.58,11.2,M-R relationship,0.06447,2.06,1060.68,2016,Transit,Kepler
Kepler-1589 b,1.09,0.44,1.32,M-R relationship,0.0205,1.25,1513.14,2016,Transit,Kepler
Kepler-686 b,12.15,1.97,,Msini,0.0258,0.92,1490.94,2016,Transit,Kepler
Kepler-1473 b,1.19,0.09,1.81,M-R relationship,0.11606,1.09,652.253,2016,Transit,Kepler
Kepler-1472 b,1.9,0.76,4.27,M-R relationship,0.2322,1.25,1479.14,2016,Transit,Kepler
Kepler-1474 b,2.16,0.44,5.31,M-R relationship,0.2108,1.04,1180.9,2016,Transit,Kepler
Kepler-1556 b,1.96,0.4,4.5,M-R relationship,0.0829,0.95,944.54,2016,Transit,Kepler
Kepler-542 b,1.57,0.1,3.09,M-R relationship,0.10703,0.9,436.016,2016,Transit,Kepler
Kepler-1592 b,1.54,0.7,2.99,M-R relationship,0.04,1.28,1639.47,2016,Transit,Kepler
Kepler-1623 b,1.31,0.31,2.27,M-R relationship,0.0518,1.0,837.481,2016,Transit,Kepler
Kepler-1622 b,1.47,0.68,2.76,M-R relationship,0.10136,1.5,796.477,2016,Transit,Kepler
