Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1951,7,3.932,3.606,3.356,2.728,2.755,2.158,1.737,2.672,1.869,1.198,0.25,0.421,7.83,1.08,1.25,0
1951,8,3.871,3.597,3.383,2.752,2.78,2.173,1.795,2.696,1.802,1.21,0.213,0.378,7.67,0.93,1.402,0
1951,9,3.81,3.536,3.386,2.765,2.78,2.173,1.871,2.704,1.665,1.213,0.149,0.302,7.6,0.88,1.676,0
1951,10,3.749,3.514,3.374,2.74,2.758,2.143,1.792,2.653,1.722,1.231,0.14,0.351,7.56,0.9,1.433,0
1951,11,4.023,3.612,3.411,2.777,2.798,2.188,1.74,2.676,1.872,1.222,0.201,0.448,7.64,0.9,1.311,0
1951,12,4.115,3.652,3.414,2.765,2.795,2.176,1.707,2.68,1.945,1.237,0.238,0.469,7.67,0.87,1.341,0
1952,1,4.145,3.667,3.438,2.829,2.856,2.271,1.884,2.776,1.783,1.167,0.229,0.387,7.82,0.78,1.311,0
1952,2,3.78,3.52,3.316,2.719,2.737,2.158,1.835,2.678,1.685,1.158,0.204,0.323,7.83,0.81,1.341,0
1952,3,3.719,3.438,3.271,2.679,2.697,2.124,1.804,2.621,1.634,1.146,0.168,0.32,7.89,0.82,1.372,0
1952,4,3.658,3.411,3.261,2.673,2.704,2.143,1.786,2.598,1.625,1.119,0.149,0.357,7.84,0.86,1.524,0
1952,5,3.658,3.402,3.213,2.63,2.664,2.115,1.716,2.559,1.686,1.097,0.189,0.399,7.92,0.84,1.28,0
1952,6,3.871,3.527,3.286,2.679,2.713,2.14,1.722,2.624,1.805,1.146,0.241,0.418,7.87,0.9,1.311,0
1952,7,3.901,3.584,3.322,2.707,2.725,2.128,1.716,2.65,1.868,1.195,0.262,0.411,7.74,0.9,1.25,0
1952,8,3.871,3.572,3.344,2.713,2.734,2.124,1.737,2.654,1.835,1.219,0.229,0.387,7.74,0.96,1.311,0
1952,9,3.78,3.517,3.359,2.725,2.746,2.134,1.804,2.66,1.713,1.225,0.158,0.329,7.84,1.03,1.494,0
1952,10,3.78,3.463,3.344,2.694,2.719,2.094,1.765,2.614,1.698,1.25,0.119,0.329,7.77,1.04,1.585,0
1952,11,3.932,3.587,3.395,2.749,2.771,2.149,1.719,2.653,1.868,1.247,0.192,0.43,7.75,1.03,1.372,0
1952,12,4.145,3.67,3.429,2.783,2.813,2.195,1.725,2.698,1.945,1.234,0.241,0.469,7.76,0.96,1.372,0
1953,1,3.932,3.587,3.35,2.743,2.771,2.192,1.795,2.691,1.792,1.158,0.238,0.396,7.73,0.72,1.219,0
1953,2,3.688,3.417,3.216,2.609,2.624,2.033,1.707,2.562,1.71,1.183,0.201,0.326,7.65,0.79,1.28,0
1953,3,3.78,3.402,3.252,2.633,2.643,2.03,1.753,2.578,1.649,1.222,0.149,0.277,7.65,0.81,1.463,0
1953,4,3.627,3.368,3.2,2.585,2.6,2.003,1.649,2.508,1.719,1.198,0.168,0.354,7.72,0.9,1.28,0
1953,5,3.749,3.444,3.231,2.603,2.63,2.027,1.594,2.519,1.85,1.204,0.213,0.433,7.71,0.88,1.311,0
1953,6,3.749,3.496,3.252,2.621,2.652,2.051,1.618,2.557,1.878,1.201,0.244,0.433,7.64,0.83,1.25,0
1953,7,3.78,3.569,3.328,2.694,2.716,2.1,1.719,2.644,1.85,1.228,0.241,0.381,7.58,0.85,1.372,0
1953,8,3.719,3.517,3.292,2.673,2.688,2.082,1.737,2.627,1.78,1.21,0.226,0.344,7.58,0.88,1.463,0
1953,9,3.749,3.523,3.362,2.74,2.755,2.149,1.835,2.679,1.688,1.213,0.162,0.314,7.64,0.89,1.615,0
1953,10,3.84,3.42,3.298,2.679,2.694,2.091,1.747,2.584,1.673,1.207,0.122,0.344,7.63,0.92,1.402,0
1953,11,3.78,3.533,3.338,2.71,2.728,2.115,1.722,2.628,1.811,1.222,0.195,0.393,7.6,0.97,1.158,0
1953,12,3.84,3.484,3.246,2.621,2.643,2.036,1.631,2.558,1.853,1.21,0.238,0.405,7.62,0.89,1.189,0
1954,1,3.962,3.591,3.353,2.725,2.749,2.143,1.74,2.666,1.851,1.21,0.238,0.402,7.69,0.88,1.341,0
1954,2,3.81,3.496,3.298,2.697,2.71,2.121,1.82,2.658,1.676,1.177,0.198,0.302,7.68,0.73,1.402,0
1954,3,3.871,3.469,3.319,2.707,2.722,2.124,1.829,2.649,1.64,1.195,0.149,0.296,7.7,0.9,1.585,0
1954,4,3.78,3.411,3.255,2.643,2.658,2.057,1.753,2.582,1.658,1.198,0.155,0.305,7.65,0.71,1.372,0
1954,5,3.81,3.514,3.289,2.655,2.676,2.067,1.673,2.594,1.841,1.222,0.226,0.393,7.72,0.81,1.219,0
1954,6,3.871,3.533,3.28,2.643,2.664,2.048,1.622,2.578,1.911,1.231,0.253,0.427,7.62,0.98,1.128,0
1954,7,3.84,3.56,3.313,2.67,2.688,2.06,1.667,2.614,1.893,1.253,0.247,0.393,7.62,0.94,1.25,0
1954,8,3.688,3.52,3.325,2.691,2.707,2.085,1.789,2.654,1.731,1.241,0.195,0.296,7.63,0.92,1.554,0
1954,9,3.658,3.447,3.295,2.67,2.685,2.076,1.804,2.626,1.643,1.219,0.152,0.271,7.61,0.92,1.646,0
1954,10,3.749,3.414,3.274,2.649,2.664,2.054,1.707,2.56,1.707,1.219,0.14,0.347,7.54,0.85,1.341,0
1954,11,3.993,3.478,3.301,2.664,2.682,2.063,1.646,2.562,1.832,1.237,0.177,0.418,7.58,0.89,1.189,0
1954,12,4.054,3.533,3.31,2.685,2.701,2.088,1.689,2.611,1.844,1.222,0.223,0.399,7.64,0.9,1.128,0
1955,1,3.901,3.52,3.28,2.658,2.667,2.057,1.707,2.614,1.813,1.222,0.241,0.351,7.6,0.84,1.28,0
1955,2,3.688,3.447,3.249,2.615,2.624,1.999,1.698,2.572,1.749,1.25,0.198,0.302,7.6,0.85,1.219,0
1955,3,3.719,3.405,3.246,2.618,2.63,2.012,1.716,2.56,1.689,1.234,0.158,0.296,7.54,0.82,1.524,0
1955,4,3.749,3.353,3.216,2.582,2.594,1.972,1.646,2.5,1.707,1.244,0.137,0.326,7.53,0.84,1.28,0
1955,5,3.932,3.463,3.252,2.618,2.63,2.012,1.667,2.565,1.796,1.241,0.21,0.344,7.5,0.88,1.25,0
1955,6,3.871,3.533,3.289,2.652,2.673,2.054,1.664,2.598,1.869,1.234,0.244,0.39,7.56,0.93,1.158,0
1955,7,3.81,3.533,3.283,2.649,2.667,2.048,1.643,2.588,1.89,1.234,0.25,0.405,7.64,0.96,1.189,0
1955,8,3.78,3.536,3.331,2.701,2.716,2.1,1.777,2.656,1.759,1.231,0.204,0.323,7.7,1.03,1.433,0
1955,9,3.627,3.435,3.307,2.688,2.694,2.082,1.832,2.634,1.603,1.225,0.128,0.25,7.62,0.96,1.646,0
1955,10,3.627,3.392,3.261,2.624,2.64,2.018,1.679,2.536,1.713,1.244,0.131,0.338,7.74,1.03,1.341,0
1955,11,3.84,3.466,3.267,2.615,2.637,2.009,1.594,2.53,1.872,1.259,0.198,0.415,7.71,1.03,1.128,0
1955,12,4.023,3.606,3.368,2.725,2.746,2.124,1.707,2.656,1.899,1.244,0.238,0.418,7.59,0.8,1.219,0
1956,1,4.115,3.581,3.374,2.783,2.807,2.243,1.911,2.746,1.67,1.131,0.207,0.332,7.68,0.72,1.433,0
1956,2,3.81,3.478,3.286,2.685,2.697,2.112,1.853,2.666,1.625,1.173,0.192,0.259,7.74,0.68,1.494,0
1956,3,3.475,3.328,3.182,2.582,2.594,2.009,1.737,2.532,1.591,1.173,0.146,0.271,7.64,0.69,1.494,0
1956,4,3.749,3.417,3.264,2.637,2.655,2.045,1.731,2.574,1.686,1.219,0.152,0.314,7.58,0.79,1.463,0
1956,5,3.719,3.472,3.289,2.673,2.697,2.103,1.743,2.608,1.729,1.186,0.183,0.36,7.7,0.8,1.219,0
1956,6,3.81,3.517,3.289,2.667,2.691,2.091,1.734,2.626,1.783,1.198,0.229,0.357,7.73,0.85,1.25,0
1956,7,3.871,3.575,3.331,2.704,2.716,2.097,1.75,2.662,1.825,1.234,0.244,0.347,7.59,0.94,1.28,0
1956,8,3.719,3.53,3.325,2.691,2.704,2.079,1.768,2.649,1.762,1.247,0.204,0.311,7.66,0.9,1.28,0
1956,9,3.688,3.463,3.328,2.685,2.701,2.073,1.814,2.638,1.649,1.256,0.134,0.259,7.57,0.95,1.554,0
1956,10,3.658,3.432,3.316,2.664,2.679,2.039,1.765,2.598,1.667,1.277,0.116,0.274,7.61,0.94,1.524,0
1956,11,3.719,3.472,3.286,2.63,2.655,2.021,1.652,2.562,1.82,1.265,0.186,0.369,7.58,0.91,1.311,0
1956,12,3.78,3.49,3.271,2.612,2.63,1.993,1.6,2.545,1.89,1.277,0.219,0.393,7.54,0.9,1.219,0
1957,1,3.901,3.542,3.328,2.682,2.694,2.063,1.719,2.63,1.823,1.265,0.213,0.344,7.53,0.86,1.189,0
1957,2,3.78,3.53,3.344,2.716,2.716,2.088,1.826,2.678,1.704,1.256,0.186,0.262,7.55,0.89,1.402,0
1957,3,3.719,3.38,3.261,2.652,2.652,2.045,1.829,2.604,1.551,1.216,0.119,0.216,7.6,0.77,1.494,0
1957,4,3.81,3.441,3.286,2.652,2.664,2.042,1.753,2.597,1.688,1.244,0.155,0.29,7.55,0.84,1.463,0
1957,5,3.84,3.551,3.356,2.722,2.737,2.121,1.768,2.66,1.783,1.234,0.195,0.354,7.63,0.85,1.402,0
1957,6,3.932,3.569,3.341,2.701,2.716,2.091,1.698,2.634,1.871,1.25,0.229,0.393,7.62,0.85,1.433,0
1957,7,3.901,3.63,3.414,2.752,2.761,2.112,1.783,2.706,1.847,1.301,0.216,0.329,7.62,0.94,1.524,0
1957,8,3.81,3.569,3.371,2.734,2.737,2.1,1.841,2.705,1.728,1.271,0.198,0.259,7.62,1.0,1.554,0
1957,9,3.84,3.56,3.423,2.789,2.798,2.17,1.917,2.738,1.643,1.253,0.137,0.253,7.65,0.88,1.737,0
1957,10,3.901,3.52,3.417,2.783,2.792,2.17,1.878,2.699,1.642,1.247,0.104,0.293,7.66,0.98,1.494,0
1957,11,3.81,3.548,3.383,2.746,2.758,2.134,1.792,2.67,1.756,1.25,0.165,0.341,7.67,0.97,1.341,0
1957,12,3.993,3.6,3.389,2.771,2.774,2.158,1.804,2.702,1.796,1.231,0.21,0.354,7.59,0.94,1.433,0
1958,1,3.81,3.615,3.399,2.771,2.783,2.167,1.847,2.731,1.768,1.231,0.216,0.32,7.63,0.8,1.433,0
1958,2,4.176,3.673,3.493,2.905,2.923,2.35,2.109,2.891,1.564,1.143,0.18,0.241,7.66,0.74,1.768,0
1958,3,3.719,3.523,3.402,2.801,2.813,2.228,1.993,2.758,1.53,1.173,0.122,0.235,7.96,0.68,1.676,0
1958,4,3.932,3.447,3.325,2.737,2.758,2.192,1.942,2.694,1.505,1.134,0.122,0.25,7.54,0.74,1.646,0
1958,5,3.81,3.539,3.344,2.701,2.716,2.085,1.777,2.658,1.762,1.259,0.195,0.308,7.61,0.69,1.372,0
1958,6,3.871,3.591,3.365,2.722,2.746,2.128,1.777,2.684,1.814,1.237,0.226,0.351,7.71,0.77,1.402,0
1958,7,3.84,3.609,3.389,2.734,2.746,2.106,1.762,2.686,1.847,1.283,0.219,0.344,7.74,0.91,1.402,0
1958,8,3.78,3.6,3.426,2.786,2.795,2.167,1.908,2.754,1.692,1.259,0.174,0.259,7.6,0.88,1.646,0
1958,9,3.749,3.563,3.444,2.795,2.813,2.182,1.981,2.772,1.582,1.262,0.119,0.201,7.56,0.83,1.768,0
1958,10,3.84,3.542,3.429,2.798,2.801,2.176,1.905,2.724,1.637,1.253,0.113,0.271,7.6,0.85,1.585,0
1958,11,3.871,3.52,3.365,2.713,2.728,2.088,1.734,2.627,1.786,1.277,0.155,0.354,7.57,0.91,1.311,0
1958,12,3.993,3.615,3.429,2.78,2.783,2.14,1.78,2.698,1.835,1.289,0.186,0.36,7.49,0.74,1.311,0
1959,1,4.176,3.645,3.429,2.78,2.786,2.146,1.847,2.746,1.798,1.283,0.216,0.299,7.42,0.76,1.554,0
1959,2,3.993,3.63,3.459,2.804,2.816,2.17,1.917,2.774,1.713,1.289,0.171,0.253,7.52,0.68,1.554,0
1959,3,3.627,3.386,3.261,2.63,2.633,2.006,1.771,2.578,1.615,1.256,0.125,0.235,7.56,0.72,1.463,0
1959,4,3.84,3.444,3.331,2.676,2.682,2.036,1.771,2.608,1.673,1.295,0.113,0.265,7.54,0.82,1.433,0
1959,5,3.871,3.435,3.261,2.624,2.63,1.999,1.698,2.566,1.737,1.262,0.174,0.302,7.52,0.86,1.311,0
1959,6,3.871,3.511,3.295,2.643,2.658,2.018,1.682,2.596,1.829,1.277,0.216,0.335,7.53,0.82,1.28,0
1959,7,3.901,3.618,3.395,2.743,2.755,2.112,1.765,2.692,1.853,1.283,0.223,0.347,7.5,0.86,1.402,0
1959,8,3.81,3.581,3.399,2.758,2.768,2.134,1.85,2.716,1.731,1.265,0.183,0.283,7.56,0.84,1.585,0
1959,9,3.719,3.527,3.411,2.765,2.774,2.134,1.917,2.722,1.61,1.277,0.116,0.216,7.51,0.86,1.737,0
1959,10,3.719,3.511,3.423,2.771,2.78,2.134,1.893,2.702,1.618,1.289,0.088,0.241,7.48,0.9,1.524,0
1959,11,3.962,3.52,3.368,2.707,2.719,2.073,1.737,2.628,1.783,1.295,0.152,0.335,7.53,0.74,1.402,0
1959,12,3.993,3.609,3.408,2.728,2.74,2.073,1.667,2.638,1.942,1.335,0.201,0.405,7.49,0.83,1.25,0
1960,1,3.901,3.587,3.389,2.728,2.731,2.076,1.762,2.675,1.825,1.314,0.198,0.314,7.59,0.95,1.311,0
1960,2,3.719,3.487,3.316,2.679,2.679,2.042,1.795,2.641,1.692,1.274,0.171,0.247,7.59,0.76,1.372,0
1960,3,3.597,3.383,3.264,2.637,2.643,2.021,1.804,2.594,1.579,1.244,0.119,0.216,7.54,0.73,1.646,0
1960,4,3.658,3.31,3.197,2.563,2.579,1.96,1.692,2.501,1.618,1.237,0.113,0.268,7.55,0.86,1.311,0
1960,5,3.688,3.359,3.2,2.563,2.566,1.935,1.597,2.478,1.762,1.265,0.158,0.338,7.49,0.84,1.219,0
1960,6,3.871,3.536,3.328,2.682,2.697,2.067,1.728,2.632,1.808,1.262,0.207,0.338,7.51,0.93,1.219,0
1960,7,3.962,3.557,3.328,2.688,2.688,2.048,1.743,2.65,1.814,1.28,0.229,0.305,7.62,0.93,1.311,0
1960,8,3.78,3.523,3.328,2.685,2.697,2.067,1.768,2.646,1.755,1.262,0.195,0.299,7.58,0.97,1.311,0
1960,9,3.719,3.475,3.353,2.722,2.725,2.094,1.85,2.662,1.625,1.259,0.122,0.244,7.61,1.03,1.463,0
1960,10,3.658,3.411,3.328,2.673,2.688,2.048,1.798,2.605,1.613,1.28,0.082,0.25,7.51,0.9,1.585,0
1960,11,3.749,3.487,3.331,2.688,2.701,2.07,1.743,2.615,1.744,1.262,0.155,0.326,7.6,0.87,1.25,0
1960,12,3.932,3.551,3.344,2.694,2.707,2.073,1.686,2.619,1.865,1.271,0.207,0.387,7.56,0.96,1.158,0
1961,1,3.871,3.578,3.371,2.713,2.731,2.091,1.75,2.664,1.828,1.28,0.207,0.341,7.56,0.98,1.25,0
1961,2,3.749,3.456,3.286,2.661,2.661,2.039,1.771,2.614,1.685,1.247,0.171,0.268,7.64,0.89,1.341,0
1961,3,3.627,3.353,3.264,2.643,2.637,2.009,1.786,2.57,1.567,1.256,0.088,0.223,7.53,0.84,1.494,0
1961,4,3.566,3.362,3.252,2.621,2.624,1.993,1.74,2.551,1.622,1.259,0.11,0.253,7.55,0.84,1.615,0
1961,5,3.719,3.399,3.219,2.576,2.582,1.945,1.606,2.503,1.793,1.274,0.18,0.338,7.48,0.88,1.341,0
1961,6,3.81,3.557,3.338,2.688,2.691,2.048,1.679,2.618,1.878,1.289,0.219,0.369,7.39,0.77,1.158,0
1961,7,3.871,3.603,3.389,2.719,2.731,2.073,1.731,2.667,1.872,1.317,0.213,0.341,7.36,0.85,1.311,0
1961,8,3.78,3.563,3.374,2.722,2.725,2.076,1.804,2.684,1.759,1.298,0.189,0.271,7.42,0.76,1.402,0
1961,9,3.688,3.505,3.374,2.74,2.746,2.118,1.881,2.693,1.624,1.256,0.131,0.238,7.55,0.89,1.646,0
1961,10,3.658,3.386,3.298,2.673,2.673,2.048,1.765,2.576,1.621,1.25,0.088,0.283,7.58,0.91,1.524,0
1961,11,3.78,3.463,3.331,2.694,2.704,2.079,1.737,2.6,1.726,1.253,0.131,0.341,7.66,1.05,1.433,0
1961,12,3.78,3.536,3.338,2.697,2.71,2.079,1.698,2.617,1.838,1.259,0.198,0.381,7.55,0.91,1.372,0
1962,1,3.81,3.551,3.331,2.682,2.694,2.06,1.722,2.637,1.829,1.271,0.219,0.338,7.63,0.86,1.311,0
1962,2,3.84,3.591,3.411,2.783,2.798,2.182,1.905,2.748,1.686,1.228,0.18,0.277,7.59,0.76,1.341,0
1962,3,3.932,3.395,3.274,2.655,2.661,2.048,1.777,2.586,1.618,1.225,0.122,0.271,7.58,0.78,1.463,0
1962,4,3.444,3.286,3.185,2.548,2.551,1.917,1.64,2.463,1.646,1.268,0.101,0.277,7.54,0.81,1.433,0
1962,5,3.688,3.456,3.277,2.624,2.633,1.99,1.679,2.568,1.777,1.286,0.18,0.311,7.48,0.81,1.372,0
1962,6,3.749,3.539,3.322,2.679,2.688,2.057,1.689,2.614,1.85,1.265,0.216,0.369,7.43,0.82,1.341,0
1962,7,3.871,3.6,3.371,2.722,2.731,2.094,1.731,2.666,1.869,1.277,0.229,0.363,7.58,1.03,1.433,0
1962,8,3.81,3.578,3.386,2.737,2.749,2.112,1.814,2.696,1.764,1.274,0.192,0.299,7.53,0.96,1.433,0
1962,9,3.749,3.53,3.408,2.761,2.774,2.14,1.908,2.719,1.622,1.268,0.122,0.232,7.49,0.94,1.615,0
1962,10,3.993,3.533,3.426,2.798,2.798,2.17,1.893,2.713,1.64,1.256,0.107,0.277,7.53,0.78,1.646,0
1962,11,,3.49,3.338,2.697,2.71,2.082,1.731,2.611,1.759,1.256,0.152,0.351,,,1.402,11
1962,12,3.932,3.578,3.383,2.737,2.755,2.128,1.707,2.642,1.871,1.256,0.195,0.421,7.62,0.99,1.402,0
1963,1,3.871,3.575,3.368,2.719,2.74,2.109,1.756,2.666,1.819,1.259,0.207,0.354,7.66,1.06,1.433,0
1963,2,3.962,3.603,3.411,2.792,2.807,2.201,1.917,2.76,1.686,1.21,0.192,0.283,7.69,0.85,1.463,0
1963,3,3.78,3.408,3.271,2.637,2.643,2.018,1.759,2.584,1.649,1.253,0.137,0.259,7.52,0.8,1.524,0
1963,4,3.901,3.426,3.319,2.701,2.716,2.112,1.817,2.622,1.609,1.207,0.107,0.296,7.57,0.72,1.433,0
1963,5,3.901,3.466,3.304,2.679,2.691,2.082,1.756,2.611,1.71,1.222,0.162,0.326,7.52,0.78,1.341,0
1963,6,3.84,3.554,3.338,2.716,2.728,2.121,1.753,2.654,1.801,1.216,0.216,0.369,7.7,0.97,1.28,0
1963,7,3.901,3.603,3.368,2.731,2.746,2.128,1.768,2.686,1.835,1.241,0.235,0.36,7.7,1.17,1.372,0
1963,8,3.81,3.548,3.356,2.722,2.74,2.124,1.783,2.666,1.765,1.231,0.192,0.341,7.79,1.19,1.463,0
1963,9,3.719,3.545,3.408,2.768,2.777,2.146,1.862,2.704,1.683,1.262,0.137,0.283,7.55,1.01,1.615,0
1963,10,3.749,3.478,3.386,2.734,2.737,2.088,1.82,2.649,1.658,1.298,0.091,0.268,7.42,0.83,1.676,0
1963,11,3.962,3.591,3.432,2.761,2.783,2.131,1.756,2.674,1.835,1.301,0.158,0.375,7.53,0.95,1.372,0
1963,12,4.023,3.642,3.429,2.758,2.777,2.124,1.676,2.659,1.966,1.305,0.213,0.448,7.41,0.83,1.25,0
1964,1,3.901,3.569,3.362,2.716,2.725,2.088,1.686,2.628,1.883,1.274,0.207,0.402,7.67,0.97,1.28,0
1964,2,3.658,3.438,3.258,2.633,2.64,2.018,1.704,2.571,1.734,1.241,0.18,0.314,7.88,1.03,1.341,0
1964,3,3.566,3.35,3.225,2.591,2.6,1.975,1.719,2.535,1.631,1.25,0.125,0.256,7.8,0.97,1.494,0
1964,4,3.658,3.341,3.213,2.566,2.594,1.975,1.655,2.498,1.686,1.237,0.128,0.32,7.7,0.91,1.402,0
1964,5,3.749,3.402,3.231,2.612,2.621,2.012,1.622,2.512,1.78,1.219,0.171,0.39,7.75,1.0,1.219,0
1964,6,3.84,3.499,3.289,2.646,2.664,2.042,1.637,2.568,1.862,1.247,0.21,0.405,7.83,1.12,1.097,0
1964,7,3.84,3.539,3.307,2.643,2.664,2.024,1.658,2.598,1.881,1.283,0.232,0.366,7.76,1.08,1.067,0
1964,8,3.871,3.594,3.371,2.74,2.743,2.115,1.756,2.675,1.838,1.256,0.223,0.36,7.56,1.05,1.311,0
1964,9,3.719,3.527,3.383,2.758,2.755,2.124,1.811,2.669,1.716,1.259,0.143,0.314,7.57,0.99,1.433,0
1964,10,3.719,3.456,3.356,2.719,2.719,2.082,1.765,2.611,1.691,1.274,0.101,0.317,7.5,0.95,1.494,0
1964,11,3.871,3.527,3.362,2.716,2.725,2.085,1.713,2.62,1.814,1.277,0.165,0.372,7.46,0.81,1.219,0
1964,12,4.084,3.603,3.389,2.749,2.774,2.158,1.716,2.66,1.887,1.231,0.213,0.442,7.57,0.87,1.28,0
1965,1,3.962,3.6,3.374,2.774,2.807,2.24,1.829,2.714,1.771,1.134,0.226,0.411,7.71,0.84,1.28,0
1965,2,3.84,3.527,3.328,2.716,2.728,2.128,1.783,2.655,1.744,1.201,0.198,0.344,7.52,0.7,1.311,0
1965,3,3.688,3.484,3.353,2.719,2.74,2.124,1.829,2.656,1.655,1.228,0.131,0.296,7.62,0.83,1.494,0
1965,4,3.749,3.472,3.353,2.722,2.746,2.14,1.853,2.663,1.619,1.213,0.119,0.287,7.66,0.84,1.676,0
1965,5,3.901,3.435,3.243,2.6,2.624,2.009,1.609,2.522,1.826,1.234,0.192,0.399,7.67,0.84,1.28,0
1965,6,3.932,3.56,3.335,2.685,2.71,2.088,1.634,2.597,1.926,1.247,0.226,0.454,7.64,0.95,1.189,0
1965,7,,3.575,3.344,2.697,2.71,2.076,1.652,2.614,1.923,1.268,0.232,0.424,,,,11
1965,8,3.901,3.575,3.386,2.749,2.755,2.124,1.804,2.69,1.771,1.262,0.189,0.32,7.78,1.1,1.433,0
1965,9,3.749,3.572,3.42,2.783,2.795,2.173,1.884,2.728,1.688,1.247,0.152,0.29,7.7,1.16,1.585,0
1965,10,3.749,3.487,3.371,2.746,2.765,2.158,1.82,2.654,1.667,1.213,0.116,0.338,7.69,0.97,1.585,0
1965,11,3.932,3.621,3.469,2.841,2.856,2.243,1.859,2.74,1.762,1.225,0.152,0.384,7.66,0.96,1.494,0
1965,12,4.084,3.694,3.472,2.853,2.868,2.265,1.862,2.778,1.832,1.207,0.223,0.402,7.66,0.96,1.494,0
1966,1,3.962,3.63,3.389,2.774,2.789,2.188,1.795,2.713,1.835,1.201,0.241,0.393,7.71,0.82,1.25,0
1966,2,4.054,3.542,3.335,2.713,2.719,2.106,1.731,2.637,1.811,1.228,0.207,0.375,7.71,0.76,1.402,0
1966,3,3.688,3.417,3.261,2.64,2.646,2.03,1.695,2.556,1.722,1.231,0.155,0.335,7.57,0.84,1.28,0
1966,4,3.719,3.45,3.338,2.697,2.713,2.091,1.734,2.592,1.716,1.247,0.113,0.357,7.72,0.93,1.524,0
1966,5,3.749,3.523,3.341,2.688,2.707,2.073,1.698,2.61,1.825,1.268,0.183,0.375,7.76,1.03,1.372,0
1966,6,3.871,3.575,3.338,2.691,2.71,2.082,1.628,2.602,1.947,1.256,0.238,0.454,7.72,0.96,1.28,0
1966,7,3.84,3.597,3.365,2.716,2.743,2.121,1.676,2.637,1.921,1.244,0.232,0.445,7.76,1.06,1.25,0
1966,8,3.901,3.587,3.395,2.758,2.78,2.161,1.795,2.691,1.792,1.234,0.192,0.366,7.58,1.07,1.402,0
1966,9,3.719,3.496,3.356,2.731,2.737,2.118,1.823,2.66,1.673,1.237,0.14,0.296,7.75,0.87,1.402,0
1966,10,3.78,3.505,3.362,2.728,2.749,2.137,1.798,2.652,1.707,1.225,0.143,0.338,7.7,0.99,1.524,0
1966,11,3.871,3.597,3.411,2.774,2.792,2.176,1.756,2.677,1.841,1.234,0.186,0.421,7.78,0.88,1.433,0
1966,12,3.871,3.627,3.392,2.743,2.78,2.17,1.698,2.663,1.929,1.222,0.235,0.472,7.76,0.75,1.25,0
1967,1,4.115,3.624,3.386,2.755,2.777,2.164,1.756,2.69,1.868,1.222,0.238,0.408,7.81,0.76,1.341,0
1967,2,3.81,3.53,3.319,2.71,2.725,2.131,1.777,2.654,1.753,1.189,0.21,0.354,,,1.585,0
1967,3,3.658,3.517,3.35,2.731,2.746,2.143,1.811,2.664,1.706,1.207,0.168,0.332,,,1.524,0
1967,4,3.81,3.447,3.316,2.704,2.728,2.137,1.774,2.611,1.673,1.18,0.131,0.363,7.48,1.19,1.372,0
1967,5,3.871,3.463,3.283,2.679,2.704,2.121,1.725,2.594,1.738,1.161,0.18,0.396,7.72,0.66,1.311,0
1967,6,3.871,3.572,3.35,2.734,2.765,2.182,1.762,2.667,1.81,1.167,0.223,0.421,7.65,0.65,1.311,0
1967,7,3.81,3.581,3.338,2.74,2.752,2.17,1.765,2.673,1.816,1.167,0.244,0.405,7.75,0.73,1.341,0
1967,8,3.78,3.581,3.368,2.755,2.771,2.173,1.795,2.688,1.786,1.195,0.213,0.378,7.73,0.87,1.463,0
1967,9,3.719,3.557,3.402,2.771,2.783,2.161,1.838,2.698,1.719,1.241,0.155,0.323,7.41,0.71,1.494,0
1967,10,3.749,3.463,3.347,2.707,2.716,2.088,1.768,2.616,1.695,1.259,0.116,0.32,7.75,0.93,1.524,0
1967,11,4.084,3.627,3.432,2.783,2.795,2.161,1.756,2.692,1.871,1.271,0.195,0.405,,,1.402,1
1967,12,3.993,3.618,3.374,2.701,2.734,2.097,1.622,2.62,1.996,1.277,0.244,0.475,7.68,0.96,1.189,0
1968,1,4.054,3.627,3.38,2.737,2.752,2.128,1.686,2.656,1.941,1.253,0.247,0.442,7.65,0.87,1.311,0
1968,2,3.81,3.603,3.408,2.786,2.804,2.198,1.847,2.725,1.756,1.21,0.195,0.351,7.64,0.71,1.524,0
1968,3,3.688,3.463,3.313,2.713,2.725,2.134,1.844,2.654,1.619,1.18,0.149,0.29,7.68,0.76,1.524,0
1968,4,3.749,3.389,3.243,2.618,2.643,2.042,1.676,2.533,1.713,1.201,0.146,0.366,7.48,0.81,1.311,0
1968,5,3.901,3.365,3.274,2.64,2.664,2.057,1.612,2.488,1.753,1.216,0.091,0.445,7.44,0.73,1.158,0
1968,6,3.993,3.575,3.347,2.701,2.731,2.115,1.652,2.614,1.923,1.231,0.229,0.463,7.58,0.84,1.067,0
1968,7,3.993,3.6,3.365,2.722,2.74,2.115,1.713,2.656,1.887,1.25,0.235,0.402,7.31,0.67,1.219,0
1968,8,3.901,3.606,3.377,2.743,2.761,2.143,1.771,2.688,1.835,1.234,0.229,0.372,7.37,0.73,1.341,0
1968,9,3.78,3.575,3.408,2.765,2.786,2.167,1.82,2.698,1.755,1.241,0.168,0.347,7.53,0.74,1.554,0
1968,10,3.871,3.508,3.377,2.722,2.749,2.121,1.768,2.638,1.74,1.256,0.131,0.354,7.61,0.81,1.433,0
