pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
Kepler-43 b,6041.0,1.42,0.046,13.663771,1620.0,Transit
HD 136352 d,5664.0,1.058,0.425,2.562,431.0,Radial Velocity
HD 191939 c,5348.0,0.94,0.1752,3.195,600.0,Transit
Kepler-605 b,5462.0,0.88,,1.44,,Transit
HD 51608 b,5358.0,,0.1059,,,Radial Velocity
Kepler-254 d,5957.0,0.91,0.139,2.5,,Transit
K2-218 b,5757.0,1.008231,,2.56948149,,Transit
HD 124330 b,5873.0,,0.86,,,Radial Velocity
HD 2685 b,6801.0,1.56,0.0568,16.14096,2061.0,Transit
Kepler-45 b,3820.0,0.55,0.03,10.76,1000.0,Transit
K2-87 b,5747.0,1.401,0.094,7.6,979.0,Transit
CoRoT-30 b,5650.0,0.91,0.0844,11.309881,,Transit
HATS-63 b,5627.0,1.07,0.04026,13.529263,1398.3,Transit
Kepler-1835 b,5903.0,0.961,,3.53387773,,Transit
Kepler-1802 b,4245.0,0.637,,1.671,,Transit
TOI-1244 b,4599.0,0.721,0.060694,2.467,,Transit
Kepler-68 e,5847.0,1.2564,4.6,,,Radial Velocity
Kepler-102 e,4909.0,0.724,0.1162,2.17,590.0,Transit
WISE J033605.05-014350.4 b,415.0,,0.97,,325.0,Imaging
HD 109286 b,5694.0,1.089,1.259,,259.4,Radial Velocity
Kepler-1427 b,5793.0,1.01,,1.1,,Transit
HD 141399 c,5600.0,,0.689,,,Radial Velocity
MOA-2016-BLG-227L b,,,1.39,,,Microlensing
HD 192310 c,5166.0,,1.18,,185.0,Radial Velocity
PSR B1257+12 c,,,0.36,,,Pulsar Timing
BD+48 740 b,4534.0,10.33,1.7,,,Radial Velocity
HD 42618 b,5727.0,0.999,0.554,,337.0,Radial Velocity
Kepler-749 b,5009.0,0.75,,3.1,,Transit
Kepler-443 b,4723.0,0.706,0.495,2.33,,Transit
Kepler-458 c,6117.21,2.21562,,4.2,,Transit
K2-131 b,5120.0,0.7595,0.00936,1.69,2223.0,Transit
Kepler-92 b,,1.7,,3.51,,Transit
GJ 1148 c,3287.0,0.358519,0.912,,,Radial Velocity
Kepler-542 b,5526.0,0.9,,1.57,,Transit
Kepler-716 c,5012.0,0.742183,,1.39281536,,Transit
Kepler-1634 b,5474.0,0.89,,3.19,,Transit
Kepler-929 b,5869.0,1.02,,1.11,,Transit
OGLE-2016-BLG-1266L b,,,0.43,,,Microlensing
Kepler-287 b,5806.0,1.032,0.145,2.33,,Transit
K2-32 c,5271.0,0.86,0.13843,3.134,634.0,Transit
HD 204313 e,,,7.457,,,Radial Velocity
HD 213885 c,5978.0,1.1011,0.056798,,1265.4,Radial Velocity
Kepler-718 b,6191.0,1.3,,16.56,,Transit
Kepler-139 e,,,3.23579639,,,Radial Velocity
TOI-942 b,,0.894,0.04866,3.89,,Transit
TOI-2104 b,4856.13,0.723757,,1.52898127,,Transit
Kepler-1838 b,5877.0,1.963,,1.66049425,,Transit
Kepler-1503 b,5069.0,0.74,,2.27,,Transit
K2-183 b,5482.0,0.87,,1.1,,Transit
Kepler-150 e,5560.0,0.939,0.189,3.12,,Transit
YZ Cet c,3151.0,0.157,0.02156,,410.3,Radial Velocity
Kepler-710 b,5611.0,0.91,,1.88,,Transit
Kepler-327 c,3799.0,0.492,0.047,1.03,,Transit
ZTF J1230-2655 b,10000.0,0.0123,,13.78704626,,Transit
HD 102843 b,5436.0,,4.074,,,Radial Velocity
Kepler-329 c,4257.0,0.523,0.113,1.93,,Transit
Kepler-1994 b,5495.0,0.961,0.053,0.51,1032.0,Transit
Kepler-1615 b,5865.0,1.05,,2.06,,Transit
Kepler-646 b,5634.0,0.91,,1.99,,Transit
Kepler-435 b,6161.0,3.21,0.0948,22.31,1729.0,Transit
K2-272 b,5397.0,0.83,0.1007,3.13,747.0,Transit
Kepler-56 d,4819.44,4.21799,2.16,,,Radial Velocity
HD 152581 b,5027.0,5.14,1.66,,,Radial Velocity
Kepler-314 b,5378.0,0.95,0.035,0.83,,Transit
MOA-2008-BLG-310L b,,,1.1,,,Microlensing
K2-138 f,5356.3,0.863,0.10447,2.904,,Transit
Kepler-139 d,,,0.0755533961,1.695,,Transit
HIP 116454 b,5048.0,0.758,0.0792,2.469,753.2,Transit
TOI-1750 b,4683.75,0.768675,,2.78943837,,Transit
TOI-3837 b,5905.0,1.2,0.099,10.87271128,1178.0,Transit
Kepler-966 b,5840.0,1.02,,4.13,,Transit
OGLE-2019-BLG-1180L b,,,5.19,,,Microlensing
TOI-172 b,5645.0,1.777,0.0914,10.816685,1198.0,Transit
TOI-1533 c,5146.0,0.849,0.076,7.5,,Transit
HD 105618 b,,,0.091,,,Radial Velocity
Kepler-292 c,5299.0,0.826,0.045,1.47,,Transit
Kepler-207 b,5920.0,1.588,0.029,1.57,,Transit
WASP-79 b,6600.0,1.51,0.0519,17.14974047,1716.2,Transit
HD 21749 c,4640.0,0.695,0.0695,0.892,701.0,Transit
Kepler-1515 b,6511.0,1.41,,9.55,,Transit
Kepler-193 b,6335.0,1.147,0.106,2.39,,Transit
TIC 237913194 b,5788.0,1.088,0.1207,12.520453,974.0,Transit
HD 142245 b,4922.0,4.63,2.78,,,Radial Velocity
HATS-27 b,6438.0,1.74,0.0611,16.8135,1659.0,Transit
K2-72 c,3360.47,0.330989,0.078,1.16,,Transit
Kepler-1093 b,6166.0,1.2,,1.95,,Transit
Kepler-1576 b,5876.0,1.06,,1.04,,Transit
HD 11755 b,4312.0,20.58,1.09,,,Radial Velocity
KOI-351 e,6080.0,1.2,0.42,2.66,,Transit
tau Gem b,4388.0,26.8,1.17,,,Radial Velocity
2MASS J12073346-3932539 b,,,,15.69257298,1163.0,Imaging
Kepler-1724 b,6092.0,0.943,,2.83677238,,Transit
Kepler-11 g,5663.0,1.065,0.466,3.33,,Transit
Kepler-1537 b,5079.0,0.77,,1.18,,Transit
Kepler-1736 b,6085.0,0.973,,3.8765856,,Transit
Kepler-372 b,6509.0,1.137,0.075,1.36,,Transit
Kepler-1428 b,6184.0,1.36,,1.64,,Transit
KMT-2023-BLG-1743L b,,,1.16,,,Microlensing
Kepler-1669 b,4303.0,0.714145,,2.78043818,,Transit
OGLE-2018-BLG-1428L b,,,3.3,,,Microlensing
K2-164 b,5791.0,2.196069,,3.24925008,,Transit
HD 210702 b,4912.0,4.54,1.079,,,Radial Velocity
Kepler-259 b,5938.0,0.898,0.079,2.8,,Transit
Kepler-244 b,5554.0,0.803,0.05,2.76,,Transit
Kepler-630 b,5829.0,1.04,,3.18,,Transit
Kepler-1448 b,5774.0,0.93,,1.61,,Transit
NGTS-35 b,4717.0,0.753,0.16,10.9,451.0,Transit
TOI-5489 c,3547.0,0.42,,1.28,536.0,Transit
OGLE-2018-BLG-1119L b,,,4.06,,,Microlensing
Kepler-1641 b,6152.0,1.19,,3.11,,Transit
Kepler-756 b,5282.0,0.79,,1.12,,Transit
Kepler-341 e,6012.0,1.024,0.242,1.99,,Transit
Kepler-47 c,,0.936,0.9638,4.65,,Transit
Kepler-42 d,3068.0,0.17,0.0154,0.57,450.0,Transit
OGLE-2018-BLG-0799L b,,,1.28,,,Microlensing
Kepler-1882 b,5691.0,1.458,,1.48674404,,Transit
HD 21693 c,5430.0,,0.2586,,,Radial Velocity
TOI-5076 b,4780.0,0.844,0.1481,3.48935569,550.0,Transit
WASP-71 b,6050.0,1.82,,13.22662,,Transit
HD 109246 b,5844.0,1.07,0.33,,,Radial Velocity
Kepler-225 b,3682.0,0.48,0.056,1.2,,Transit
Kepler-539 c,5820.0,0.952,2.42,,253.0,Transit Timing Variations
HD 111232 c,,,17.25,,,Radial Velocity
Kepler-1375 b,6704.0,1.78,,1.74,,Transit
TOI-1450 A b,3437.0,0.483,,1.13,722.0,Transit
Kepler-676 b,3701.0,0.49,,3.04,,Transit
TIC 279401253 b,5951.0,1.06,0.369,11.2089807,,Transit
Kepler-288 b,5918.0,1.091,0.065,1.67,,Transit
Kepler-267 b,4258.0,0.555,0.037,1.98,,Transit
HIP 109384 b,5180.0,,1.134,,,Radial Velocity
Kepler-1132 b,5298.0,0.83,,2.35,,Transit
K2-209 b,4720.0,0.712365,,0.86850263,,Transit
Kepler-474 b,5785.0,1.08,,3.06,,Transit
K2-291 b,5520.0,0.899,0.03261,1.589,,Transit
TOI-2346 b,6480.0,1.38,0.0473,16.11851425,1689.0,Transit
Kepler-712 b,5148.0,0.78,,3.41,,Transit
TOI-6716 b,3110.0,0.231,0.0319,0.982,369.0,Transit
WASP-99 b,6150.0,1.64,,11.43318,,Transit
K2-157 c,5334.0,0.86,0.165,,587.0,Radial Velocity
TOI-663 b,3681.0,0.512,0.0295,2.27,674.0,Transit
Kepler-442 b,4402.0,0.598,0.409,1.34,,Transit
Kepler-1005 b,5782.0,1.06,,1.5,,Transit
OGLE-2018-BLG-0532L b,,,1.064,,,Microlensing
Kepler-370 c,5852.0,0.9,0.14,1.91,,Transit
OGLE-2007-BLG-368L b,,,2.8,,,Microlensing
TOI-2580 b,6120.0,1.81,0.048,17.37392009,2410.0,Transit
Kepler-305 c,,0.8,,3.3,,Transit
KMT-2023-BLG-0735L b,,,2.96,,,Microlensing
Kepler-1433 b,6097.0,1.19,,1.56,,Transit
Kepler-262 c,5841.0,0.881,0.152,1.64,,Transit
KMT-2023-BLG-1642L b,,,1.41,,,Microlensing
Kepler-1099 b,5837.0,1.0,,2.83,,Transit
TOI-5218 b,4230.0,0.708,0.0469,9.86,783.0,Transit
TOI-1752 c,3762.0,0.53,0.1614,2.29,291.0,Transit
HD 93385 b,5977.0,,0.0756,,,Radial Velocity
K2-91 b,3622.0,0.284,0.0164,1.1,,Transit
Kepler-14 b,6395.0,2.048,,12.733,,Transit
GJ 896 A b,,,0.63965,,,Astrometry
Kepler-1104 b,6417.0,1.41,,1.23,,Transit
Kepler-957 b,4963.0,0.75,,5.5,,Transit
Kepler-267 c,4258.0,0.555,0.06,2.13,,Transit
Kepler-1235 b,5541.0,0.9,,0.79,,Transit
Kepler-654 b,5865.0,1.11,,2.07,,Transit
HD 13908 b,6255.0,1.67,0.154,,,Radial Velocity
KMT-2023-BLG-0119L b,,,3.14,,,Microlensing
K2-403 b,5511.0,0.886,,5.333,,Transit
Kepler-1435 b,6356.0,1.32,,0.86,,Transit
Kepler-120 b,4096.0,0.534,0.055,2.15,,Transit
Kepler-1509 b,5780.0,0.99,,1.85,,Transit
Kepler-750 c,6160.0,1.23,,1.62,,Transit
KMT-2016-BLG-1107L b,,,0.342,,,Microlensing
TOI-5300 b,4610.0,0.65,0.0295,9.86390302,1043.0,Transit
GJ 9714 b,,,12.319,,,Radial Velocity
Kepler-1090 b,5321.0,0.82,,2.25,,Transit
CoRoT-9 b,5625.0,0.96,0.4021,11.948794,420.0,Transit
Kepler-303 c,3944.0,0.485,0.057,1.14,,Transit
NY Vir b,32780.0,0.151,,,,Eclipse Timing Variations
KMT-2021-BLG-0320L b,,,1.54,,,Microlensing
Kepler-1981 b,5874.0,3.006,1.3292,9.23,390.0,Transit
Kepler-81 b,,0.59,,2.42,,Transit
HAT-P-4 b,5860.0,1.596,0.04438,14.28,1686.0,Transit
MASCARA-4 b,7800.0,1.79,0.0474,16.98160576,2250.0,Transit
Kepler-583 b,5523.0,0.91,,2.28,,Transit
TOI-286 b,5152.0,0.78,0.0503,1.42,979.0,Transit
Kepler-227 b,5854.0,1.091,0.09,3.11,,Transit
Kepler-468 b,5498.0,0.87,,13.34,,Transit
EPIC 206024342 d,5724.0,1.1,,2.6,,Transit
Kepler-1897 b,5165.0,0.761,,2.81407954,,Transit
TIC 279401253 c,5951.0,1.06,0.591,,,Transit
Kepler-1122 b,5544.0,0.89,,2.04,,Transit
KMT-2024-BLG-2059L b,,,2.55,,,Microlensing
Kepler-194 d,6089.0,1.025,0.275,2.4,,Transit
Kepler-136 b,6165.0,1.355,0.106,2.05,,Transit
AT2021ueyL b,3680.0,,4.01,,,Microlensing
K2-187 e,5438.0,0.83,,1.9,,Transit
TOI-5110 b,6160.0,2.333,0.2157,11.98240037,976.0,Transit
Kepler-145 b,,1.85,,2.65,,Transit
Kepler-1116 b,5641.0,0.93,,2.54,,Transit
MOA-2010-BLG-353L b,,,1.72,,,Microlensing
Kepler-842 b,4848.0,0.73,,1.6,,Transit
Kepler-1489 b,5655.0,0.9,,1.77,,Transit
Kepler-559 b,5630.0,0.95,,3.61,,Transit
KMT-2016-BLG-2142L b,,,0.83,,,Microlensing
Kepler-1833 b,6164.0,1.446,,1.30027362,,Transit
Kepler-23 d,5828.0,1.548,,2.206,,Transit
HD 219415 b,4820.0,2.9,3.2,,,Radial Velocity
Kepler-1834 b,4821.0,0.788,,1.4593834,,Transit
Kepler-1814 b,4922.0,0.823,,2.36961357,,Transit
K2-125 b,3654.47,0.402049,0.121,2.18,,Transit
Kepler-1709 b,5918.0,1.043,,3.12424875,,Transit
HD 93963 A c,5908.0,1.0311,0.04726,3.11976057,1212.45,Transit
Kepler-1996 c,4580.0,0.675,0.3608,2.81,276.0,Transit
MOA-2009-BLG-266L b,,,3.2,,,Microlensing
KOI-1257 b,5520.0,1.13,0.382,10.54,511.0,Transit
Kepler-974 b,3687.0,0.5,,1.57,,Transit
TOI-1744.01,6179.0,1.14,0.164086,2.68,,Transit
TOI-1451 b,5801.0,1.0162,0.127,2.61143902,723.33,Transit
TOI-1691 b,5759.0,1.0,0.129365,3.66,,Transit
Kepler-1263 b,5213.0,0.8,,1.14,,Transit
KMT-2019-BLG-0298L b,,,5.67,,,Microlensing
TIC 4672985 b,5757.0,1.15,0.33,11.5004142,517.2,Transit
Kepler-533 b,4758.0,0.72,,3.38,,Transit
Kepler-1366 b,4070.0,0.6,,1.43,,Transit
CoRoT-20 c,,,2.9,,,Radial Velocity
Kepler-1915 b,6020.0,1.057,,3.21798413,,Transit
TOI-1246 b,5151.0,0.86,0.049,3.01,955.0,Transit
HIP 8152 b,5618.0,0.9603,0.093,2.53625843,794.96,Transit
Kepler-1589 b,6166.0,1.25,,1.09,,Transit
Kepler-218 b,5502.0,1.063,0.046,1.48,,Transit
Kepler-283 b,4351.0,0.566,0.082,2.13,,Transit
Kepler-325 b,5752.0,1.003,0.053,2.91,,Transit
OGLE-2015-BLG-1609L b,,,,,,Microlensing
OGLE-2013-BLG-0132L b,,,3.6,,,Microlensing
HD 101930 b,5108.0,0.86,0.3,,,Radial Velocity
Kepler-181 b,5333.0,0.749,0.04,1.27,,Transit
CoRoT-18 b,5440.0,1.0,0.0295,14.68,1550.0,Transit
Kepler-1673 b,6014.95,1.13166,,2.9355194,,Transit
Kepler-1287 b,5715.0,0.94,,1.54,,Transit
GJ 433 b,,,0.062,,,Radial Velocity
HD 80869 b,,,2.905,,,Radial Velocity
HD 85390 b,5186.0,,1.373,,,Radial Velocity
TOI-2969 b,4738.0,0.7,0.0261,12.32987877,1186.0,Transit
PSR B1257+12 b,,,0.19,,,Pulsar Timing
Kepler-1253 b,5850.0,1.1,,1.33,,Transit
TOI-5624 c,5327.0,0.82,0.07374,2.474,857.0,Transit
TOI-1266 b,3563.0,0.4232,0.073,2.52,415.0,Transit
KMT-2018-BLG-0030L b,,,4.39,,,Microlensing
TOI-1782.01,4336.0,0.669,0.05024,2.368,,Transit
Kepler-92 c,,1.7,,2.6,,Transit
Kepler-1420 b,5187.0,0.79,,1.28,,Transit
Kepler-1500 b,5845.0,1.0,,1.2,,Transit
HD 22532 b,5038.0,5.69,1.9,,,Radial Velocity
Kepler-748 b,5934.0,1.1,,2.52,,Transit
Kepler-1057 b,5987.0,1.1,,3.36,,Transit
CoRoT-13 b,5945.0,1.01,0.051,9.92,1700.0,Transit
KIC 8121913 b,5975.3,2.233,,,,Orbital Brightness Modulation
Kepler-1323 b,6169.0,1.4,,1.52,,Transit
Kepler-573 b,5746.0,1.02,,2.79,,Transit
TOI-1278 b,3799.0,0.573,0.095,12.21778896,,Transit
HIP 111909 b,4891.0,4.53,1.32,,,Radial Velocity
UKIRT-2017-BLG-001L b,,,4.18,,,Microlensing
Kepler-1479 b,5796.0,0.98,,1.83,,Transit
Kepler-400 b,5886.0,1.145,0.087,1.65,,Transit
HD 285507 b,4503.0,0.69,0.06,,,Radial Velocity
Kepler-169 f,4997.0,0.763,0.359,2.58,,Transit
Kepler-1146 b,4692.0,0.7,,1.23,,Transit
TOI-532 b,3927.0,0.612,0.0296,5.82,867.0,Transit
OGLE-2015-BLG-1771L b,,,0.85,,,Microlensing
Kepler-598 c,5245.0,0.900316,,3.02420941,,Transit
24 Sex b,5098.0,4.9,1.333,,,Radial Velocity
Kepler-146 c,5948.0,1.208,0.364,3.13,,Transit
WASP-170 b,5600.0,0.938,0.0337,12.285064,1422.0,Transit
Kepler-647 b,6020.0,1.07,,1.17,,Transit
HIP 10090 c,5661.0,,0.9,,,Radial Velocity
HD 208897 b,4860.0,4.98,1.063,,,Radial Velocity
XO-2 N b,5290.0,0.998,0.03666,,,Transit
NGC 2682 YBP 1194 b,5780.0,,,,,Radial Velocity
KMT-2017-BLG-1057L b,,,2.36,,,Microlensing
Kepler-252 c,4208.0,0.549,0.08,2.15,,Transit
Kepler-1704 b,5746.0,1.697,2.027,11.94877343,253.8,Transit
Kepler-875 b,5958.0,1.11,,2.9,,Transit
Kepler-226 c,5571.0,0.802,0.058,2.27,,Transit
Kepler-865 b,5570.0,0.92,,2.49,,Transit
DENIS-P J082303.1-491201 b,,,0.36,,,Astrometry
Kepler-37 b,5357.0,0.789,0.1019,0.3098,718.0,Transit
Kepler-1987 e,4769.0,0.714,0.0765,1.92,643.0,Transit
GJ 667 C g,3350.0,,0.549,,,Radial Velocity
TOI-4153 b,6860.0,1.605,0.06311,16.11851425,1669.0,Transit
Kepler-277 b,,1.69,,2.92,,Transit
Kepler-557 b,6068.0,1.16,,2.67,,Transit
Kepler-895 b,4315.0,0.61,,1.54,,Transit
Kepler-1278 b,6074.0,1.16,,1.01,,Transit
Kepler-97 c,5779.0,0.98,,,,Radial Velocity
Kepler-708 b,5692.0,0.96,,2.93,,Transit
MOA-2015-BLG-337L b,,,0.24,,,Microlensing
Kepler-152 b,5088.0,0.724,0.124,2.79,,Transit
Kepler-222 b,5433.0,0.869,0.048,3.16,,Transit
XO-5 b,5430.0,1.13,0.0515,12.78,1230.0,Transit
MOA-2012-BLG-505L b,,,0.9,,,Microlensing
Kepler-690 b,5913.0,1.16,,5.95,,Transit
Kepler-1637 b,5789.0,1.02,,0.89,,Transit
G 192-15 b,,,0.01723,,453.6,Radial Velocity
K2-223 b,5859.0,1.0,,0.89,,Transit
Kepler-338 c,5923.0,1.735,0.172,2.34,,Transit
Kepler-1906 b,5868.0,0.894,,2.77615754,,Transit
Kepler-1022 b,4445.0,0.68,,2.36,,Transit
HD 217786 b,,,2.446,,,Radial Velocity
Kepler-1049 b,3864.0,0.49,,0.95,,Transit
TOI-1295 b,6280.0,1.7,0.047,15.69257298,2360.0,Transit
Kepler-1487 b,6541.0,1.63,,2.13,,Transit
OGLE-2017-BLG-1375L b,,,3.04,,,Microlensing
Kepler-198 c,5574.0,0.94,0.259,2.47,,Transit
POTS-1 b,4400.0,0.588,0.03734,10.548,,Transit
KMT-2021-BLG-0852L b,,,7.78,,,Microlensing
Kepler-876 b,5060.0,0.77,,1.43,,Transit
Kepler-1412 b,5880.0,1.27,,0.83,,Transit
Kepler-1571 b,6297.0,1.39,,1.52,,Transit
TOI-5777 b,4408.03,0.671912,,3.09551273,,Transit
Kepler-172 e,5526.0,1.085,0.211,2.76,,Transit
HD 25463 b,6353.0,1.4182,0.076,2.54535814,1198.46,Transit
Kepler-1802 c,4245.0,0.637,,2.322,,Transit
HD 164509 b,5859.0,1.11,0.87,,,Radial Velocity
WASP-66 b,6600.0,1.76,,15.6926,,Transit
TOI-3629 b,3870.0,0.6,0.043,8.29464572,690.0,Transit
HD 80913 b,,,9.95,,,Radial Velocity
K2-319 b,5440.0,0.898,0.1516,2.79,641.0,Transit
Kepler-1098 b,5794.0,0.99,,1.3,,Transit
Kepler-800 b,5315.0,0.82,,2.85,,Transit
Kepler-58 b,5843.0,1.03,,2.78,,Transit
HD 43197 b,,,0.882,,,Radial Velocity
Kepler-1020 b,5227.0,0.8,,2.28,,Transit
MOA-2010-BLG-073L b,,,1.21,,,Microlensing
Kepler-1175 b,5453.0,0.86,,2.99,,Transit
Kepler-389 c,5376.0,0.792,0.11,1.46,,Transit
Kepler-1853 b,4821.0,0.788,,1.51862272,,Transit
Kepler-373 c,5787.0,0.845,0.126,1.24,,Transit
TOI-558 b,6466.0,1.496,0.1291,12.17295304,1061.0,Transit
Kepler-424 b,5460.0,0.94,0.044,9.98,,Transit
MOA-2010-BLG-477L b,5950.0,,2.0,,,Microlensing
HD 46375 b,5285.0,,0.0398,,,Radial Velocity
GJ 163 d,,,1.0304,,,Radial Velocity
Kepler-1633 b,6256.0,1.32,,1.58,,Transit
TOI-261.01,5890.3,1.28018,0.034792189,3.0449863,1722.49,Transit
Kepler-1593 b,4995.0,0.77,,3.17,,Transit
K2-210 b,5500.0,0.89,,0.86,,Transit
TOI-4308 b,5243.0,0.7934,,2.4189,763.05,Transit
HD 50554 b,5987.0,1.02,2.353,,,Radial Velocity
OGLE-2015-BLG-0051L b,,,0.73,,,Microlensing
Kepler-100 c,5825.0,1.49,,2.2,,Transit
K2-258 b,6351.0,1.31,0.149,3.0,831.0,Transit
Kepler-641 b,5713.0,1.13,,1.85,,Transit
K2-9 b,3390.0,0.31,0.091,2.25,314.0,Transit
Kepler-1587 b,5933.0,1.22,,1.33,,Transit
Kepler-490 b,6045.0,1.12,,11.65,,Transit
WASP-3 b,6400.0,1.44,,15.91678,,Transit
Kepler-1528 b,5857.0,1.03,,1.46,,Transit
Kepler-1600 b,5214.0,0.82,,3.13,,Transit
KMT-2024-BLG-1044L b,,,,,,Microlensing
Gaia-5 b,3447.0,0.345,,,,Astrometry
Kepler-601 b,5160.0,0.79,,1.9,,Transit
Kepler-311 c,5905.0,1.188,0.145,1.43,,Transit
Kepler-760 c,5322.0,0.85,,1.48,,Transit
Kepler-537 b,5763.0,0.99,,1.41,,Transit
Kepler-104 d,5711.0,1.349,0.257,3.58,,Transit
HD 23472 f,4684.0,0.71,0.0906,1.137,630.0,Transit
Kepler-144 b,6075.0,1.235,0.066,1.33,,Transit
Kepler-224 e,5018.0,0.676,0.124,1.97,,Transit
Kepler-149 c,5381.0,0.953,0.281,1.61,,Transit
KMT-2019-BLG-2783L b,,,1.85,,,Microlensing
TOI-2989 b,4672.0,0.76,0.0384,12.55405838,1001.0,Transit
Kepler-532 b,5192.0,0.79,,2.57,,Transit
Kepler-1859 c,5887.0,1.235,0.0473,1.66,1327.0,Transit
TIC 139270665 b,5844.0,1.016,0.163,7.22979255,703.0,Transit
K2-372 b,5479.0,0.922,,2.945,,Transit
GJ 180 b,,,0.092,,,Radial Velocity
Kepler-1078 b,5612.0,0.92,,1.9,,Transit
OGLE-2008-BLG-092L b,,,15.0,,,Microlensing
KMT-2019-BLG-0297L b,,,0.96,,,Microlensing
KMT-2021-BLG-0192L b,,,1.62,,,Microlensing
Kepler-155 b,4508.0,0.62,0.056,2.09,,Transit
1RXS J160929.1-210524 b,4060.0,,330.0,,1700.0,Imaging
LHS 1678 c,3490.0,0.329,0.0327,0.941,,Transit
K2-339 b,4857.0,0.72,,1.92,508.0,Transit
HD 285968 b,,,0.066,,450.0,Radial Velocity
Gaia22dkvL b,,,1.4,,,Microlensing
OGLE-2019-BLG-0362L b,,,2.18,,,Microlensing
Kepler-115 b,5979.0,1.205,0.036,1.09,,Transit
eps Eri b,,,3.53,,,Radial Velocity
Kepler-106 b,5858.0,1.04,,0.82,,Transit
Kepler-332 b,4955.0,0.72,0.07,1.17,,Transit
WISPIT 2 b,4400.0,1.418,57.0,,,Imaging
HD 99492 c,4929.0,,,,,Radial Velocity
TOI-5720 b,3325.0,0.383,0.018288,1.09,708.0,Transit
Kepler-612 b,5693.0,0.96,,2.84,,Transit
TOI-1839 b,5315.91,0.848099,,2.21895097,,Transit
TOI-4603 b,6264.0,2.738,0.0888,11.67975789,1677.0,Transit
Kepler-831 b,5732.0,0.97,,1.27,,Transit
Kepler-445 c,3157.0,0.21,,2.51,,Transit
HIP 4845 b,,,0.176,,,Radial Velocity
Kepler-33 e,5904.0,1.82,0.2138,4.02,,Transit
Kepler-1469 b,5507.0,0.89,,2.8,,Transit
NGC 2682 Sand 978 b,4200.0,,,,,Radial Velocity
TOI-6281 b,4533.23,0.874219,,1.92416074,,Transit
TOI-6651 b,5940.0,1.721,0.0633,5.09,1493.0,Transit
TOI-791 c,6294.0,1.474,0.863,12.94637271,362.8,Transit
K2-290 b,6302.0,1.511,0.0923,3.06,1230.0,Transit
Kepler-191 d,5215.0,0.8,,2.28,,Transit
K2-395 b,5007.0,0.783,,2.597,,Transit
HD 192310 b,5166.0,,0.32,,355.0,Radial Velocity
HATS-47 b,4512.0,0.6564,0.04269,12.520453,852.9,Transit
GJ 682 c,3028.0,,0.176,,,Radial Velocity
HD 40307 c,4956.0,,0.0799,,,Radial Velocity
Kepler-1130 d,5450.0,0.842,,0.64472273,,Transit
HD 141004 b,5885.38,1.389372,0.1238,,,Radial Velocity
Kepler-1859 b,5887.0,1.235,,1.58313575,,Transit
Kepler-1050 b,6010.0,1.13,,1.6,,Transit
HD 42012 b,5405.0,0.82,1.67,,,Radial Velocity
Kepler-170 c,5679.0,1.035,0.131,2.86,,Transit
Kepler-55 b,4362.0,0.58,,2.43,,Transit
Kepler-236 c,3750.0,0.51,0.132,2.0,,Transit
Kepler-1941 b,6404.0,1.142,,2.64976949,,Transit
Kepler-1333 b,5628.0,0.92,,2.81,,Transit
GJ 160.2 b,4347.0,,0.053,,,Radial Velocity
TOI-2589 b,5579.0,1.07,0.3,12.10569916,592.0,Transit
TOI-2180 b,5695.0,1.636,0.828,11.32107051,348.0,Transit
Kepler-1924 b,5726.0,1.285,,2.65446572,,Transit
Kepler-1052 b,5888.0,1.03,,2.93,,Transit
Kepler-1223 b,4870.0,0.75,,1.22,,Transit
OGLE-2018-BLG-0677L b,,,0.63,,,Microlensing
Kepler-1934 b,5925.0,1.035,,0.91307734,,Transit
EPIC 206024342 c,5724.0,1.1,,1.4,,Transit
Kepler-313 b,5727.0,1.536,0.125,2.53,,Transit
HAT-P-69 b,7394.0,1.926,0.06555,18.786284,1930.0,Transit
HD 332231 b,6128.0,1.266,0.145,9.07303305,798.3,Transit
Kepler-1892 b,5383.0,0.759,,1.83707938,,Transit
EPIC 211945201 b,6069.0,1.39,0.1493,5.76,817.0,Transit
Kepler-38 b,5623.0,1.752,0.4632,4.3,475.0,Transit
K2-254 b,4629.0,0.67,0.0448,1.63,791.0,Transit
HD 200964 c,4982.0,4.92,1.96,,,Radial Velocity
Kepler-996 b,6014.0,1.14,,1.98,,Transit
KOI-3680 b,5830.0,0.96,0.534,11.09691,347.0,Transit
Kepler-289 d,5990.0,1.0,,3.03,,Transit
OGLE-2012-BLG-0950L b,,,2.6,,,Microlensing
HR 858 c,6354.0,1.258,0.0687,1.979,1309.0,Transit
Kepler-944 b,5409.0,0.83,,2.63,,Transit
KMT-2021-BLG-1689L b,4570.0,,2.5,,,Microlensing
Kepler-1983 b,5135.0,0.874,0.0689,2.33,807.0,Transit
K2-138 b,5356.3,0.863,0.03385,1.51,,Transit
Kepler-208 e,6092.0,1.314,0.132,1.48,,Transit
Kepler-1284 b,5123.0,0.79,,1.21,,Transit
HATS-31 b,6050.0,1.87,0.0478,18.38276,1823.0,Transit
Kepler-1619 b,5852.0,1.0,,0.76,,Transit
KOI-1599.01,,0.972,0.14728,1.9,,Transit
Kepler-1512 b,4372.0,0.67,,1.18,,Transit
