pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
Kepler-163 c,5776.0,0.917,0.152,2.26,,Transit
Kepler-953 b,5416.0,0.99,,4.21,,Transit
KMT-2020-BLG-0414L c,,,22.3,,,Microlensing
K2-240 b,3810.0,0.54,0.0513,2.0,586.0,Transit
HD 81817 b,,,3.233,,,Radial Velocity
OGLE-2017-BLG-1099L b,,,2.73,,,Microlensing
TOI-654.01,3521.0,0.43,0.01944,2.378,794.0,Transit
Kepler-196 c,5128.0,0.782,0.24,2.24,,Transit
OGLE-2014-BLG-1722L b,,,1.5,,,Microlensing
OGLE-2012-BLG-0838L b,,,4.43,,,Microlensing
HIP 8923 b,5980.0,,5.9,,,Radial Velocity
Kepler-935 b,4830.0,0.73,,1.35,,Transit
Kepler-268 c,6081.0,1.274,0.391,3.38,,Transit
K2-179 b,5015.0,0.768067,,2.51267885,,Transit
K2-35 b,4402.71,0.619575,0.031,1.32,,Transit
MOA-2011-BLG-293L b,,,1.1,,,Microlensing
Kepler-770 c,5598.0,0.92,,1.2,,Transit
Kepler-1330 b,5608.0,0.94,,1.65,,Transit
Kepler-1466 b,5884.0,1.02,,1.55,,Transit
Kepler-1869 b,5808.0,0.902,,1.11955354,,Transit
XO-2 S c,5325.0,1.02,0.4737,,,Radial Velocity
TOI-1301.01,4820.0,0.732,0.059866,2.477,,Transit
Kepler-1533 b,6431.0,1.51,,3.46,,Transit
HD 60532 c,6245.0,2.57,1.6,,,Radial Velocity
Kepler-361 b,6169.0,1.343,0.086,1.45,,Transit
Kepler-660 b,4779.0,0.71,,2.57,,Transit
MOA-2020-BLG-208L b,,,2.74,,,Microlensing
CoRoT-36 b,6730.0,1.52,0.066,15.80466279,1567.0,Transit
Kepler-312 c,6115.0,1.467,0.153,3.15,,Transit
K2-69 b,4127.0,0.491,0.0591,2.32,,Transit
HATS-66 b,6626.0,1.841,0.04714,15.815899,1998.0,Transit
Kepler-379 b,6054.0,1.306,0.152,1.66,,Transit
Kepler-591 b,5677.0,0.94,,3.39,,Transit
Kepler-174 c,4880.0,0.622,0.214,1.49,,Transit
Kepler-857 b,5773.0,0.99,,6.8,,Transit
Kepler-11 e,5663.0,1.065,0.195,4.19,,Transit
Kepler-1227 b,5747.0,0.95,,2.29,,Transit
KMT-2025-BLG-0481L b,,,2.18,,,Microlensing
Kepler-1695 b,5473.19,0.987155,,1.11948901,,Transit
TOI-669 b,5597.0,0.9882,0.048,2.58606487,1124.85,Transit
Kepler-154 f,5769.0,0.98,,1.5,,Transit
K2-95 b,3566.0,0.4,0.0525,3.31,474.0,Transit
OGLE-2023-BLG-0766L b,,,2.5,,,Microlensing
gam Lib b,4879.0,12.38,1.319,,,Radial Velocity
Kepler-484 b,5668.0,0.87,,2.28,,Transit
HAT-P-24 b,6373.0,1.38,,14.5717,,Transit
HD 158038 b,4860.0,4.5,1.5,,,Radial Velocity
Kepler-384 c,5577.0,0.882,0.236,1.13,,Transit
OGLE-2015-BLG-0966L b,,,2.7,,,Microlensing
Kepler-1046 b,5913.0,1.04,,1.71,,Transit
Kepler-1554 b,5297.0,0.81,,2.9,,Transit
K2-222 b,5942.0,1.072,0.1186,2.275,803.0,Transit
Kepler-277 c,,1.69,,3.36,,Transit
Kepler-1311 d,5616.0,1.674,,9.65837605,,Transit
Kepler-802 b,5507.0,0.9,,3.54,,Transit
TOI-5143 c,5183.0,0.852,0.05602,16.25302201,,Transit
HD 141937 b,5870.0,1.03,1.54,,,Radial Velocity
Kepler-956 b,6040.0,1.15,,3.0,,Transit
Kepler-200 b,5678.0,0.944,0.08,2.13,,Transit
Kepler-912 b,5998.0,1.11,,2.8,,Transit
HAT-P-52 b,5131.0,0.893,0.03694,11.309881,1218.0,Transit
Kepler-1090 c,5330.0,1.013,,3.29265785,,Transit
OGLE-2011-BLG-0251L b,,,2.72,,,Microlensing
HD 25171 b,6125.0,1.23,2.971,,,Radial Velocity
KMT-2018-BLG-1990L b,,,0.763,,,Microlensing
Kepler-787 b,4248.0,0.62,,1.28,,Transit
TOI-4487 A b,6206.0,1.634,0.05448,14.60530185,1639.0,Transit
Kepler-1291 b,5216.0,0.8,,1.66,,Transit
Kepler-169 e,4997.0,0.763,0.105,2.2,,Transit
Kepler-829 b,5698.0,0.97,,2.11,,Transit
Kepler-1127 b,5664.0,0.95,,1.96,,Transit
K2-68 b,4746.0,0.675,0.0708,1.58,,Transit
Kepler-1358 b,5181.0,0.79,,1.12,,Transit
OGLE-2017-BLG-1049L b,,,3.92,,,Microlensing
Kepler-245 e,5174.0,0.8,,1.75,,Transit
OGLE-2014-BLG-0221L b,,,3.76,,,Microlensing
NGTS-17 b,5650.0,1.337,0.0391,13.89913607,1457.0,Transit
Kepler-182 b,6250.0,1.146,0.096,2.58,,Transit
KMT-2024-BLG-1281L b,,,1.96,,,Microlensing
Kepler-845 b,4913.0,0.75,,2.04,,Transit
KMT-2024-BLG-1005L b,,,0.78,,,Microlensing
TOI-7166 b,3099.0,0.222,0.06191,2.01,249.0,Transit
Kepler-1814 c,4922.0,0.823,0.0133,1.76,1711.0,Transit
Kepler-1086 b,4350.0,0.66,,2.44,,Transit
Kepler-272 c,5297.0,0.929,0.061,1.79,,Transit
Kepler-266 b,5885.0,1.028,0.071,2.48,,Transit
K2-352 b,5791.0,0.95,,1.37,1160.0,Transit
Kepler-36 c,5979.0,1.634,,3.679,,Transit
Kepler-466 c,5927.0,1.05,,1.25,,Transit
HD 134987 b,5736.0,1.22,0.81,,,Radial Velocity
HD 189567 c,5726.0,,0.197,,,Radial Velocity
Kepler-1652 b,3638.0,0.382,0.1654,1.6,268.0,Transit
Teegarden's Star c,3034.0,0.12,0.0455,,209.0,Radial Velocity
Kepler-1899 b,4791.0,0.742,,1.55098292,,Transit
Kepler-352 c,5212.0,0.781,0.118,1.24,,Transit
Kepler-256 c,5551.0,1.301,0.045,2.15,,Transit
OGLE-2016-BLG-1598L b,,,2.5,,,Microlensing
HD 28678 b,4972.0,6.48,1.18,,,Radial Velocity
TOI-5386 A b,6094.0,1.245,0.04856,14.70618268,1488.0,Transit
Kepler-370 b,5852.0,0.9,0.054,1.59,,Transit
TOI-2641 b,6100.0,1.336,0.0607,18.10250383,1387.0,Transit
HD 83443 b,5442.0,0.94,0.0406,,,Radial Velocity
omi UMa b,5075.0,13.84,3.691,,,Radial Velocity
KMT-2017-BLG-2331L b,,,2.14,,,Microlensing
BD-10 3166 b,5393.0,0.91,0.04,,,Radial Velocity
KMT-2021-BLG-1554L b,,,0.72,,,Microlensing
HATS-71 b,3405.0,0.4783,0.03745,11.478016,586.8,Transit
TOI-1648 b,4850.0,0.81,0.0694,2.54,799.0,Transit
Kepler-1085 c,5816.0,1.0783,,3.26817741,,Transit
GJ 3138 c,3717.0,0.5,0.057,,,Radial Velocity
WASP-187 b,6150.0,2.83,0.0653,18.38276,,Transit
Kepler-948 b,5679.0,0.94,,1.85,,Transit
GJ 180 d,,,0.309,,,Radial Velocity
Kepler-509 b,6060.0,1.2,,2.49,,Transit
TOI-1659.01,5977.0,1.006,0.065757,2.255,,Transit
Kepler-1991 c,5478.0,1.053,0.1528,2.57,634.0,Transit
Kepler-1735 b,3975.0,0.509,,1.19429134,,Transit
Kepler-332 d,4955.0,0.72,0.189,1.18,,Transit
TIC 349520724 b,5098.6,0.818771,,2.82626313,,Transit
Kepler-752 b,5373.0,0.83,,2.81,,Transit
NGTS-27 b,5700.0,1.77,0.0446,15.64773706,1783.0,Transit
Kepler-1729 b,3837.0,0.517,,3.89404186,,Transit
Kepler-206 d,5764.0,1.185,0.163,1.19,,Transit
Kepler-1955 b,5825.0,1.291,,1.16654878,,Transit
HD 82943 c,5935.0,1.1826,0.74345,,,Radial Velocity
HIP 35965 b,,,15.898,,,Radial Velocity
CoRoT-31 b,5700.0,2.15,0.0586,16.36514,,Transit
Kepler-279 c,,1.07,,4.3,,Transit
Kepler-1486 b,5965.0,1.12,,2.32,,Transit
NGTS-31 b,5710.0,1.7,0.064,18.04645893,1410.0,Transit
HD 143361 b,5507.0,0.916,1.988,,,Radial Velocity
HD 132563 b,6289.0,1.29577,2.62,,,Radial Velocity
EPIC 206317286 b,,,,0.96,,Transit
TOI-1710 b,5775.0,0.93,0.1652,5.06,,Transit
Kepler-363 b,5593.0,1.485,0.048,1.16,,Transit
Kepler-102 d,4909.0,0.724,0.08618,1.154,686.0,Transit
TIC 260969020 b,4572.94,0.68988,,2.22686612,,Transit
Kepler-1234 b,4967.0,0.76,,2.81,,Transit
WASP-132 b,4686.0,0.758,0.0674,10.09929161,682.0,Transit
Kepler-354 c,4648.0,0.674,0.115,1.31,,Transit
TOI-1450 A c,3437.0,0.483,,,533.0,Transit
OGLE-2015-BLG-0954L b,,,1.6,,,Microlensing
Kepler-1891 b,5516.0,0.827,,1.52139156,,Transit
GJ 229 A c,,,0.384,,,Radial Velocity
Kepler-344 b,5774.0,0.976,0.153,2.61,,Transit
MOA-2009-BLG-387L b,,,1.8,,,Microlensing
HAT-P-70 b,8450.0,1.858,0.04739,20.96083,2562.0,Transit
K2-381 c,4473.0,0.675,,2.0,,Transit
HD 331093 b,5544.0,,1.44,,,Radial Velocity
HIP 38594 c,,,3.805,,,Radial Velocity
HD 196050 b,,,2.65,,,Radial Velocity
HATS-77 b,4071.0,0.6428,0.03607,13.05846252,828.3,Transit
HD 99706 c,,,,,,Radial Velocity
Kepler-10 d,5708.0,1.065,0.5379,,387.0,Radial Velocity
TOI-2040 b,5132.0,0.87,0.0473,10.32347122,1070.0,Transit
KELT-23 A b,5899.0,0.996,0.03302,14.829507,1561.0,Transit
TOI-2046 b,6250.0,1.21,,16.14093221,,Transit
HD 35843 c,5666.0,0.897,0.25,2.54,479.0,Transit
Kepler-1272 b,5926.0,1.09,,2.37,,Transit
Kepler-69 c,5638.0,0.93,0.64,1.71,299.0,Transit
Kepler-263 b,5265.0,0.785,0.12,2.67,,Transit
Kepler-594 b,5485.0,0.87,,2.18,,Transit
UZ For b,,,5.9,,,Eclipse Timing Variations
WASP-55 b,6096.0,1.09,,14.72860064,1342.0,Transit
Kepler-881 b,5961.0,1.09,,1.78,,Transit
TOI-2092 b,5842.06,1.0519,,2.94892961,,Transit
K2-194 b,5979.0,1.281115,,3.64229858,,Transit
OGLE-TR-10 b,5950.0,1.17,0.0434,14.011,,Transit
Kepler-139 b,5594.0,1.3,0.127,2.94,,Transit
HD 131496 b,4846.0,4.44,2.01,,,Radial Velocity
K2-17 b,4320.0,0.66,0.119,2.23,487.0,Transit
K2-188 b,5977.0,1.19,0.0289,1.35,1692.0,Transit
K2-38 b,5731.0,1.06,0.04994,1.54,1266.0,Transit
Kepler-1365 b,5770.0,1.05,,0.92,,Transit
Kepler-60 c,5905.0,1.257,,1.9,,Transit
LHS 3154 b,2861.0,0.1405,0.02262,,,Radial Velocity
HATS-17 b,5846.0,1.091,0.1308,8.709393,814.0,Transit
Kepler-1522 b,5706.0,0.93,,1.73,,Transit
Kepler-1411 b,5664.0,0.92,,2.82,,Transit
HD 183263 c,,,5.585,,,Radial Velocity
HD 88072 b,,,13.895,,,Radial Velocity
K2-140 b,5585.0,1.06,0.068,13.56286665,962.0,Transit
K2-43 b,3840.6,0.542,,4.51,939.3,Transit
Kepler-1780 b,5403.0,0.868,,3.60600667,,Transit
K2-284 b,4140.0,0.607,0.04771,2.78,653.0,Transit
Kepler-877 b,5261.0,0.81,,2.12,,Transit
HD 161178 b,4786.0,10.95,0.85,,,Radial Velocity
Kepler-390 c,5166.0,0.776,0.101,0.79,,Transit
TOI-4791 b,6058.0,1.409,0.0555,12.44196858,1472.0,Transit
Kepler-1191 b,5308.0,0.81,,1.51,,Transit
Kepler-1561 b,5957.0,1.11,,1.09,,Transit
HD 156279 c,,,5.486,,,Radial Velocity
TOI-5082.01,5670.0,0.93,0.051204842,2.54811,1164.91,Transit
Kepler-1475 b,6214.0,1.28,,2.92,,Transit
HD 100655 b,4891.0,10.06,0.68,,,Radial Velocity
Kepler-1816 b,5051.0,0.706,,1.9679397,,Transit
Kepler-475 b,5009.0,0.79,,2.49,,Transit
Kepler-303 b,3944.0,0.485,0.024,0.89,,Transit
Kepler-1260 b,5961.0,1.08,,1.77,,Transit
GJ 3988 b,3273.0,0.19734,0.0405,,348.0,Radial Velocity
Kepler-143 c,5848.0,1.359,0.181,3.37,,Transit
HD 180902 b,4961.0,4.16,1.4,,,Radial Velocity
Kepler-755 c,5043.0,0.77,,1.26,,Transit
WASP-136 b,,,,16.81347105,1630.0,Transit
Kepler-549 d,5312.0,0.986,0.1575,4.2,586.0,Transit
HD 126525 b,5638.0,0.979,1.837,,,Radial Velocity
HD 88133 b,5392.0,2.2,0.0479,,,Radial Velocity
Kepler-1368 b,5906.0,1.08,,1.65,,Transit
Kepler-1086 c,4350.0,0.66,,2.94,,Transit
Kepler-305 b,,0.8,,3.6,,Transit
Kepler-1321 b,4094.0,0.53,,4.92,,Transit
Kepler-1864 b,5854.0,0.979,,0.75408365,,Transit
TOI-1296 b,5567.0,1.7031,0.051,14.11645916,1414.84,Transit
HD 23472 b,4684.0,0.71,0.1162,2.0,543.0,Transit
HD 219134 c,4699.0,0.778,0.0653,1.511,782.0,Radial Velocity
Kepler-1752 b,5446.0,0.821,,4.54060463,,Transit
HD 95086 b,,,55.7,,1000.0,Imaging
TOI-4773 b,6740.0,1.55,0.03216,15.22179579,2255.0,Transit
Kepler-647 c,5906.74,1.54571,,4.00135002,,Transit
WASP-173 A b,5800.0,1.11,0.0248,13.4508,1880.0,Transit
Kepler-416 d,5670.0,1.022,0.0407,1.61,1253.0,Transit
HD 220074 b,3787.0,54.92,1.6,,,Radial Velocity
Kepler-1437 b,5557.0,0.9,,1.37,,Transit
Kepler-138 b,3841.0,0.535,0.0753,0.64,452.0,Transit
Kepler-487 b,5444.0,0.88,,11.42,,Transit
K2-384 f,3623.0,0.348,,2.222,,Transit
Kepler-1296 b,5359.0,0.83,,0.91,,Transit
Kepler-1192 b,5438.0,0.83,,2.36,,Transit
PZ Tel b,,,27.0,,,Imaging
Kepler-1180 b,6077.0,1.14,,1.99,,Transit
Kepler-618 b,5860.0,1.08,,2.6,,Transit
OGLE-2016-BLG-1093L b,,,2.13,,,Microlensing
GJ 1289 b,3296.0,,0.27,,150.0,Radial Velocity
Kepler-719 b,5777.0,0.98,,8.52,,Transit
HD 76700 b,5644.0,1.37,0.05,,,Radial Velocity
Kepler-779 b,3804.0,0.44,,0.92,,Transit
Kepler-326 c,5105.0,0.801,0.051,1.4,,Transit
Kepler-1530 b,5477.0,0.88,,1.64,,Transit
TOI-3474 b,6020.0,1.256,0.0502,14.67255574,1451.0,Transit
Kepler-1114 b,5374.0,0.83,,1.35,,Transit
Kepler-924 b,6167.0,1.23,,3.07,,Transit
WASP-138 b,6272.0,1.36,0.0494,12.21781,1590.0,Transit
Kepler-116 b,6142.0,1.454,0.069,3.42,,Transit
Kepler-774 b,6403.0,2.42,,3.17,,Transit
TOI-4030 b,5640.37,0.991737,,5.8462559,,Transit
KMT-2021-BLG-1077L b,,,1.26,,,Microlensing
Kepler-251 c,5526.0,0.89,0.122,2.77,,Transit
Kepler-1419 b,5796.0,1.01,,2.86,,Transit
KMT-2024-BLG-1870L b,,,3.15,,,Microlensing
Kepler-1590 b,6053.0,1.16,,1.14,,Transit
2MASS J0249-0557 c,,,,17.37392009,1723.0,Imaging
HD 62549 b,,,11.842,,,Radial Velocity
HD 39855 b,5576.0,,0.041,,,Radial Velocity
Kepler-83 d,4648.0,0.594,0.051,1.94,,Transit
Kepler-1464 b,5828.0,1.01,,1.66,,Transit
Kepler-324 e,5191.0,0.826,,2.03862444,,Transit
Kepler-1298 b,6339.0,2.0,,1.31,,Transit
HD 96700 d,5845.0,,0.424,,,Radial Velocity
Kepler-607 c,5244.0,0.888,,2.76001201,,Transit
Kepler-1211 b,5705.0,0.94,,2.55,,Transit
Kepler-1344 b,5981.0,1.13,,1.84,,Transit
HD 100777 b,,,1.06,,,Radial Velocity
HIP 5158 c,4813.0,0.754089,7.7,,,Radial Velocity
K2-268 d,5106.0,0.78,,1.49,888.0,Transit
Kepler-238 b,5751.0,1.43,0.034,1.73,,Transit
Kepler-1040 b,5694.0,0.96,,2.08,,Transit
HD 13189 b,4175.0,38.41,1.25,,,Radial Velocity
K2-97 b,4673.0,4.14,0.0854,13.45077684,1566.0,Transit
Kepler-1650 b,3410.0,0.334,,0.96,,Transit
Kepler-1531 b,6260.0,1.27,,1.11,,Transit
Kepler-514 b,6106.0,1.44,,1.72,,Transit
Kepler-174 b,4880.0,0.622,0.1,1.96,,Transit
Kepler-1144 b,5753.0,0.96,,1.99,,Transit
TOI-163 b,6495.0,1.648,0.058,16.690201,1669.0,Transit
Kepler-1832 b,5242.0,0.722,,1.22719556,,Transit
HATS-55 b,6214.0,1.126,0.05412,14.022459,1367.0,Transit
HATS-64 b,6554.0,2.113,0.06562,18.819911,1793.0,Transit
Kepler-460 c,6146.0,1.26,,5.52,,Transit
Kepler-656 b,5281.0,0.82,,3.12,,Transit
DH Tau b,,0.27,330.0,,,Imaging
Kepler-338 b,5923.0,1.735,0.117,2.44,,Transit
HD 150706 b,5961.0,0.96,6.7,,,Radial Velocity
TOI-1246 d,5213.0,0.8649,0.132,3.43139739,587.77,Transit
Kepler-1318 b,4598.0,0.7,,3.11,,Transit
TOI-3071 b,6177.0,1.31,0.0249,7.16,2155.0,Transit
HD 93351 b,,,0.035,,,Radial Velocity
NN Ser c,,,,,,Eclipse Timing Variations
Kepler-454 c,5687.0,1.066,1.287,,,Radial Velocity
Barnard e,3195.0,0.185,0.0381,,340.0,Radial Velocity
HD 72659 c,5929.0,1.36,21.5,,,Radial Velocity
K2-416 b,3746.0,0.554,0.088,2.66,447.0,Transit
K2-133 d,3655.0,0.455,0.07487,2.003,,Transit
Kepler-827 b,5602.0,0.91,,5.63,,Transit
Kepler-331 b,4347.0,0.492,0.065,1.82,,Transit
HAT-P-39 b,6430.0,1.625,0.0509,17.609,1752.0,Transit
HD 210277 b,5538.0,1.07,1.13,,,Radial Velocity
Kepler-1711 b,5706.0,1.034,,1.923,,Transit
Kepler-159 c,4625.0,0.663,0.218,3.41,,Transit
K2-378 b,4823.0,0.732,,2.88,,Transit
Kepler-399 d,5502.0,0.68,0.261,1.89,,Transit
Kepler-31 b,6340.0,1.22,0.16,5.5,,Transit
HD 11343 c,,,0.923,,,Radial Velocity
Kepler-908 b,5973.0,1.12,,1.22,,Transit
HATS-24 b,6125.0,1.12,0.0238,15.636555,2166.0,Transit
TOI-5726.01,5874.0,1.106,0.062186,2.554,,Transit
TOI-5340 b,5990.0,1.842,0.0628,15.07607904,1566.0,Transit
Kepler-226 d,5571.0,0.802,0.076,1.22,,Transit
Kepler-317 c,5497.0,0.941,0.083,1.72,,Transit
Kepler-1579 b,4584.0,0.7,,0.84,,Transit
TIC 294329732 b,5201.93,0.920172,,2.07692266,,Transit
HD 5319 c,4871.0,4.06,1.93,,,Radial Velocity
Kepler-1958 b,5749.0,0.864,,2.05124311,,Transit
Kepler-1076 b,4868.0,0.74,,0.8,,Transit
Kepler-1731 b,4859.0,0.72,,2.93295657,,Transit
Kepler-1350 b,3827.0,0.53,,2.52,,Transit
HD 133131 A c,5799.0,,4.49,,,Radial Velocity
Kepler-1645 b,5812.0,1.02,,1.78,,Transit
TOI-969 b,4435.0,0.671,0.02636,2.765,941.0,Transit
Kepler-1669 c,4224.0,0.603,,1.90120972,,Transit
Kepler-664 b,5754.0,1.02,,2.66,,Transit
Kepler-24 c,6028.0,1.099,,2.514,,Transit
Kepler-1468 b,5893.0,1.05,,1.73,,Transit
TOI-5422 b,5820.0,1.474,0.0619,9.10169233,1369.0,Transit
HD 204313 c,,,0.211,,,Radial Velocity
Kepler-204 b,5812.0,1.238,0.117,2.53,,Transit
Kepler-1986 b,5549.0,0.732,0.1307,1.89,579.0,Transit
Kepler-1009 b,4027.0,0.57,,2.17,,Transit
Kepler-1131 b,5851.0,1.04,,1.59,,Transit
HD 164922 b,5390.0,0.946,2.16,,,Radial Velocity
EPIC 246851721 b,6202.0,1.586,0.07229,11.780659,1401.0,Transit
Kepler-33 c,5904.0,1.82,0.1189,3.2,,Transit
Kepler-21 b,6305.0,1.902,0.0434,1.639,2015.0,Transit
Kepler-746 b,5418.0,0.93,,1.11,,Transit
2MASS J11550485-7919108 b,,,587.0,,2506.0,Imaging
Kepler-1511 b,6064.0,1.29,,1.68,,Transit
Kepler-528 b,5807.0,1.06,,2.08,,Transit
OGLE-2019-BLG-0679L b,,,6.99,,,Microlensing
HD 73267 c,,,12.688,,,Radial Velocity
HD 20781 d,5256.0,,0.1647,,,Radial Velocity
Kepler-281 d,5717.0,0.884,,5.93747806,,Transit
Kepler-1808 b,5530.0,0.892,,3.02511302,,Transit
Kepler-372 c,6509.0,1.137,0.154,2.09,,Transit
HAT-P-22 b,5302.0,1.11,,12.89035,,Transit
HD 95872 b,5312.0,0.84,5.15,,,Radial Velocity
HD 137496 c,5799.0,1.59,1.2163,,370.0,Radial Velocity
HD 4113 b,,,1.28,,,Radial Velocity
HD 9446 c,5793.0,1.0,0.654,,,Radial Velocity
HD 13808 b,5035.0,0.781,0.10519,,,Radial Velocity
75 Cet c,4809.0,10.38,3.929,,,Radial Velocity
81 Cet b,4734.0,11.21,2.104,,,Radial Velocity
HR 858 d,6354.0,1.258,0.1046,2.001,1061.0,Transit
HD 18143 b,,,0.088,,,Radial Velocity
HD 20794 f,5368.0,0.93,1.3541,,,Radial Velocity
HD 24040 c,5776.49,1.387296,1.3,,,Radial Velocity
HD 31527 c,5898.0,,0.2663,,,Radial Velocity
HD 34445 c,5836.0,1.38,0.7181,,,Radial Velocity
HD 290327 b,5505.0,0.95,3.43,,,Radial Velocity
HD 37605 b,5329.0,0.91,0.277,,,Radial Velocity
Kepler-1750 b,5644.0,0.969,,6.00434637,,Transit
Kepler-1913 b,6214.0,1.076,,1.51852059,,Transit
HD 184010 c,4971.0,4.86,1.334,,,Radial Velocity
HD 217958 b,,,3.758,,,Radial Velocity
Kepler-90 i,6015.0,1.29,,1.32,709.0,Transit
tau Cet g,,,0.133,,,Radial Velocity
Kepler-1432 b,6031.0,1.13,,2.22,,Transit
Kepler-1693 b,5432.34,0.878295,,1.28938413,,Transit
HD 219134 h,4913.0,0.77,3.11,,,Radial Velocity
Kepler-1886 b,5745.0,0.837,,2.58158428,,Transit
Kepler-939 b,5471.0,0.85,,1.75,,Transit
TOI-4495 c,6210.0,1.309,0.06323,4.03,1365.0,Transit
HD 8574 b,6064.0,1.38,0.76,,,Radial Velocity
TOI-238 c,5059.0,0.733,0.0749,2.18,696.0,Radial Velocity
TOI-5349 b,3751.0,0.58,0.0369,10.2,719.0,Transit
TOI-5319 b,3580.0,0.485,0.0506,2.83,695.0,Transit
K2-250 b,5003.0,0.797,0.04606,2.71257333,1003.0,Transit
Kepler-403 c,6090.0,1.329,0.297,1.75,,Transit
Kepler-169 b,4997.0,0.763,0.04,1.13,,Transit
TOI-1410.01,4635.0,0.7558,0.0207,3.10083009,1236.7,Transit
TOI-5238 b,5631.0,1.02283,,5.22,,Transit
K2-35 c,4402.71,0.619575,0.055,1.93,,Transit
Kepler-16 b,4450.0,0.6489,0.7048,8.4493,,Transit
Kepler-817 b,5861.0,1.03,,9.03,,Transit
K2-384 d,3623.0,0.348,,1.392,,Transit
HIP 67851 c,4840.0,5.45,4.55,,,Radial Velocity
TIC 249022743 b,5567.58,1.2084,,4.79568155,,Transit
TOI-564 b,5640.0,1.088,0.02734,11.43318,1714.0,Transit
Kepler-194 c,6089.0,1.025,0.131,2.59,,Transit
Kepler-1301 b,5188.0,0.81,,1.4,,Transit
HD 23472 d,4684.0,0.71,0.04298,0.75,909.0,Transit
HATS-40 b,6460.0,2.26,0.04997,17.71022,2101.0,Transit
rho CrB e,,,,,,Radial Velocity
HD 109988 b,,,12.518,,,Radial Velocity
DMPP-1 c,,,0.0973,,,Radial Velocity
Kepler-1037 b,5105.0,0.78,,1.28,,Transit
Kepler-851 b,5455.0,0.85,,1.68,,Transit
Kepler-1889 b,5646.0,0.817,,2.94360686,,Transit
K2-148 c,4079.0,0.632,0.0616,1.73,,Transit
EPIC 201754305 d,,,,1.03,,Transit
TIC 87422071 b,6150.0,1.489,0.106,10.8615023,1110.0,Transit
HD 22946 d,6169.0,1.117,0.2958,2.607,546.0,Transit
Kepler-248 c,5190.0,0.831,0.123,4.07,,Transit
HIP 111909 c,4891.0,4.53,1.97,,,Radial Velocity
HD 77338 b,5341.0,0.97,0.06,,,Radial Velocity
Kepler-1030 b,4983.0,0.76,,2.48,,Transit
TOI-2010 b,5929.0,1.079,0.5516,11.81426566,400.2,Transit
K2-36 c,4916.0,0.718,0.05528,3.2,854.0,Transit
Kepler-1608 b,4992.0,0.72,,1.73,,Transit
Kepler-208 c,6092.0,1.314,0.079,1.39,,Transit
Kepler-215 d,5739.0,1.027,0.185,2.39,,Transit
HD 108874 c,5551.0,,2.659,,,Radial Velocity
Kepler-1003 b,6109.0,1.17,,1.78,,Transit
HAT-P-8 b,6200.0,1.57,,15.6926,,Transit
Kepler-56 b,4840.0,4.23,0.1028,6.51,,Transit
Kepler-413 b,4700.0,0.7761,0.3553,4.347,,Transit
HD 136418 b,4989.0,3.78,1.29,,,Radial Velocity
Kepler-59 b,6074.0,0.94,,1.1,,Transit
K2-122 b,4009.0,0.59,0.0373,1.16,769.0,Transit
Kepler-1862 b,5644.0,0.806,,2.203,,Transit
Kepler-315 c,5796.0,1.037,0.791,4.15,,Transit
HD 156279 b,,,0.502,,,Radial Velocity
TOI-5344 b,3747.0,0.588,0.04041,10.60369574,689.0,Transit
Kepler-322 b,5388.0,0.89,0.027,1.01,,Transit
Kepler-961 b,5582.0,0.9,,2.55,,Transit
Kepler-404 c,5654.0,0.884,0.118,1.72,,Transit
HD 64114 b,5676.0,,0.246,,,Radial Velocity
HD 40307 d,4956.0,,0.1321,,,Radial Velocity
HD 40979 b,6165.0,1.21,0.85,,,Radial Velocity
HD 44219 b,,,1.26,,,Radial Velocity
HD 45184 b,5869.0,,0.0644,,,Radial Velocity
7 CMa b,4826.0,4.87,1.758,,,Radial Velocity
HD 62509 b,4892.63,,1.64,,,Radial Velocity
bet Cnc b,4092.1,47.2,1.7,,,Radial Velocity
TOI-5624 f,5327.0,0.82,0.2366,,478.5,Transit Timing Variations
Kepler-432 c,4995.0,4.06,,,,Radial Velocity
WASP-145 A b,4900.0,0.68,0.0261,10.0881,1200.0,Transit
NGTS-25 b,5321.0,0.86,0.0388,11.46678726,1101.0,Transit
Kepler-713 b,5785.0,0.99,,2.48,,Transit
Kepler-1056 b,6127.0,1.2,,3.01,,Transit
TOI-1470 c,3709.0,0.469,0.106,2.47,373.0,Transit
Kepler-987 b,5637.0,0.91,,3.26,,Transit
Kepler-1715 b,6212.0,1.209,,4.14042267,,Transit
Kepler-1683 b,5429.0,0.900327,,1.87477762,,Transit
GJ 581 b,3500.0,0.302,0.0399,,,Radial Velocity
TOI-5786 b,6235.0,1.36,0.114,8.54,1040.0,Transit
GJ 832 b,,,3.7,,,Radial Velocity
K2-286 b,3926.0,0.62,0.1768,2.1,347.0,Transit
K2-121 b,4526.0,0.675,,7.16,716.0,Transit
TOI-5108 b,5808.0,1.29,0.073,6.6,1180.0,Transit
K2-62 c,4455.0,0.696,,1.99,495.0,Transit
HD 108236 f,5660.0,0.877,0.1758,2.017,,Transit
HD 155193 b,6239.0,,1.04,,,Radial Velocity
TOI-4029 b,5662.53,1.17834,,6.73756618,,Transit
Kepler-1783 b,5129.0,1.781,,1.31946731,,Transit
K2-379 b,4603.0,0.751,,2.181,,Transit
