site_code,year,month,day,hour,minute,second,datetime,time_decimal,midpoint_time,value,value_std_dev,nvalue,latitude,longitude,altitude,elevation,intake_height,qcflag
BRW,1985,4,1,0,0,0,1985-04-01T00:00:00Z,1985.2465753424656,482475600,351.81,0.48,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,5,1,0,0,0,1985-05-01T00:00:00Z,1985.3287671232877,485067600,352.75,0.47,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,6,1,0,0,0,1985-06-01T00:00:00Z,1985.4136986301369,487746000,350.2,1.02,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,7,1,0,0,0,1985-07-01T00:00:00Z,1985.495890410959,490338000,343.97,2.21,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,8,1,0,0,0,1985-08-01T00:00:00Z,1985.580821917808,493016400,338.0,0.87,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,9,1,0,0,0,1985-09-01T00:00:00Z,1985.6657534246576,495694800,338.66,1.71,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,10,1,0,0,0,1985-10-01T00:00:00Z,1985.7479452054797,498286800,342.68,1.5,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,11,1,0,0,0,1985-11-01T00:00:00Z,1985.8328767123287,500965200,347.17,1.81,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1985,12,1,0,0,0,1985-12-01T00:00:00Z,1985.9150684931508,503557200,350.24,2.11,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,1,1,0,0,0,1986-01-01T00:00:00Z,1986.0,506235600,350.88,0.76,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,2,1,0,0,0,1986-02-01T00:00:00Z,1986.0849315068492,508914000,352.36,0.66,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,3,1,0,0,0,1986-03-01T00:00:00Z,1986.1616438356164,511333200,353.99,0.97,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,4,1,0,0,0,1986-04-01T00:00:00Z,1986.2465753424656,514011600,353.39,0.37,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,5,1,0,0,0,1986-05-01T00:00:00Z,1986.3287671232877,516603600,353.68,0.44,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,6,1,0,0,0,1986-06-01T00:00:00Z,1986.4136986301369,519282000,351.92,1.73,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,7,1,0,0,0,1986-07-01T00:00:00Z,1986.495890410959,521874000,345.57,2.78,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,8,1,0,0,0,1986-08-01T00:00:00Z,1986.580821917808,524552400,339.92,1.42,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,9,1,0,0,0,1986-09-01T00:00:00Z,1986.6657534246576,527230800,340.96,2.11,20,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,10,1,0,0,0,1986-10-01T00:00:00Z,1986.7479452054797,529822800,345.03,2.23,22,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,11,1,0,0,0,1986-11-01T00:00:00Z,1986.8328767123287,532501200,348.82,1.05,29,71.323,-156.611,27.46,11.0,16.46,...
BRW,1986,12,1,0,0,0,1986-12-01T00:00:00Z,1986.9150684931508,535093200,351.28,1.17,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,1,1,0,0,0,1987-01-01T00:00:00Z,1987.0,537771600,352.68,1.06,27,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,2,1,0,0,0,1987-02-01T00:00:00Z,1987.0849315068492,540450000,353.09,0.68,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,3,1,0,0,0,1987-03-01T00:00:00Z,1987.1616438356164,542869200,354.42,0.86,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,4,1,0,0,0,1987-04-01T00:00:00Z,1987.2465753424656,545547600,354.36,0.45,25,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,5,1,0,0,0,1987-05-01T00:00:00Z,1987.3287671232877,548139600,354.94,0.6,31,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,6,1,0,0,0,1987-06-01T00:00:00Z,1987.4136986301369,550818000,352.51,1.29,30,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,7,1,0,0,0,1987-07-01T00:00:00Z,1987.495890410959,553410000,346.89,3.18,28,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,8,1,0,0,0,1987-08-01T00:00:00Z,1987.580821917808,556088400,340.65,1.5,26,71.323,-156.611,27.46,11.0,16.46,...
BRW,1987,9,1,0,0,0,1987-09-01T00:00:00Z,1987.6657534246576,558766800,340.47,1.02,25,71.323,-156.611,27.46,11.0,16.46,...
